gen,MSE_train_median,MSE_train_p5,MSE_train_p10,MSE_train_p90,MSE_train_p95,MSE_test_median,MSE_test_p5,MSE_test_p10,MSE_test_p90,MSE_test_p95,nll_train_median,nll_train_p5,nll_train_p10,nll_train_p90,nll_train_p95,dl_median,dl_p5,dl_p10,dl_p90,dl_p95,func_compl_median,func_compl_p5,func_compl_p10,func_compl_p90,func_compl_p95,param_compl_median,param_compl_p5,param_compl_p10,param_compl_p90,param_compl_p95,size_median,size_p5,size_p10,size_p90,size_p95,avg_len_median,avg_len_p5,avg_len_p10,avg_len_p90,avg_len_p95
1,9.499136,6.1093893,6.991234,10.721429,10.721429,13.415094,9.465185,10.054715,18.764706,28.118797,90.44198,85.98252,86.51433,91.45212,92.532974,94.83152,93.47771,93.47771,102.453636,102.80808,3.295837,2.0794415,2.0794415,8.317766,9.656628,3.6675384,1.5749414,1.5749414,4.5324664,4.7299285,3,3,3,6,6,6.012,5.858,5.87,6.292,6.344
2,9.499135,6.1093893,6.5642743,10.721429,10.721429,13.415073,8.294221,9.465185,18.764706,18.764706,88.47688,84.35451,86.41362,91.17713,91.183685,94.83152,93.47731,93.47757,101.196,101.81553,3.295837,2.0794415,2.0794415,9.656628,10.750557,3.5526526,1.5749414,1.5749414,4.215423,4.6513486,3,3,3,6,6,5.24,4.69,4.942,5.634,5.708
3,9.499134,5.222856,6.1093893,10.721429,10.721429,13.414485,6.1194787,6.48943,18.764706,18.764706,87.311104,78.591125,83.47583,91.17713,91.183685,94.83152,93.477165,93.47731,101.196,101.81553,3.295837,2.0794415,2.0794415,11.090355,11.266066,3.6670017,1.5749414,1.5749414,4.350321,4.6513486,3,3,3,7,8,4.508,3.948,4.08,4.97,5.064
4,9.499134,5.222856,6.564275,10.721429,10.721429,13.412724,6.1194787,6.48943,18.764706,18.764706,88.47688,78.591125,83.47583,91.17713,91.17713,94.83152,93.4591,93.477165,98.84036,99.95586,3.295837,2.0794415,2.0794415,9.656628,11.266066,3.4318113,1.5749414,1.5749414,4.1808357,4.1976805,3,3,3,6,7,3.796,3.112,3.388,4.228,4.326
5,9.499134,5.1496916,5.6932864,10.721429,10.721429,13.411303,6.116593,6.1194787,18.764706,18.764706,86.67674,78.591125,82.82105,91.17713,91.17713,94.83152,93.4591,93.476845,98.840164,98.84036,6.931472,2.0794415,2.0794415,11.266066,11.266066,3.4865267,1.5749414,1.5749414,4.043831,4.1808357,5,3,3,7,7,3.132,2.628,2.716,3.722,3.842
6,6.9912357,5.1496916,5.222856,10.721429,10.721429,10.055612,6.116593,6.1194787,18.764706,18.764706,86.67674,78.591125,81.93928,91.17713,91.17713,94.83152,93.4591,93.45911,98.840164,98.84036,6.931472,2.0794415,2.0794415,11.266066,11.266066,3.4865298,1.5749414,1.5749414,4.1808357,4.350321,5,3,3,7,7,2.776,2.294,2.52,3.22,3.234
7,6.991234,5.1496916,5.149692,10.721429,10.721429,10.054707,6.1163144,6.117114,18.764706,18.764706,86.51433,78.591125,81.93928,91.17713,91.17713,94.451195,93.458,93.45911,98.83993,98.840164,6.931472,2.0794415,2.0794415,11.266066,11.266066,3.6451507,1.5749414,1.5749414,5.151542,5.151553,5,3,3,7,7,2.754,2.088,2.338,3.13,3.186
8,6.991234,5.1496916,5.149692,10.721429,10.721429,10.054707,6.1163144,6.1169868,18.764706,18.764706,86.676735,78.591125,81.93928,91.17713,91.17713,94.451195,93.458,93.4591,98.83992,98.840164,6.931472,2.0794415,2.0794415,11.266066,11.266066,3.4865332,1.5749414,1.5749414,5.151523,5.151543,5,3,3,7,7,2.896,2.298,2.466,3.238,3.268
9,6.991234,5.1496916,5.149692,10.721429,10.721429,10.054707,6.1163144,6.117114,18.764706,18.764706,86.676735,78.591125,81.93928,91.17713,91.17713,94.451195,93.458,93.4591,98.83992,98.840164,6.931472,2.0794415,2.0794415,11.266066,11.266066,3.4865298,1.5749414,1.5749414,5.151523,5.151543,5,3,3,7,7,3.026,2.3,2.628,3.514,3.702
10,6.991234,5.1496916,5.149692,10.721429,10.721429,10.054707,6.1163144,6.117114,18.764706,18.764706,86.676735,78.59112,81.93928,91.17713,91.17713,94.451195,93.458,93.4591,98.83992,98.840164,6.931472,2.0794415,2.0794415,11.266066,11.266066,3.4865298,1.5749414,1.5749414,5.151523,5.151543,5,3,3,7,7,3.276,2.51,2.816,3.838,4.032
