Id,Expression,size,MSE_train,MSE_test,nll_train,nll_test,R2_train,R2_test
0,2934.4785,1,524070.6913493205,534483.0759682392,524070.6913493205,534483.0759682392,-6.381048134329603e-09,-8.105221193543954e-06
1,x2 + 2805.423,3,514172.2772433015,527600.6496705197,514172.2772433015,527600.6496705197,0.018887548928896658,0.012868789091763033
2,sqrtabs(x2 * 66914.59),4,512599.09646660194,553616.0115401973,512599.09646660194,553616.0115401973,0.02188939736786899,-0.0358054793737288
3,3303.562 - powabs((1126.6672; x0),5,245138.7943093142,245358.1926098998,245138.7943093142,245358.1926098998,0.532240974509756,0.5409392882125557
4,(3175.375 + x2) - powabs((1126.6672; x0),7,241252.1479713378,242943.8486903434,241252.1479713378,242943.8486903434,0.5396572380538407,0.5454564817344912
5,((x3 * x2) + 3109.9468) - powabs((1125.839; x0),9,237502.7875820234,239356.2482589212,237502.7875820234,239356.2482589212,0.5468115408514,0.5521688168317591
6,((x3 * x2) + 3110.321) - powabs((-46.82448 + 1126.6672; x0),11,236722.45395481252,239989.37760904495,236722.45395481252,239989.37760904495,0.5483005262975831,0.5509842433433838
7,x2 - (powabs(((1126.6672; x0) - (2935.8865 + (x2 + powabs(x2; x7)))),13,234306.62587118876,237366.13494451833,234306.62587118876,237366.13494451833,0.5529102633786995,0.5558922826142935
8,x2 - (powabs(((1126.6672; x0) - (2934.9053 + (x2 + (x3 * powabs(x2; x7))))),15,232123.72716554964,237338.55590856384,232123.72716554964,237338.55590856384,0.5570755387043392,0.5559438824885059
9,-0.5671661 - (powabs(((1126.6672; x0) - ((x2 + x2) + (powabs(x3 - (x3 * x2); x7) + 2934.2483))),19,231958.9651861684,237075.0320743762,231958.9651861684,237075.0320743762,0.5573899275514018,0.5564369307849917
10,x2 - (powabs((((1126.6672; x0) - (2934.9053 + (x2 + powabs((x2 + powabs(x3 * x2; x7)) * -0.4016866; x7)))),21,231485.15834522384,234503.9249438321,231485.15834522384,234503.9249438321,0.5582940171175403,0.5612474254209133
11,(x2 * -0.19808026) - (powabs(((1126.6672; x0) - (2934.9053 + (x2 + (powabs((x2 + (x3 * x2)) - x2; x7) + (x2 + x0))))),25,230864.87896523118,234753.14447542472,230864.87896523118,234753.14447542472,0.5594775967265311,0.5607811402141823
