Id,Expression,size,MSE_train,MSE_test,nll_train,nll_test,R2_train,R2_test
0,2987.9236,1,517152.19336806465,527243.9429409517,517152.19336806465,527243.9429409517,-1.4100364209568284e-08,-0.003038289532806937
1,x2 + 2857.5674,3,512015.5024814198,520618.9838155715,512015.5024814198,520618.9838155715,0.009932634402236573,0.009565150977633108
2,(x0 * -1155.0546) + 3322.9668,5,242454.88139532303,242044.84925010477,242454.88139532303,242044.84925010477,0.5311730513313968,0.5395295577454529
3,((x0 * -1134.7507) + 3181.1562) + x2,7,241059.18989989316,239936.37155576653,241059.18989989316,239936.37155576653,0.533871853604708,0.543540763352198
4,((x0 * -1134.7507) + powabs((245.90218; x7)) + 3117.9539,9,232523.1490683011,235978.81990123604,232523.1490683011,235978.81990123604,0.5503777121535436,0.5510696802709127
5,2980.0984 + ((powabs((245.90218; x7) + (x0 * -1134.7507)) + x2),11,231230.3019469083,233675.7456220836,231230.3019469083,233675.7456220836,0.5528776476777507,0.5554510898945919
6,(3125.8096 + powabs((x2 - ((x2 * x4) + -129.92665); x7)) + (x0 * -1134.7507),15,227762.12008377258,230727.4998525763,227762.12008377258,230727.4998525763,0.5595839557172682,0.5610598852792743
7,(powabs(((x2 - ((x2 * x4) + -129.92665)) + x1; x7) + 3117.9539) + (x0 * -1134.7507),17,227335.09253721032,230959.81099502146,227335.09253721032,230959.81099502146,0.5604096846962026,0.5606179324146139
8,(2988.0063 + x2) + (powabs(((x2 - ((x2 * x4) + -129.92665)) + x1; x7) + (x0 * -1134.7507)),19,227269.7946731931,230149.88522158307,227269.7946731931,230149.88522158307,0.5605359490063522,0.5621587496649871
9,(3120.5066 + powabs(((x2 - ((x2 * x4) + -129.92665)) + (x0 * (x2 * x4)); x7)) + (x0 * -1156.5015),21,226577.08797503504,229514.5173868044,226577.08797503504,229514.5173868044,0.561875412933623,0.5633674847766048
10,((3120.5066 + powabs(((x2 - ((x2 * x4) + -129.92665)) + (x0 * (x2 * x4)); x7)) + (x0 * -1156.5015)) + x3,23,226473.46101718154,229447.8481656095,226473.46101718154,229447.8481656095,0.5620757929390519,0.5634943174932006
11,(((3120.5066 + x3) + powabs(((x2 - ((x2 * x4) + -129.92665)) + (x0 * (x2 * x4)); x7)) + (x0 * -1156.5015)) + x3,25,226374.61805932803,229385.8562206492,226374.61805932803,229385.8562206492,0.5622669222826278,0.5636122520759876
12,(((3120.5066 + sqrtabs(x2)) + powabs(((x2 - ((x2 * x4) + -129.92665)) + (x0 * (x2 * x4)); x7)) + (x0 * -1156.5015)) + x3,26,226367.22028115022,229707.55122055233,226367.22028115022,229707.55122055233,0.5622812271205013,0.5630002537651977
13,((((3120.5066 + x3) + powabs(((x2 - ((x2 * x4) + -129.92665)) + (x0 * (x2 * x4)); x7)) + (x0 * -1156.5015)) + x3) + x3,27,226280.55910147456,229328.5415519235,226280.55910147456,229328.5415519235,0.5624488009643502,0.5637212885249663
