gen,MSE_train_median,MSE_train_p5,MSE_train_p10,MSE_train_p90,MSE_train_p95,MSE_test_median,MSE_test_p5,MSE_test_p10,MSE_test_p90,MSE_test_p95,nll_median,nll_p5,nll_p10,nll_p90,nll_p95,dl_median,dl_p5,dl_p10,dl_p90,dl_p95,func_compl_median,func_compl_p5,func_compl_p10,func_compl_p90,func_compl_p95,param_compl_median,param_compl_p5,param_compl_p10,param_compl_p90,param_compl_p95,size_median,size_p5,size_p10,size_p90,size_p95,avg_len_median,avg_len_p5,avg_len_p10,avg_len_p90,avg_len_p95
1,0.09621556,0.07352674,0.07993854,0.100902356,0.10174636,0.13915563,0.1292972,0.13273948,0.15866229,0.17669283,628.647,332.3797,416.104,689.84644,700.8672,652.60657,345.21713,430.93103,709.7888,713.58124,9.656628,3.295837,3.295837,26.366695,34.538776,8.163246,4.9328804,5.6258144,13.145899,17.192448,6,3,3,13,15,5.994,5.7,5.76,6.278,6.302
2,0.08890542,0.06117124,0.06515276,0.09965632,0.09987313,0.1448601,0.1292972,0.13315052,0.16351224,0.17277119,533.19214,171.04346,223.03345,673.5758,676.407,554.81714,206.74724,252.90366,685.3275,688.47,9.704061,3.295837,3.295837,26.376848,32.95837,8.254136,4.932892,5.625862,13.988089,16.931526,6,3,3,13,15,5.564,5.1,5.176,5.998,6.184
3,0.08217868,0.061171185,0.06117124,0.0977785,0.09950329,0.1478446,0.12904623,0.13315052,0.16176547,0.16649869,445.35547,171.04272,171.04346,649.05554,671.57764,466.68246,187.88031,196.11879,658.6862,680.4994,11.266066,3.295837,5.5451775,24.953299,29.933607,8.630483,5.62592,5.6260366,14.343211,16.14267,7,3,4,13,13,5.084,4.426,4.666,5.614,5.818
4,0.079938576,0.060753755,0.061171196,0.090954736,0.09706911,0.15093292,0.12899579,0.13315052,0.15896875,0.16568327,416.1045,165.59198,171.04291,559.9518,639.7925,441.34158,187.88031,189.74683,591.12,657.978,14.334076,6.931472,6.931472,28.774744,32.95837,9.177811,4.9960003,5.696781,15.599499,17.55701,8,5,5,13,15,4.376,3.656,3.926,4.998,5.204
5,0.0799385,0.060715027,0.060761727,0.0905449,0.09265039,0.15093745,0.13186957,0.13453265,0.16487142,0.18902388,416.10352,165.0863,165.6961,554.60034,582.0935,433.85718,186.51143,188.25485,577.8416,602.25885,12.875504,6.931472,6.931472,26.366695,32.95837,10.019559,5.667966,6.68666,14.587503,17.326334,8,5,5,13,15,3.488,2.81,3.002,4.206,4.464
6,0.07860622,0.06064084,0.060753755,0.08749728,0.09060967,0.15093672,0.13186957,0.13465282,0.1621639,0.1890266,398.7068,164.11755,165.59198,514.80493,555.44604,430.93082,183.39243,186.51222,541.59,577.8416,12.542316,6.931472,6.931472,22.873857,26.366695,10.329876,5.6260386,6.68666,15.049778,18.494766,7,5,5,11,13,3.012,2.208,2.372,3.828,4.03
7,0.07798448,0.058729444,0.060686324,0.08681107,0.09060973,0.15093629,0.12818147,0.13523374,0.16215247,0.16568327,390.58826,139.15881,164.71149,505.8446,555.4468,414.6819,175.7587,184.33272,541.59,577.4759,12.542316,6.931472,6.931472,22.873857,31.191624,10.2813,5.3693137,5.888196,14.753573,19.84232,7,5,5,11,15,2.926,2.216,2.288,3.864,4.168
8,0.07190936,0.05692051,0.0597851,0.086696394,0.089013346,0.15093723,0.12719397,0.13315052,0.16153999,0.16823183,311.2602,115.538025,152.94342,504.34705,534.60156,342.84256,165.99736,181.37714,523.2818,566.50616,12.542316,6.931472,6.931472,29.188652,33.271065,10.419731,2.7693803,6.68666,15.735048,19.84232,7,5,5,15,16,3.188,2.31,2.408,4.232,4.536
9,0.065258056,0.05476321,0.059248243,0.08443622,0.0857672,0.15066633,0.12349212,0.13315052,0.15934074,0.1650706,224.40845,87.36835,145.93323,474.8341,492.21387,245.93588,123.295746,180.03316,489.88672,514.5405,12.542316,6.931472,6.931472,27.242743,33.271065,10.490763,1.8738928,5.6473846,17.28714,19.84232,8,5,5,13,16,3.61,2.474,2.702,4.89,5.302
10,0.061575584,0.05326925,0.05471261,0.083749585,0.08576721,0.1501631,0.11295027,0.13095556,0.15922801,0.16471244,176.3233,67.86041,86.70758,465.86804,492.214,216.2432,107.83934,116.64145,488.56024,510.67517,14.334076,6.931472,6.931472,29.188652,34.538776,10.546259,1.4676461,5.369134,15.985554,18.48996,8,5,5,13,16,3.928,2.798,2.926,5.536,6.072
11,0.0612845,0.051976833,0.053788047,0.081517294,0.08455238,0.15093671,0.10675646,0.12130378,0.15899138,0.16002278,172.5224,50.984253,74.63483,436.71924,476.35083,197.19527,85.42894,110.69496,461.45947,501.28006,14.334076,6.931472,6.931472,29.933607,34.538776,10.807899,1.0084128,2.9116468,16.534405,19.65168,8,5,5,14,15,4.216,3.134,3.182,6.182,6.778
12,0.061171196,0.05195248,0.053788047,0.08033886,0.08443622,0.1501307,0.10108101,0.11699546,0.1586613,0.1592886,171.04291,50.66626,74.63483,421.3313,474.8341,193.27007,85.42894,110.69496,453.54013,492.74557,15.567281,6.931472,9.656628,31.191624,39.143948,11.044734,0.23269653,5.369134,18.383503,20.55017,9,5,6,15,17,4.652,3.314,3.522,6.756,7.588
13,0.061171178,0.05145476,0.05242736,0.08026493,0.0829681,0.15041232,0.099830896,0.11420137,0.15899025,0.1604334,171.0426,44.167114,56.867126,420.36597,455.66357,189.0251,78.51481,100.440994,453.54013,480.82446,16.125835,6.931472,9.656628,33.08047,39.143948,10.968901,0.0,1.6711402,17.169775,20.238804,9,5,6,15,18,5.064,3.668,3.774,7.674,8.88
14,0.060808312,0.050995164,0.051487163,0.07993857,0.081517324,0.15093812,0.09761096,0.11318705,0.15946561,0.1604334,166.30438,38.16577,44.59021,416.10437,436.71948,184.69962,73.09956,95.85219,434.09595,467.9181,16.125835,6.931472,9.704061,35.155594,43.944492,10.863337,0.30099583,1.1631849,16.024496,19.022114,9,5,6,16,20,5.584,4.054,4.202,8.556,10.142
15,0.06072827,0.050495405,0.051487163,0.0799386,0.08144263,0.1503885,0.099830896,0.11417837,0.15972309,0.16126727,165.25922,31.640015,44.59021,416.10474,435.74426,178.65674,71.54176,80.463,433.05222,453.53906,17.513191,6.931472,10.750557,33.271065,43.668274,10.863337,0.0,1.2766681,15.821993,20.238804,9,5,7,16,21,6.058,4.198,4.55,9.952,11.08
16,0.059938073,0.050495405,0.051465698,0.07866626,0.081442624,0.15088078,0.09982752,0.114085905,0.15972309,0.15988345,154.94092,31.640015,44.309875,399.49084,435.74414,178.57817,70.227715,75.41708,424.07785,453.5385,17.513191,9.704061,11.266066,37.62695,52.753696,11.178239,1.0121632,2.1070373,17.210974,20.954582,10,6,7,19,22,6.778,4.506,4.884,10.924,11.6
17,0.059825446,0.049552068,0.051465698,0.07722638,0.079938605,0.15072782,0.09982752,0.11022949,0.15952289,0.15988345,153.47028,19.322083,44.309875,380.68903,416.10486,177.11705,70.227715,75.41708,409.30026,433.8318,17.917595,9.656628,10.750557,43.162113,56.14492,10.943999,0.2773354,1.9089296,17.210974,20.2387,10,6,7,19,27,7.422,4.82,5.276,12.082,13.204
