id,Expression,theta,size,MSE_train,MSE_val,MSE_test,R2_train,R2_val,R2_test,nll_train,nll_val,nll_test,mdl_train,mdl_val,mdl_test
0,685.6255924170587,685.6255924170587,1,8358035.5991554465,1.6403915039894903e7,8381734.34892183,-2.220446049250313e-16,-1.3369835673729069e-2,-2.645409765987816e-3,8358035.5991554465,1.6403915039894903e7,8381734.34892183,8358035.5991554465,1.6403915039894903e7,8381734.34892183
1,(x1 * 301.15047021943616),301.15047021943616,3,8279670.237486809,1.614267003975695e7,8443430.180429041,9.376050237995481e-3,2.768860620206204e-3,-1.0025629621125187e-2,8279670.237486809,1.614267003975695e7,8443430.180429041,8279673.533323674,1.6142673335593816e7,8443433.476265907
2,(Sqrt(Abs(x1)) * 522.5864464515446),522.5864464515446,5,8274159.084178402,1.613019989086278e7,8426689.95077143,1.0035434042123259e-2,3.539217739526701e-3,-8.023118717544575e-3,8274159.084178402,1.613019989086278e7,8426689.95077143,8274164.629355847,1.6130205436040225e7,8426695.495948875
3,((x1 * x0) * 136.56750361509168),136.56750361509168,5,8155721.152070592,1.575482130747784e7,8324127.616258534,2.4205980542281513e-2,2.6728641266477227e-2,4.245661183296168e-3,8155721.152070592,1.575482130747784e7,8324127.616258534,8155728.083542398,1.5754828238949645e7,8324134.54773034
4,(Abs(-2990.65939205567) ^ Sin((x1 * -711.5307423857474))),-2990.65939205567;-711.5307423857474,7,7276420.6352808215,1.3355174476855699e7,7115411.0776800085,0.12941018867925347,0.17496945503005068,0.14883555614577304,7276420.6352808215,1.3355174476855699e7,7115411.0776800085,7276430.291908296,1.3355184133483173e7,7115420.734307483
5,(Abs(-22.42776307061131) ^ Exp(Sin((x1 * -1.688748637543133)))),-22.42776307061131;-1.688748637543133,8,7273348.846127135,1.3349643678980872e7,7107725.845090708,0.12977771393291437,0.175311126132341,0.14975488415807603,7273348.846127135,1.3349643678980872e7,7107725.845090708,7273361.38844342,1.3349656221297156e7,7107738.387406993
6,(x1 * (Abs(2069.0088290233193) ^ Sin((x0 * 2962.1302509319835)))),2069.0088290233193;2962.1302509319835,9,7096449.377410895,1.2115195435806807e7,6734972.448673571,0.15094291078061806,0.25157051971555966,0.1943446392533803,7096449.377410895,1.2115195435806807e7,6734972.448673571,7096463.711486649,1.2115209769882562e7,6734986.782749325
7,(Abs(21.594514445138245) ^ Exp(Sin(((x1 * x0) * 0.16796190055377264)))),21.594514445138245;0.16796190055377264,10,6816428.5371624995,1.1212297685520906e7,6475235.389771743,0.18444609905092058,0.30734801811226353,0.22541507873677136,6816428.5371624995,1.1212297685520906e7,6475235.389771743,6816446.050353841,1.1212315198712248e7,6475252.902963084
8,(72.20233299955878 * (Abs(-76.16841387903506) ^ Sin(((x1 * x0) * -1937.8262086820591)))),72.20233299955878;-76.16841387903506;-1937.8262086820591,11,6205314.901009068,1.0533513631658306e7,5966250.716758211,0.25756299702335594,0.34928064721012164,0.28630118235134194,6205314.901009068,1.0533513631658306e7,5966250.716758211,6205332.818603761,1.0533531549252998e7,5966268.634352904
9,(Abs((x1 * 15.319637291127865)) ^ Exp(Sin(((x1 * x0) * -0.4781097930958725)))),15.319637291127865;-0.4781097930958725,12,1719197.2461868294,1041924.3383623924,1262787.3633716996,0.7943060632141182,0.9356339817060207,0.8489420088149184,1719197.2461868294,1041924.3383623924,1262787.3633716996,1719218.651198469,1041945.743374032,1262808.7683833393
