gen,MSE_train_median,MSE_train_p5,MSE_train_p10,MSE_train_p90,MSE_train_p95,MSE_test_median,MSE_test_p5,MSE_test_p10,MSE_test_p90,MSE_test_p95,nll_median,nll_p5,nll_p10,nll_p90,nll_p95,dl_median,dl_p5,dl_p10,dl_p90,dl_p95,func_compl_median,func_compl_p5,func_compl_p10,func_compl_p90,func_compl_p95,param_compl_median,param_compl_p5,param_compl_p10,param_compl_p90,param_compl_p95,size_median,size_p5,size_p10,size_p90,size_p95,avg_len_median,avg_len_p5,avg_len_p10,avg_len_p90,avg_len_p95
1,0.034788225,0.022599528,0.02555851,0.0611033,0.08419884,0.03306969,0.019187504,0.024094367,0.06794257,0.10332668,-286.32958984375,-523.5720825195312,-455.8992919921875,23.47821044921875,199.81658935546875,-247.4779815673828,-476.5791931152344,-406.5757141113281,57.50275802612305,219.7398223876953,12.542316,3.295837,3.295837,35.96843,43.162113,12.585479,9.270232,9.353756,18.650566,22.491812,7,3,3,16,19,8.871795,7.878788,8.1081085,9.589744,9.902439
2,0.027122373,0.013776956,0.01547641,0.039443024,0.039443042,0.025837002,0.011102491,0.013185305,0.03952016,0.041019786,-423.23565673828125,-795.784423828125,-731.80859375,-217.26153564453125,-217.26129150390625,-375.4150085449219,-760.8112182617188,-678.43115234375,-204.61126708984375,-196.76162719726562,20.794415,3.295837,6.931472,48.354286,57.15285,14.5047455,9.354181,9.5994835,26.915543,30.904121,11,3,5,21,24,10.1,8.604167,9.217391,11.484375,11.918033
3,0.019841615,0.0067501348,0.0109670125,0.030249929,0.03478824,0.019233434,0.006699541,0.009820003,0.031265732,0.037595604,-595.1531372070312,-1188.1737060546875,-921.2424926757812,-363.21142578125,-286.329345703125,-533.2872314453125,-1076.83349609375,-835.0027465820312,-313.8285827636719,-254.02587890625,29.11218,11.266066,12.542316,54.930614,69.577385,18.160501,10.084199,11.486986,29.81086,34.260094,14,7,7,23,28,11.826667,9.935484,10.391304,13.22093,13.517647
4,0.016094998,0.005501606,0.0069958116,0.02787793,0.031960282,0.014963617,0.0048929374,0.007559739,0.029152924,0.032756936,-710.2532348632812,-1300.6610107421875,-1168.5115966796875,-408.12353515625,-332.96136474609375,-650.8435668945312,-1241.1629638671875,-1063.1024169921875,-358.97369384765625,-313.8285827636719,36.972294,12.542316,16.125835,74.5472,78.287895,19.389505,11.709435,13.058334,36.57672,42.371048,17,7,9,30,34,13.244186,11.434211,11.644737,14.946237,15.461538
5,0.013793643,0.0034533064,0.0062101698,0.024724802,0.02787793,0.012585496,0.0046277507,0.006674847,0.027290592,0.03224732,-795.1188354492188,-1556.8004150390625,-1234.029541015625,-474.13916015625,-408.12353515625,-730.0296020507812,-1449.374755859375,-1151.827392578125,-423.7806091308594,-357.7593078613281,39.55004,14.334076,17.513191,71.380135,76.94848,21.35277,12.529316,13.8136015,40.53251,44.518715,18,8,9,30,31,14.721649,12.6,12.956989,16.221312,17.040983
6,0.012470039,0.0030071302,0.004238305,0.024165675,0.02479247,0.010767126,0.0033349814,0.0039286045,0.025138453,0.028588945,-850.6021118164062,-1632.890625,-1444.14306640625,-486.7197265625,-472.635986328125,-771.1329345703125,-1530.200439453125,-1319.96826171875,-448.9769287109375,-423.7806091308594,48.354286,15.567281,20.794415,84.486824,92.33818,22.971064,12.24074,13.762072,45.424282,57.08223,21,8,11,35,37,16.28,13.824742,14.627273,18.108526,19.349316
7,0.010378255,0.002989192,0.0034807755,0.018496325,0.023498626,0.00937601,0.0031102628,0.0035042134,0.017759705,0.025719961,-951.5910034179688,-1636.18115234375,-1552.44287109375,-633.7683715820312,-502.11492919921875,-855.1087646484375,-1570.496337890625,-1444.2052001953125,-540.5384521484375,-449.73455810546875,55.262043,19.709354,23.350922,88.72212,107.727875,27.23863,13.762072,15.653736,50.71045,59.07135,24,10,12,37,42,17.841059,15.264462,15.904347,20.116882,20.835526
8,0.00743835,0.0025264863,0.0029093816,0.01431083,0.018974764,0.007099371,0.002905126,0.003120675,0.014629131,0.02140813,-1134.776123046875,-1728.6766357421875,-1651.065673828125,-774.8738403320312,-619.72265625,-1035.587158203125,-1596.44189453125,-1475.6689453125,-709.8128662109375,-538.985107421875,64.47238,21.405012,29.11218,107.727875,125.2418,29.733208,13.865625,16.770943,56.101105,66.29806,28,11,14,43,51,19.222221,16.921875,17.237762,22.212645,23.116667
9,0.0065601696,0.0023704881,0.0027086558,0.01287432,0.01431083,0.0055880905,0.0028516252,0.003120675,0.013791956,0.014936832,-1203.8740234375,-1763.730224609375,-1690.3843994140625,-833.0538940429688,-774.8738403320312,-1083.9180908203125,-1705.5699462890625,-1595.6746826171875,-759.9185180664062,-737.3271484375,64.607574,21.405012,29.11218,121.76043,146.6095,31.427399,16.655487,18.319695,54.508522,84.93191,28,11,14,49,59,20.547058,17.870968,18.42069,24.242857,25.643902
10,0.0056750122,0.0020597593,0.0024907987,0.011792227,0.013793644,0.005389869,0.0026674934,0.0028516252,0.011144294,0.014629131,-1283.5928955078125,-1841.0089111328125,-1736.5009765625,-881.3406982421875,-795.1187744140625,-1198.0367431640625,-1705.5699462890625,-1647.635009765625,-782.0491943359375,-744.0879516601562,69.53896,24.953299,29.188652,126.73024,143.63716,33.194115,19.598969,21.084429,60.128815,88.04413,29,12,15,51,56,22.274193,19.075,19.60355,25.982533,28.289156
11,0.0046477853,0.0018292358,0.002154123,0.01087185,0.012870638,0.004983291,0.002620606,0.0028016055,0.01059612,0.013448354,-1393.41796875,-1906.2890625,-1816.3720703125,-926.0357666015625,-833.2112426757812,-1294.835693359375,-1771.2510986328125,-1657.8841552734375,-827.999267578125,-767.8160400390625,77.032104,29.188652,39.509388,134.18495,166.72171,36.79869,20.793379,22.210615,73.71022,94.604576,33,15,19,54,65,23.941177,20.410112,20.958824,27.82,29.17037
12,0.0036177395,0.0014699774,0.0020058746,0.007778904,0.0093491515,0.004639655,0.002620606,0.002775775,0.01059612,0.013448354,-1531.2158203125,-2026.54736328125,-1855.5888671875,-1110.154541015625,-1009.0259399414062,-1400.719970703125,-1811.7567138671875,-1746.9407958984375,-988.6029663085938,-914.8258666992188,81.52844,32.95837,43.668274,136.66986,168.97365,39.212605,19.265715,21.8085,77.89141,95.89067,34,15,19,55,68,25.493877,21.81407,22.107143,29.093525,31.282608
