gen,MSE_train_median,MSE_train_p5,MSE_train_p10,MSE_train_p90,MSE_train_p95,MSE_test_median,MSE_test_p5,MSE_test_p10,MSE_test_p90,MSE_test_p95,nll_train_median,nll_train_p5,nll_train_p10,nll_train_p90,nll_train_p95,dl_median,dl_p5,dl_p10,dl_p90,dl_p95,size_median,size_p5,size_p10,size_p90,size_p95
1,0.028135374,0.014222337,0.01888065,0.04119633,0.047093913,0.033259302,0.015117625,0.020365434,0.054696202,0.06282673,-73.285065,-141.50644,-113.17407,-35.1529,-21.773453,-43.641415,-96.387436,-78.62634,7.66066,22.721684,11,6,7,17,20
2,0.022423338,0.009667518,0.012133751,0.03691776,0.037572373,0.027525542,0.010281384,0.012778612,0.049577054,0.050241187,-95.9776,-180.11064,-157.3887,-46.118538,-44.360924,-54.475906,-128.83234,-108.087654,-14.739921,1.0718699,11,7,7,17,20
3,0.02073346,0.008033845,0.010075685,0.033425372,0.036832776,0.024264444,0.0074581006,0.010852326,0.042420465,0.049577054,-103.812935,-198.62152,-175.97531,-56.056305,-46.349007,-64.75601,-151.85513,-128.2777,-15.853933,-7.0003185,13,7,7,20,21
4,0.019272435,0.0068008327,0.008368743,0.031988595,0.035665073,0.022167766,0.007378174,0.009977675,0.04023815,0.045513824,-111.12025,-215.28333,-194.53748,-60.449875,-49.570633,-72.24585,-169.13123,-140.70163,-22.944487,-6.656229,13,7,9,19,21
5,0.016453397,0.0062328787,0.0072902106,0.02947706,0.034138776,0.020862794,0.0061209016,0.007657104,0.039927714,0.04242046,-126.934616,-224.004,-208.33458,-68.62659,-53.944443,-77.06825,-191.01709,-150.91222,-35.13788,-14.5295105,14,7,9,22,25
6,0.015679132,0.0047137174,0.0064033247,0.025692247,0.030982522,0.01828481,0.0055957977,0.0068205227,0.038249373,0.04242046,-131.75475,-251.94012,-221.30609,-82.3689,-63.645485,-84.6893,-189.24176,-157.58287,-35.13788,-11.434972,15,9,10,22,25
7,0.012489218,0.0037241569,0.0056988057,0.024523726,0.02947706,0.014875943,0.003665363,0.0061209016,0.035428394,0.041824296,-154.50125,-275.50378,-232.96216,-87.02371,-68.62659,-97.06685,-225.18881,-171.09093,-37.179123,-21.945326,16,9,10,24,27
8,0.012083434,0.0037241569,0.004900259,0.023696372,0.0291821,0.013228287,0.003665363,0.005677452,0.031904534,0.039927978,-157.80428,-275.50378,-248.05902,-90.45563,-69.63227,-107.25089,-224.5406,-188.94046,-38.809402,-23.540125,17,9,10,26,30
9,0.010626075,0.0023861763,0.0037162707,0.02235617,0.025939286,0.0113818785,0.0020759115,0.003564069,0.030413045,0.036359407,-170.65672,-320.0186,-275.71576,-96.277596,-81.41196,-112.8785,-240.67851,-218.53627,-36.952995,-25.625172,18,9,11,26,30
10,0.0073646214,0.0020952919,0.0029179484,0.020667186,0.024525154,0.008524822,0.0019403554,0.0028762813,0.02696046,0.036364395,-207.31906,-333.01852,-299.89975,-104.133095,-87.01789,-140.69496,-258.53506,-234.07751,-46.98342,-32.409874,19,10,12,30,35
11,0.0060934545,0.0015898482,0.0020952919,0.017496742,0.02178015,0.0064462805,0.0016768007,0.0019880712,0.02034963,0.02858295,-226.2663,-360.62396,-333.01852,-120.78635,-98.887924,-159.66559,-269.7012,-257.75262,-65.9718,-12.359255,20,12,14,32,39
12,0.00524641,0.0015898482,0.0020385354,0.014377811,0.021349829,0.0056155305,0.0016768007,0.0019466629,0.018247997,0.031400863,-241.2334,-360.62396,-335.76468,-140.41922,-100.883446,-163.95033,-269.7012,-258.35938,-75.45485,-12.359255,22,12,14,35,39
13,0.0046779173,0.0015898482,0.0020171525,0.012659698,0.01746704,0.004627185,0.0015817813,0.0019403554,0.01557989,0.027932217,-252.70251,-360.62396,-336.81912,-153.14546,-120.95626,-174.98476,-269.7012,-258.98123,-75.801895,-42.699112,22,12,14,34,39
14,0.0041958136,0.0014825201,0.0017212372,0.011283877,0.015235539,0.004336959,0.0015125651,0.0016768007,0.014790639,0.023383852,-263.5791,-367.61346,-352.6835,-164.65034,-134.62473,-178.50525,-269.7012,-262.9467,-76.65099,-42.699112,24,12,15,39,42
15,0.003815452,0.0014410819,0.0015898482,0.011283877,0.015235539,0.0039725034,0.0014793369,0.0015817813,0.014557851,0.018394334,-273.0819,-370.4484,-360.62396,-164.65034,-134.62473,-180.23837,-267.91254,-263.25333,-81.20375,-42.699112,26,13,16,39,41
16,0.003179846,0.0013802227,0.0014710109,0.01100696,0.013256557,0.0033050426,0.0014125754,0.0014878763,0.013739374,0.018395605,-291.30453,-374.76334,-368.39282,-167.13504,-148.53859,-185.99808,-272.27597,-266.15555,-80.71997,-42.699112,28,16,17,49,57
17,0.0029979155,0.0013282638,0.0014195387,0.010626075,0.013256557,0.0029642514,0.0013607607,0.001410836,0.012945318,0.018507285,-297.19608,-378.60056,-371.9546,-170.65672,-148.53859,-188.89612,-272.27597,-267.1581,-61.456028,3.4028235e38,28,16,18,52,63
18,0.0028935703,0.0013119912,0.001370676,0.008025067,0.011283877,0.002804484,0.0013540145,0.0013681714,0.0096719125,0.014790579,-300.7387,-379.8332,-375.45743,-198.73082,-164.65034,-195.5121,-272.27597,-265.2316,-44.649586,3.4028235e38,30,16,18,59,76
19,0.0026777347,0.0012912035,0.0013272515,0.0072910525,0.010459434,0.0025958966,0.0013489178,0.0013628307,0.008729596,0.01179545,-308.4907,-381.43036,-378.67682,-208.32301,-172.23738,-196.93195,-273.92496,-267.1581,-47.678925,3.4028235e38,32,16,19,64,70
20,0.0021059578,0.0012911764,0.001321881,0.0069053895,0.009298771,0.002294421,0.0013486476,0.0013559138,0.0075236126,0.011138676,-332.51074,-381.43243,-379.08224,-213.7576,-183.99957,-198.89339,-281.20935,-266.11877,-63.590683,3.4028235e38,33,16,19,67,75
21,0.0019042332,0.0012876568,0.0013124292,0.005920811,0.009298771,0.0018280688,0.0013392767,0.0013628307,0.006938643,0.0104335155,-342.5799,-381.70538,-379.7998,-229.14047,-183.99957,-200.6641,-281.20935,-267.91254,-42.699112,298.51447,39,15,19,74,87
22,0.0018836118,0.001275418,0.001305901,0.005920811,0.009298771,0.0017425076,0.0013349046,0.0013559138,0.006938643,0.011618769,-343.66873,-382.66046,-380.2985,-229.14047,-183.99957,-193.32095,-275.5018,-264.60672,-42.699112,302.23615,40,16,20,75,87
23,0.0016735994,0.001259363,0.0013040318,0.005920811,0.009298771,0.0017087903,0.0013271213,0.0013532396,0.0068828,0.011618705,-355.49017,-383.92725,-380.44177,-229.14047,-183.99957,-188.67471,-280.31403,-261.07407,-24.18454,302.23615,43,16,20,86,92
24,0.0015515572,0.0012550813,0.0012846963,0.0055774394,0.009197856,0.0016236769,0.0013271213,0.0013532436,0.006271105,0.0104335155,-363.0619,-384.2678,-381.9356,-235.11484,-185.09079,-189.07544,-275.5018,-259.75952,-20.736053,145.03549,49,18,20,85,91
25,0.0015123911,0.0012501895,0.001283831,0.0054905117,0.008444529,0.0015931627,0.0013271213,0.0013483915,0.006271105,0.0104335155,-365.61862,-384.6583,-382.00296,-236.68567,-193.63593,-186.88509,-277.96875,-263.5163,-19.19983,285.18237,49,16,20,86,91
26,0.0014726237,0.0012432891,0.0012829629,0.0044578034,0.008444529,0.0015321876,0.0013349338,0.0013480065,0.0051443856,0.009309195,-368.28326,-385.21176,-382.0706,-257.5222,-193.63593,-188.31703,-281.20935,-263.5163,-27.08696,20.450027,51,19,23,86,95
27,0.0014457697,0.0012414779,0.0012634927,0.004444325,0.006475038,0.0014832624,0.001322681,0.0013462548,0.0049267886,0.0063923546,-370.12366,-385.35754,-383.59985,-257.825,-220.19235,-194.36873,-281.20935,-265.9913,-19.19983,63.791733,51,19,23,88,95
28,0.0014000696,0.0012299956,0.0012566722,0.003694461,0.005112912,0.0014658512,0.0013084683,0.0013343816,0.003364287,0.005741829,-373.3356,-386.28677,-384.1411,-276.30435,-243.81088,-183.08398,-275.50616,-259.75952,-4.984955,66.1277,53,19,23,90,95
29,0.0013807404,0.0012299956,0.0012562617,0.003690798,0.005112912,0.0014367168,0.0013084683,0.0013119681,0.003364287,0.005741829,-374.72583,-386.28677,-384.17374,-276.40356,-243.81088,-181.39221,-281.33304,-260.58594,37.86342,108.004196,54,19,23,92,95
30,0.0013615951,0.0012142089,0.0012562519,0.0036904337,0.005112912,0.0014364774,0.0013084683,0.0013191346,0.0032459626,0.005741829,-376.1221,-387.57852,-384.17453,-276.41342,-243.81088,-174.36972,-281.33304,-261.96967,61.724457,129.24458,57,19,24,92,97
