id,Expression,theta,size,MSE_train,MSE_test,R2_train,R2_test
0,(Abs(Sqrt(Abs(Sqrt(Abs(Sqrt(Abs((((((((t0 * x3) + t1) * x22) - (x6 * x6)) / x0) * (x5 / x3)) + ((x20 * t2) * x20))))))))) ^ Log(x10)),11.828806919670074;248.22430981871622;-0.26359135572144177,29,1258.4093405522099,1044.7242311940877,0.8458653343681164,0.848763522394808
