Complexity,Loss,Equation
1,143012.22,"1663.3661"
3,33897.574,"powabs(7.453773, x4)"
5,15797.634,"powabs(-31.34649, x4) * 0.0048020137"
7,6111.248,"(x4 * (2891.2048 - x0)) - 8698.387"
9,4925.259,"((powabs(-5.1873393, x4) - x0) * x4) - -345.17178"
11,4457.2466,"(powabs(-8.566084, x4) + -1211.8784) + (powabs(-24.662567, x1) + -438.1191)"
12,4257.1733,"(powabs(6.1681557, x4) * 2.448232) - powabs(log(x0 + x0), x4)"
13,3172.7673,"(powabs(-8.289793, x4) - 10213.144) + ((x1 * 1400.5425) - (x0 + -6780.476))"
14,1216.9634,"(-2181.8232 - (powabs(log(x0), x4) - powabs(8.021531, x4))) + (x1 * 963.94867)"
18,945.04974,"((-11437.362 - (powabs(log(x0), x4) - powabs(-7.954442, x4))) + (x1 * 6536.0537)) - powabs(42.19441, x1)"
20,918.67676,"((-11977.728 - (powabs(log(x0), x4) - powabs(-7.979343, x4))) + ((x1 * 5582.5576) - powabs(38.74827, x1))) - -2135.9023"
22,916.40607,"((-11977.728 - (powabs(log(x0), x4) - powabs(-7.979343, x4))) + ((x1 * 5582.5576) - powabs(38.74827, x1))) - (-2135.9023 - x1)"
23,916.2907,"(((-11977.728 - (powabs(log(x0), x4) - powabs(-7.979343, x4))) + (x1 * 5582.5576)) - powabs(38.74827, x1)) - (-2135.9023 - sqrtabs(x1))"
24,874.75085,"((((38.904743 / x0) + (-11973.842 - (powabs(log(x0), x4) - powabs(-7.9606676, x4)))) + (x1 * 5589.221)) - powabs(38.904743, x1)) - -2144.5562"
26,865.4122,"(-11973.842 - (powabs(log(x0), x4) - powabs(-7.9606676, x4))) + (((x1 * 5589.221) - ((powabs(38.904743, x1) + -2144.2341) - (38.904743 / x0))) + x4)"
28,762.4605,"(((-11973.842 - (powabs(log(x0), x4) - powabs(-7.9606676, x4))) + (x1 * 5589.221)) - powabs(38.904743, x1)) - ((powabs(37.96898, x1) / (x0 * -7.9606676)) + -2144.2341)"
30,747.8126,"(-11973.842 - (powabs(log(x0), x4) - powabs(-7.9606676, x4))) + (((x1 * 5589.221) - (powabs(38.904743, x1) + -2144.5562)) - (powabs(-2144.2341, x1) / ((x0 * -23947.684) + x4)))"
34,744.75665,"(-11973.842 - (powabs(log(x0), x4) - powabs(-7.9606676, x4))) + (((((x1 * 5589.221) - (powabs(38.904743, x1) + -2144.5562)) - (powabs(-2144.2341, x1) / ((x0 * -23947.684) + -2144.146))) + x4) - x4)"
36,707.70044,"(-11973.842 - (powabs(log(x0), x4) - powabs(-7.9606676, x4))) + ((((x1 * 5589.221) - (powabs(38.904743, x1) + -2144.2341)) - ((powabs(powabs(-7.9606676, x4) + -2144.2341, x1) + -11973.842) / (-511.73578 * x0))) + x1)"
38,704.8289,"(-11973.842 - (powabs(log(x0), x4) - powabs(-7.9606676, x4))) + ((((x1 * 5589.221) - (x4 + (powabs(38.904743, x1) + -2144.2341))) - ((powabs(powabs(-7.9606676, x4) + -2144.2341, x1) + -2144.2341) / (-511.73578 * x0))) + x4)"
42,700.2337,"(-11973.842 - (powabs(log(x0), x4) - powabs(-7.9606676, x4))) + ((((x1 * 5589.221) - (x4 + (powabs(38.904743, x1) + -2144.2341))) - ((powabs(powabs(-7.9606676, x4) + -2152.1948, x1) + -2144.2341) / (x0 * (powabs(38.904743, x1) + -2144.2341)))) + x4)"
46,699.16797,"(-11973.842 - (powabs(log(x0), x4) - powabs(-7.9606676, x4))) + ((((x1 * 5589.221) - (x4 + (powabs(38.904743, x1) + -2144.2341))) - ((powabs(powabs(-7.9606676, x4) + -2152.1948, x1) + -2144.2341) / ((((powabs(38.904743, x1) + x0) + x1) + -2144.2341) * x0))) + x4)"
48,698.19824,"((-11973.842 - (powabs(log(x0), x4) - powabs(-7.9606676, x4))) + (((x1 * 5589.221) - (x1 + ((x1 + powabs(38.904743, x1)) + -2144.2341))) - (powabs(-7.9606676 + (powabs(-7.9606676, x4) + -2144.2341), x1) / (((x4 + (x0 + powabs(38.904743, x1))) + -2144.2341) * x0)))) + x4"
50,696.9116,"((-11973.842 - (powabs(log(x0), x4) - powabs(-7.9606676, x4))) + (((x1 * 5589.221) - (x1 + ((x1 + powabs(38.904743, x1)) + -2144.2341))) - (powabs(-7.9606676 + (-7.9606676 + (powabs(-7.9606676, x4) + -2144.2341)), x1) / (((x4 + (x0 + powabs(38.904743, x1))) + -2144.2341) * x0)))) + x4"
