NeoGP.optimize!(rarindiv, buffers) = 65
NeoGP.extractparam(Float32, rarindiv) = Float32[0.83929104, -0.020135105, 0.38504496]
NeoGP.description_length_terms(rarindiv) = (-1274.7557f0, 14.4849415f0, 11.983779f0)
 RARMNRLikelihood{Float32} Float32[0.1, -0.5004616, 0.7451956]
-- NEO GP --
SEED=-1
MAX_LEN=40
POPSIZE=300
DEPTH=5
CROSSOVER_PROB=0.900000
PMUT_PER_NODE=0.050000
GENERATIONS=100
TSIZE=2
----------------------------------
gen,fevals,best_fitness,dl,nll,func_compl,param_compl,avg_len,avg_fitness,size,expression
1,58750,-954.1285,-954.1285,-999.0513,25.296831,19.625975,6.95,Inf,13,"(exp((abs(0.69417566) ^ ((abs(X1) ^ -0.36296624) / log(abs(1.6544315))))) + (-0.9173397 + X1)) RARMNRLikelihood{Float32} Float32[0.080886655, -0.5030697, 0.73890126]"
2,91355,-954.1288,-954.1288,-999.0515,25.296831,19.625942,6.3566666,Inf,13,"(exp((abs(0.69417566) ^ ((abs(X1) ^ -0.36296627) / log(abs(1.6544315))))) + (-0.9173397 + X1)) RARMNRLikelihood{Float32} Float32[0.08088665, -0.5030697, 0.73890126]"
3,128489,-954.1288,-954.1288,-999.0515,25.296831,19.625942,6.0833335,Inf,13,"(exp((abs(0.69417566) ^ ((abs(X1) ^ -0.36296627) / log(abs(1.6544315))))) + (-0.9173397 + X1)) RARMNRLikelihood{Float32} Float32[0.08088665, -0.5030697, 0.73890126]"
4,161178,-960.493,-960.493,-999.1821,21.501114,17.188055,6.3966665,Inf,12,"((X1 * sqrt(abs(-0.5310899))) + ((abs(X1) ^ (0.26898104 + 0.23203059)) * 0.9944974)) RARMNRLikelihood{Float32} Float32[0.080786765, -0.5024706, 0.74006736]"
5,197023,-963.66644,-963.66644,-999.2114,23.350922,12.19405,6.67,Inf,12,"((X1 * 0.27434725) - (sqrt(abs(X1)) - (log(abs(exp(0.0018305108))) - X1))) RARMNRLikelihood{Float32} Float32[0.08075472, -0.5024871, 0.74010426]"
6,229945,-969.8094,-969.8094,-998.9363,16.09438,13.032526,7.21,Inf,10,"((X1 * -0.7210598) - (sqrt(abs(X1)) - (X1 - X1))) RARMNRLikelihood{Float32} Float32[0.080904946, -0.50253063, 0.7404017]"
7,265680,-969.8094,-969.8094,-998.9363,16.09438,13.032526,7.56,Inf,10,"((X1 * -0.7210598) - (sqrt(abs(X1)) - (X1 - X1))) RARMNRLikelihood{Float32} Float32[0.080904946, -0.50253063, 0.7404017]"
8,308551,-969.8094,-969.8094,-998.9363,16.09438,13.032526,8.56,Inf,10,"((X1 * -0.7210598) - (sqrt(abs(X1)) - (X1 - X1))) RARMNRLikelihood{Float32} Float32[0.080904946, -0.50253063, 0.7404017]"
9,356053,-972.5035,-972.5035,-999.21094,12.875504,13.831978,8.606667,Inf,8,"((X1 * -0.7256527) - (sqrt(abs(X1)) - 0.0018304734)) RARMNRLikelihood{Float32} Float32[0.08075472, -0.5024872, 0.7401042]"
10,394355,-972.5037,-972.5037,-999.2112,12.875504,13.831965,9.526667,Inf,8,"((X1 * -0.7256527) - (sqrt(abs(X1)) - 0.0018304735)) RARMNRLikelihood{Float32} Float32[0.08075471, -0.5024872, 0.7401042]"
11,440127,-976.24713,-976.24713,-998.9363,9.656628,13.032526,10.506667,Inf,6,"(sqrt(abs(X1)) + (X1 * 0.7210598)) RARMNRLikelihood{Float32} Float32[0.080904946, -0.5025306, 0.7404017]"
12,491163,-976.24713,-976.24713,-998.9363,9.656628,13.032526,11.353333,Inf,6,"(sqrt(abs(X1)) + (X1 * 0.7210598)) RARMNRLikelihood{Float32} Float32[0.080904946, -0.5025306, 0.7404017]"
13,541035,-976.24713,-976.24713,-998.9363,9.656628,13.032526,11.573334,Inf,6,"(sqrt(abs(X1)) + (X1 * 0.7210598)) RARMNRLikelihood{Float32} Float32[0.080904946, -0.5025306, 0.7404017]"
14,586560,-976.24713,-976.24713,-998.9363,9.656628,13.032526,12.383333,Inf,6,"(sqrt(abs(X1)) + (X1 * 0.7210598)) RARMNRLikelihood{Float32} Float32[0.080904946, -0.5025306, 0.7404017]"
15,630522,-976.24713,-976.24713,-998.9363,9.656628,13.032526,11.94,Inf,6,"(sqrt(abs(X1)) + (X1 * 0.7210598)) RARMNRLikelihood{Float32} Float32[0.080904946, -0.5025306, 0.7404017]"
16,673092,-976.24713,-976.24713,-998.9363,9.656628,13.032526,12.376667,Inf,6,"(sqrt(abs(X1)) + (X1 * 0.7210598)) RARMNRLikelihood{Float32} Float32[0.080904946, -0.5025306, 0.7404017]"
17,723216,-976.24713,-976.24713,-998.9363,9.656628,13.032526,14.373333,Inf,6,"(sqrt(abs(X1)) + (X1 * 0.7210598)) RARMNRLikelihood{Float32} Float32[0.080904946, -0.5025306, 0.7404017]"
18,783846,-976.24713,-976.24713,-998.9363,9.656628,13.032526,14.986667,Inf,6,"(sqrt(abs(X1)) + (X1 * 0.7210598)) RARMNRLikelihood{Float32} Float32[0.080904946, -0.5025306, 0.7404017]"
19,843799,-976.24713,-976.24713,-998.9363,9.656628,13.032526,16.456667,Inf,6,"(sqrt(abs(X1)) + (X1 * 0.7210598)) RARMNRLikelihood{Float32} Float32[0.080904946, -0.5025306, 0.7404017]"
20,916147,-976.24713,-976.24713,-998.9363,9.656628,13.032526,16.21,Inf,6,"(sqrt(abs(X1)) + (X1 * 0.7210598)) RARMNRLikelihood{Float32} Float32[0.080904946, -0.5025306, 0.7404017]"
21,988591,-976.24713,-976.24713,-998.9363,9.656628,13.032526,17.193333,Inf,6,"(sqrt(abs(X1)) + (X1 * 0.7210598)) RARMNRLikelihood{Float32} Float32[0.080904946, -0.5025306, 0.7404017]"
22,1058764,-976.24713,-976.24713,-998.9363,9.656628,13.032526,17.296667,Inf,6,"(sqrt(abs(X1)) + (X1 * 0.7210598)) RARMNRLikelihood{Float32} Float32[0.080904946, -0.5025306, 0.7404017]"
23,1143578,-976.24713,-976.24713,-998.9363,9.656628,13.032526,18.533333,Inf,6,"(sqrt(abs(X1)) + (X1 * 0.7210598)) RARMNRLikelihood{Float32} Float32[0.080904946, -0.5025306, 0.7404017]"
24,1217878,-976.24713,-976.24713,-998.9363,9.656628,13.032526,18.146667,Inf,6,"(sqrt(abs(X1)) + (X1 * 0.7210598)) RARMNRLikelihood{Float32} Float32[0.080904946, -0.5025306, 0.7404017]"
25,1295578,-976.24713,-976.24713,-998.9363,9.656628,13.032526,17.873333,Inf,6,"(sqrt(abs(X1)) + (X1 * 0.7210598)) RARMNRLikelihood{Float32} Float32[0.080904946, -0.5025306, 0.7404017]"
26,1358764,-976.24713,-976.24713,-998.9363,9.656628,13.032526,18.09,Inf,6,"(sqrt(abs(X1)) + (X1 * 0.7210598)) RARMNRLikelihood{Float32} Float32[0.080904946, -0.5025306, 0.7404017]"
27,1420931,-976.24713,-976.24713,-998.9363,9.656628,13.032526,18.063334,Inf,6,"(sqrt(abs(X1)) + (X1 * 0.7210598)) RARMNRLikelihood{Float32} Float32[0.080904946, -0.5025306, 0.7404017]"
28,1486503,-976.24713,-976.24713,-998.9363,9.656628,13.032526,18.376667,Inf,6,"(sqrt(abs(X1)) + (X1 * 0.7210598)) RARMNRLikelihood{Float32} Float32[0.080904946, -0.5025306, 0.7404017]"
29,1550037,-976.24713,-976.24713,-998.9363,9.656628,13.032526,18.376667,Inf,6,"(sqrt(abs(X1)) + (X1 * 0.7210598)) RARMNRLikelihood{Float32} Float32[0.080904946, -0.5025306, 0.7404017]"
30,1610264,-976.24713,-976.24713,-998.9363,9.656628,13.032526,17.136667,Inf,6,"(sqrt(abs(X1)) + (X1 * 0.7210598)) RARMNRLikelihood{Float32} Float32[0.080904946, -0.5025306, 0.7404017]"
31,1672982,-976.24713,-976.24713,-998.9363,9.656628,13.032526,16.54,Inf,6,"(sqrt(abs(X1)) + (X1 * 0.7210598)) RARMNRLikelihood{Float32} Float32[0.080904946, -0.5025306, 0.7404017]"
32,1743899,-976.24713,-976.24713,-998.9363,9.656628,13.032526,18.25,Inf,6,"(sqrt(abs(X1)) + (X1 * 0.7210598)) RARMNRLikelihood{Float32} Float32[0.080904946, -0.5025306, 0.7404017]"
33,1816367,-976.24713,-976.24713,-998.9363,9.656628,13.032526,18.783333,Inf,6,"(sqrt(abs(X1)) + (X1 * 0.7210598)) RARMNRLikelihood{Float32} Float32[0.080904946, -0.5025306, 0.7404017]"
34,1886328,-976.24713,-976.24713,-998.9363,9.656628,13.032526,19.116667,Inf,6,"(sqrt(abs(X1)) + (X1 * 0.7210598)) RARMNRLikelihood{Float32} Float32[0.080904946, -0.5025306, 0.7404017]"
35,1961680,-976.24713,-976.24713,-998.9363,9.656628,13.032526,18.993334,Inf,6,"(sqrt(abs(X1)) + (X1 * 0.7210598)) RARMNRLikelihood{Float32} Float32[0.080904946, -0.5025306, 0.7404017]"
36,2034266,-976.24713,-976.24713,-998.9363,9.656628,13.032526,19.44,Inf,6,"(sqrt(abs(X1)) + (X1 * 0.7210598)) RARMNRLikelihood{Float32} Float32[0.080904946, -0.5025306, 0.7404017]"
37,2124744,-976.24713,-976.24713,-998.9363,9.656628,13.032526,19.86,Inf,6,"(sqrt(abs(X1)) + (X1 * 0.7210598)) RARMNRLikelihood{Float32} Float32[0.080904946, -0.5025306, 0.7404017]"
38,2199241,-976.24713,-976.24713,-998.9363,9.656628,13.032526,18.79,Inf,6,"(sqrt(abs(X1)) + (X1 * 0.7210598)) RARMNRLikelihood{Float32} Float32[0.080904946, -0.5025306, 0.7404017]"
39,2267251,-976.24713,-976.24713,-998.9363,9.656628,13.032526,17.583334,Inf,6,"(sqrt(abs(X1)) + (X1 * 0.7210598)) RARMNRLikelihood{Float32} Float32[0.080904946, -0.5025306, 0.7404017]"
40,2340934,-976.24713,-976.24713,-998.9363,9.656628,13.032526,17.183332,Inf,6,"(sqrt(abs(X1)) + (X1 * 0.7210598)) RARMNRLikelihood{Float32} Float32[0.080904946, -0.5025306, 0.7404017]"
41,2405231,-976.24713,-976.24713,-998.9363,9.656628,13.032526,16.9,Inf,6,"(sqrt(abs(X1)) + (X1 * 0.7210598)) RARMNRLikelihood{Float32} Float32[0.080904946, -0.5025306, 0.7404017]"
42,2468606,-976.24713,-976.24713,-998.9363,9.656628,13.032526,16.606667,Inf,6,"(sqrt(abs(X1)) + (X1 * 0.7210598)) RARMNRLikelihood{Float32} Float32[0.080904946, -0.5025306, 0.7404017]"
43,2544425,-976.24713,-976.24713,-998.9363,9.656628,13.032526,17.316668,Inf,6,"(sqrt(abs(X1)) + (X1 * 0.7210598)) RARMNRLikelihood{Float32} Float32[0.080904946, -0.5025306, 0.7404017]"
44,2615258,-976.24713,-976.24713,-998.9363,9.656628,13.032526,17.163334,Inf,6,"(sqrt(abs(X1)) + (X1 * 0.7210598)) RARMNRLikelihood{Float32} Float32[0.080904946, -0.5025306, 0.7404017]"
45,2692149,-976.24713,-976.24713,-998.9363,9.656628,13.032526,17.586666,Inf,6,"(sqrt(abs(X1)) + (X1 * 0.7210598)) RARMNRLikelihood{Float32} Float32[0.080904946, -0.5025306, 0.7404017]"
