NeoGP.optimize!(rarindiv, buffers) = 65
NeoGP.extractparam(Float32, rarindiv) = Float32[0.83929104, -0.020135105, 0.38504496]
NeoGP.description_length_terms(rarindiv) = (-1274.7557f0, 14.4849415f0, 11.983779f0)
 RARMNRLikelihood{Float32} Float32[0.1, -0.5004616, 0.7451956]
-- NEO GP --
SEED=-1
MAX_LEN=40
POPSIZE=300
DEPTH=5
CROSSOVER_PROB=0.900000
PMUT_PER_NODE=0.050000
GENERATIONS=100
TSIZE=2
----------------------------------
gen,fevals,best_fitness,dl,nll,func_compl,param_compl,avg_len,avg_fitness,size,expression
1,54100,-946.6188,-946.6188,-989.71045,29.11218,13.979479,6.4266667,Inf,14,"log(abs((0.011983452 - (((X1 * X1) * -2.2274735) - (exp(X1) + sqrt(abs(X1))))))) RARMNRLikelihood{Float32} Float32[0.08187362, -0.50146055, 0.74050677]"
2,86846,-946.6188,-946.6188,-989.71045,29.11218,13.979479,5.673333,Inf,14,"log(abs((0.011983452 - (((X1 * X1) * -2.2274735) - (exp(X1) + sqrt(abs(X1))))))) RARMNRLikelihood{Float32} Float32[0.08187362, -0.50146055, 0.74050677]"
3,123561,-946.6188,-946.6188,-989.71045,29.11218,13.979479,5.51,Inf,14,"log(abs((0.011983452 - (((X1 * X1) * -2.2274735) - (exp(X1) + sqrt(abs(X1))))))) RARMNRLikelihood{Float32} Float32[0.08187362, -0.50146055, 0.74050677]"
4,164984,-946.6188,-946.6188,-989.71045,29.11218,13.979479,6.46,Inf,14,"log(abs((0.011983452 - (((X1 * X1) * -2.2274735) - (exp(X1) + sqrt(abs(X1))))))) RARMNRLikelihood{Float32} Float32[0.08187362, -0.50146055, 0.74050677]"
5,197962,-946.6188,-946.6188,-989.71045,29.11218,13.979479,6.3333335,Inf,14,"log(abs((0.011983452 - (((X1 * X1) * -2.2274735) - (exp(X1) + sqrt(abs(X1))))))) RARMNRLikelihood{Float32} Float32[0.08187362, -0.50146055, 0.74050677]"
6,228164,-946.6188,-946.6188,-989.71045,29.11218,13.979479,6.266667,Inf,14,"log(abs((0.011983452 - (((X1 * X1) * -2.2274735) - (exp(X1) + sqrt(abs(X1))))))) RARMNRLikelihood{Float32} Float32[0.08187362, -0.50146055, 0.74050677]"
7,263827,-971.9512,-971.9512,-998.93604,14.334076,12.650734,7.1633334,Inf,8,"((log(abs(sqrt(abs(-4.229652)))) * X1) + sqrt(abs(X1))) RARMNRLikelihood{Float32} Float32[0.08090495, -0.50253063, 0.7404017]"
8,300776,-971.9514,-971.9514,-998.9363,14.334076,12.650736,7.48,Inf,8,"((log(abs(sqrt(abs(-4.229652)))) * X1) + sqrt(abs(X1))) RARMNRLikelihood{Float32} Float32[0.080904946, -0.50253063, 0.7404017]"
9,341247,-973.1208,-973.1208,-998.9365,12.542316,13.27344,8.993333,Inf,7,"(sqrt(abs(X1)) + (X1 * log(abs(-2.0566115)))) RARMNRLikelihood{Float32} Float32[0.080904946, -0.5025306, 0.7404017]"
10,390638,-976.1674,-976.1674,-998.93604,9.656628,13.111993,10.69,Inf,6,"(sqrt(abs(X1)) + (X1 / 1.3868474)) RARMNRLikelihood{Float32} Float32[0.08090495, -0.5025306, 0.7404017]"
