NeoGP.optimize!(rarindiv, buffers) = 65
NeoGP.extractparam(Float32, rarindiv) = Float32[0.83929104, -0.020135105, 0.38504496]
NeoGP.description_length_terms(rarindiv) = (-1274.7557f0, 14.4849415f0, 11.983779f0)
 RARMNRLikelihood{Float32} Float32[0.1, -0.5004616, 0.7451956]
-- NEO GP --
SEED=-1
MAX_LEN=40
POPSIZE=300
DEPTH=5
CROSSOVER_PROB=0.900000
PMUT_PER_NODE=0.050000
GENERATIONS=100
TSIZE=2
----------------------------------
gen,fevals,best_fitness,dl,nll,func_compl,param_compl,avg_len,avg_fitness,size,expression
1,54085,-923.5418,-923.5418,-967.2854,21.501114,22.242508,6.3433332,Inf,12,"(-1.0987089 - (((abs(-0.9865615) ^ -0.02586759) * exp((abs(X1) ^ 0.39824954))) * -1.0069795)) RARMNRLikelihood{Float32} Float32[0.08231676, -0.5024188, 0.73973674]"
2,86223,-962.9181,-962.9181,-999.1775,17.917595,18.341791,5.6266665,Inf,10,"(((abs(X1) ^ -0.49744448) + sqrt(abs((0.07459805 * 7.025529)))) * X1) RARMNRLikelihood{Float32} Float32[0.08077937, -0.50248235, 0.74009955]"
3,116417,-962.9181,-962.9181,-999.1775,17.917595,18.341791,5.056667,Inf,10,"(((abs(X1) ^ -0.49744448) + sqrt(abs((0.07459805 * 7.025529)))) * X1) RARMNRLikelihood{Float32} Float32[0.08077937, -0.50248235, 0.74009955]"
4,148173,-962.9181,-962.9181,-999.1775,17.917595,18.341791,5.16,Inf,10,"(((abs(X1) ^ -0.49744448) + sqrt(abs((0.07459805 * 7.025529)))) * X1) RARMNRLikelihood{Float32} Float32[0.08077937, -0.50248235, 0.74009955]"
5,180006,-963.99365,-963.99365,-999.1775,17.917595,17.266266,5.3933334,Inf,10,"(((abs(X1) ^ -0.49744448) + sqrt(abs((17.683783 * 0.029636808)))) * X1) RARMNRLikelihood{Float32} Float32[0.08077937, -0.50248235, 0.74009955]"
6,218181,-969.1591,-969.1591,-999.1775,14.334076,15.684257,5.576667,Inf,8,"(((abs(X1) ^ -0.49744448) + sqrt(abs(-0.5240909))) * X1) RARMNRLikelihood{Float32} Float32[0.08077937, -0.5024823, 0.74009955]"
7,257601,-969.1591,-969.1591,-999.1775,14.334076,15.684257,6.4066668,Inf,8,"(((abs(X1) ^ -0.49744448) + sqrt(abs(-0.5240909))) * X1) RARMNRLikelihood{Float32} Float32[0.08077937, -0.5024823, 0.74009955]"
8,299407,-969.1591,-969.1591,-999.1775,14.334076,15.684257,7.28,Inf,8,"(((abs(X1) ^ -0.49744448) + sqrt(abs(-0.5240909))) * X1) RARMNRLikelihood{Float32} Float32[0.08077937, -0.5024823, 0.74009955]"
9,338734,-971.9227,-971.9227,-999.1775,11.266066,15.9887295,7.7966666,Inf,7,"(((abs(X1) ^ -0.49744448) + 0.7239412) * X1) RARMNRLikelihood{Float32} Float32[0.08077937, -0.5024823, 0.74009955]"
10,388524,-971.9227,-971.9227,-999.1775,11.266066,15.9887295,8.453333,Inf,7,"(((abs(X1) ^ -0.49744448) + 0.7239412) * X1) RARMNRLikelihood{Float32} Float32[0.08077937, -0.5024823, 0.74009955]"
11,435990,-971.923,-971.923,-999.17773,11.266066,15.988729,9.443334,Inf,7,"(((abs(X1) ^ -0.49744448) + 0.7239412) * X1) RARMNRLikelihood{Float32} Float32[0.08077938, -0.50248235, 0.74009955]"
12,483818,-971.923,-971.923,-999.17773,11.266066,15.988729,9.966666,Inf,7,"(((abs(X1) ^ -0.49744448) + 0.7239412) * X1) RARMNRLikelihood{Float32} Float32[0.08077938, -0.50248235, 0.74009955]"
13,528955,-971.923,-971.923,-999.17773,11.266066,15.988729,10.803333,Inf,7,"(((abs(X1) ^ -0.49744448) + 0.7239412) * X1) RARMNRLikelihood{Float32} Float32[0.08077938, -0.50248235, 0.74009955]"
14,582062,-971.923,-971.923,-999.17773,11.266066,15.988729,11.326667,Inf,7,"(((abs(X1) ^ -0.49744448) + 0.7239412) * X1) RARMNRLikelihood{Float32} Float32[0.08077938, -0.50248235, 0.74009955]"
15,641275,-971.923,-971.923,-999.17773,11.266066,15.988729,12.44,Inf,7,"(((abs(X1) ^ -0.49744448) + 0.7239412) * X1) RARMNRLikelihood{Float32} Float32[0.08077938, -0.50248235, 0.74009955]"
16,708056,-971.923,-971.923,-999.17773,11.266066,15.988729,12.92,Inf,7,"(((abs(X1) ^ -0.49744448) + 0.7239412) * X1) RARMNRLikelihood{Float32} Float32[0.08077938, -0.50248235, 0.74009955]"
17,767979,-971.923,-971.923,-999.17773,11.266066,15.988729,14.78,Inf,7,"(((abs(X1) ^ -0.49744448) + 0.7239412) * X1) RARMNRLikelihood{Float32} Float32[0.08077938, -0.50248235, 0.74009955]"
18,844930,-971.923,-971.923,-999.17773,11.266066,15.988729,14.71,Inf,7,"(((abs(X1) ^ -0.49744448) + 0.7239412) * X1) RARMNRLikelihood{Float32} Float32[0.08077938, -0.50248235, 0.74009955]"
19,924556,-971.923,-971.923,-999.17773,11.266066,15.988729,16.713333,Inf,7,"(((abs(X1) ^ -0.49744448) + 0.7239412) * X1) RARMNRLikelihood{Float32} Float32[0.08077938, -0.50248235, 0.74009955]"
20,1002808,-971.923,-971.923,-999.17773,11.266066,15.988729,17.36,Inf,7,"(((abs(X1) ^ -0.49744448) + 0.7239412) * X1) RARMNRLikelihood{Float32} Float32[0.08077938, -0.50248235, 0.74009955]"
21,1082885,-971.923,-971.923,-999.17773,11.266066,15.988729,17.936666,Inf,7,"(((abs(X1) ^ -0.49744448) + 0.7239412) * X1) RARMNRLikelihood{Float32} Float32[0.08077938, -0.50248235, 0.74009955]"
22,1180459,-971.923,-971.923,-999.17773,11.266066,15.988729,17.07,Inf,7,"(((abs(X1) ^ -0.49744448) + 0.7239412) * X1) RARMNRLikelihood{Float32} Float32[0.08077938, -0.50248235, 0.74009955]"
23,1266795,-971.923,-971.923,-999.17773,11.266066,15.988729,17.466667,Inf,7,"(((abs(X1) ^ -0.49744448) + 0.7239412) * X1) RARMNRLikelihood{Float32} Float32[0.08077938, -0.50248235, 0.74009955]"
24,1357579,-971.923,-971.923,-999.17773,11.266066,15.988729,17.183332,Inf,7,"(((abs(X1) ^ -0.49744448) + 0.7239412) * X1) RARMNRLikelihood{Float32} Float32[0.08077938, -0.50248235, 0.74009955]"
25,1459988,-971.923,-971.923,-999.17773,11.266066,15.988729,17.723333,Inf,7,"(((abs(X1) ^ -0.49744448) + 0.7239412) * X1) RARMNRLikelihood{Float32} Float32[0.08077938, -0.50248235, 0.74009955]"
26,1549079,-971.923,-971.923,-999.17773,11.266066,15.988729,17.77,Inf,7,"(((abs(X1) ^ -0.49744448) + 0.7239412) * X1) RARMNRLikelihood{Float32} Float32[0.08077938, -0.50248235, 0.74009955]"
27,1643585,-971.923,-971.923,-999.17773,11.266066,15.988729,18.403334,Inf,7,"(((abs(X1) ^ -0.49744448) + 0.7239412) * X1) RARMNRLikelihood{Float32} Float32[0.08077938, -0.50248235, 0.74009955]"
28,1738564,-971.923,-971.923,-999.17773,11.266066,15.988729,18.193333,Inf,7,"(((abs(X1) ^ -0.49744448) + 0.7239412) * X1) RARMNRLikelihood{Float32} Float32[0.08077938, -0.50248235, 0.74009955]"
29,1824649,-971.923,-971.923,-999.17773,11.266066,15.988729,19.16,Inf,7,"(((abs(X1) ^ -0.49744448) + 0.7239412) * X1) RARMNRLikelihood{Float32} Float32[0.08077938, -0.50248235, 0.74009955]"
30,1921487,-971.923,-971.923,-999.17773,11.266066,15.988729,19.393333,Inf,7,"(((abs(X1) ^ -0.49744448) + 0.7239412) * X1) RARMNRLikelihood{Float32} Float32[0.08077938, -0.50248235, 0.74009955]"
31,2002668,-971.923,-971.923,-999.17773,11.266066,15.988729,18.73,Inf,7,"(((abs(X1) ^ -0.49744448) + 0.7239412) * X1) RARMNRLikelihood{Float32} Float32[0.08077938, -0.50248235, 0.74009955]"
32,2090583,-971.923,-971.923,-999.17773,11.266066,15.988729,18.643333,Inf,7,"(((abs(X1) ^ -0.49744448) + 0.7239412) * X1) RARMNRLikelihood{Float32} Float32[0.08077938, -0.50248235, 0.74009955]"
33,2171188,-971.923,-971.923,-999.17773,11.266066,15.988729,18.963333,Inf,7,"(((abs(X1) ^ -0.49744448) + 0.7239412) * X1) RARMNRLikelihood{Float32} Float32[0.08077938, -0.50248235, 0.74009955]"
34,2262760,-976.24713,-976.24713,-998.9363,9.656628,13.032526,18.553333,Inf,6,"((0.7210598 * X1) + sqrt(abs(X1))) RARMNRLikelihood{Float32} Float32[0.080904946, -0.50253063, 0.7404017]"
