NeoGP.optimize!(rarindiv, buffers) = 65
NeoGP.extractparam(Float32, rarindiv) = Float32[0.83929104, -0.020135105, 0.38504496]
NeoGP.description_length_terms(rarindiv) = (-1274.7557f0, 14.4849415f0, 11.983779f0)
 RARMNRLikelihood{Float32} Float32[0.1, -0.5004616, 0.7451956]
-- NEO GP --
SEED=-1
MAX_LEN=40
POPSIZE=300
DEPTH=5
CROSSOVER_PROB=0.900000
PMUT_PER_NODE=0.050000
GENERATIONS=100
TSIZE=2
----------------------------------
gen,fevals,best_fitness,dl,nll,func_compl,param_compl,avg_len,avg_fitness,size,expression
1,54391,-822.18976,-822.18976,-846.55493,11.090355,13.274834,6.886667,Inf,8,"sqrt(abs((X1 * (2.9878836 * sqrt(abs(sqrt(abs(X1)))))))) RARMNRLikelihood{Float32} Float32[0.08973403, -0.5016627, 0.74764645]"
2,94131,-958.79584,-958.79584,-999.2185,21.501114,18.921572,6.73,Inf,12,"((((0.9989176 * sqrt(abs(X1))) + X1) + (X1 * -0.27354056)) - 0.001637614) RARMNRLikelihood{Float32} Float32[0.08075707, -0.50248367, 0.74009323]"
3,125833,-958.79584,-958.79584,-999.2185,21.501114,18.921572,6.21,Inf,12,"((((0.9989176 * sqrt(abs(X1))) + X1) + (X1 * -0.27354056)) - 0.001637614) RARMNRLikelihood{Float32} Float32[0.08075707, -0.50248367, 0.74009323]"
4,167739,-958.79584,-958.79584,-999.2185,21.501114,18.921572,6.133333,Inf,12,"((((0.9989176 * sqrt(abs(X1))) + X1) + (X1 * -0.27354056)) - 0.001637614) RARMNRLikelihood{Float32} Float32[0.08075707, -0.50248367, 0.74009323]"
5,211930,-958.79584,-958.79584,-999.2185,21.501114,18.921572,7.25,Inf,12,"((((0.9989176 * sqrt(abs(X1))) + X1) + (X1 * -0.27354056)) - 0.001637614) RARMNRLikelihood{Float32} Float32[0.08075707, -0.50248367, 0.74009323]"
6,252953,-967.96497,-967.96497,-999.2107,17.917595,13.328123,8.086667,Inf,10,"((sqrt(abs(X1)) - 0.0018304663) + (X1 * (-0.7348653 + 1.460518))) RARMNRLikelihood{Float32} Float32[0.080754705, -0.5024872, 0.7401042]"
7,299295,-967.9657,-967.9657,-999.2114,17.917595,13.328108,8.946667,Inf,10,"((sqrt(abs(X1)) - 0.0018304712) + (X1 * (-0.7348653 + 1.460518))) RARMNRLikelihood{Float32} Float32[0.08075471, -0.5024872, 0.7401042]"
8,350029,-967.9657,-967.9657,-999.2114,17.917595,13.328108,9.833333,Inf,10,"((sqrt(abs(X1)) - 0.0018304712) + (X1 * (-0.7348653 + 1.460518))) RARMNRLikelihood{Float32} Float32[0.08075471, -0.5024872, 0.7401042]"
9,405754,-967.9657,-967.9657,-999.2114,17.917595,13.328108,10.49,Inf,10,"((sqrt(abs(X1)) - 0.0018304712) + (X1 * (-0.7348653 + 1.460518))) RARMNRLikelihood{Float32} Float32[0.08075471, -0.5024872, 0.7401042]"
10,459432,-967.9657,-967.9657,-999.2114,17.917595,13.328108,10.416667,Inf,10,"((sqrt(abs(X1)) - 0.0018304712) + (X1 * (-0.7348653 + 1.460518))) RARMNRLikelihood{Float32} Float32[0.08075471, -0.5024872, 0.7401042]"
