NeoGP.optimize!(rarindiv, buffers) = 65
NeoGP.extractparam(Float32, rarindiv) = Float32[0.83929104, -0.020135105, 0.38504496]
NeoGP.description_length_terms(rarindiv) = (-1274.7557f0, 14.4849415f0, 11.983779f0)
 RARMNRLikelihood{Float32} Float32[0.1, -0.5004616, 0.7451956]
-- NEO GP --
SEED=-1
MAX_LEN=40
POPSIZE=300
DEPTH=5
CROSSOVER_PROB=0.900000
PMUT_PER_NODE=0.050000
GENERATIONS=100
TSIZE=2
----------------------------------
gen,fevals,best_fitness,dl,nll,func_compl,param_compl,avg_len,avg_fitness,size,expression
1,58396,-932.42804,-932.42804,-964.124,16.125835,15.570113,6.3933334,Inf,9,"sqrt(abs((X1 * (1.38002 + (X1 * log(abs(3.664877))))))) RARMNRLikelihood{Float32} Float32[0.08379854, -0.50179386, 0.7388794]"
2,95670,-937.39343,-937.39343,-976.04517,17.917595,20.73412,5.57,Inf,10,"((-0.93922234 + sqrt(abs(((abs(X1) ^ 1.4990798) * 2.9447627)))) + 1.0099972) RARMNRLikelihood{Float32} Float32[0.08264663, -0.50268173, 0.74019355]"
3,129326,-951.6333,-951.6333,-979.7195,12.875504,15.210669,5.3766665,Inf,8,"((0.33550987 - sqrt(abs((abs(X1) ^ 0.39473498)))) - X1) RARMNRLikelihood{Float32} Float32[0.0816723, -0.50238293, 0.7395771]"
4,165284,-961.94385,-961.94385,-999.1821,19.4591,17.779175,5.3933334,Inf,10,"(((abs(X1) ^ 0.50101155) * 0.99449706) - (X1 / log(abs(-0.25354987)))) RARMNRLikelihood{Float32} Float32[0.080786794, -0.5024705, 0.7400674]"
5,198467,-961.94385,-961.94385,-999.1821,19.4591,17.779175,6.0133333,Inf,10,"(((abs(X1) ^ 0.50101155) * 0.99449706) - (X1 / log(abs(-0.25354987)))) RARMNRLikelihood{Float32} Float32[0.080786794, -0.5024705, 0.7400674]"
6,239562,-961.94385,-961.94385,-999.1821,19.4591,17.779175,7.0533333,Inf,10,"(((abs(X1) ^ 0.50101155) * 0.99449706) - (X1 / log(abs(-0.25354987)))) RARMNRLikelihood{Float32} Float32[0.080786794, -0.5024705, 0.7400674]"
7,282762,-961.94385,-961.94385,-999.1821,19.4591,17.779175,7.4933333,Inf,10,"(((abs(X1) ^ 0.50101155) * 0.99449706) - (X1 / log(abs(-0.25354987)))) RARMNRLikelihood{Float32} Float32[0.080786794, -0.5024705, 0.7400674]"
8,332576,-963.85626,-963.85626,-999.3169,19.4591,16.00154,7.7733335,Inf,10,"(((abs(X1) ^ 1.0104806) * -0.71912706) - (X1 / sqrt(abs(X1)))) RARMNRLikelihood{Float32} Float32[0.08081047, -0.5024279, 0.73995316]"
9,379268,-970.2006,-970.2006,-999.17773,14.334076,14.64298,8.256667,Inf,8,"(X1 * (0.7239412 + sqrt(abs((abs(X1) ^ -0.99488896))))) RARMNRLikelihood{Float32} Float32[0.08077938, -0.50248235, 0.74009955]"
10,427324,-970.2006,-970.2006,-999.17773,14.334076,14.64298,8.613334,Inf,8,"(X1 * (0.7239412 + sqrt(abs((abs(X1) ^ -0.99488896))))) RARMNRLikelihood{Float32} Float32[0.08077938, -0.50248235, 0.74009955]"
11,482830,-970.2006,-970.2006,-999.17773,14.334076,14.64298,9.303333,Inf,8,"(X1 * (0.7239412 + sqrt(abs((abs(X1) ^ -0.99488896))))) RARMNRLikelihood{Float32} Float32[0.08077938, -0.50248235, 0.74009955]"
12,544503,-970.2006,-970.2006,-999.17773,14.334076,14.64298,10.31,Inf,8,"(X1 * (0.7239412 + sqrt(abs((abs(X1) ^ -0.99488896))))) RARMNRLikelihood{Float32} Float32[0.08077938, -0.50248235, 0.74009955]"
13,598408,-970.2006,-970.2006,-999.17773,14.334076,14.64298,11.17,Inf,8,"(X1 * (0.7239412 + sqrt(abs((abs(X1) ^ -0.99488896))))) RARMNRLikelihood{Float32} Float32[0.08077938, -0.50248235, 0.74009955]"
14,661128,-970.2006,-970.2006,-999.17773,14.334076,14.64298,11.9366665,Inf,8,"(X1 * (0.7239412 + sqrt(abs((abs(X1) ^ -0.99488896))))) RARMNRLikelihood{Float32} Float32[0.08077938, -0.50248235, 0.74009955]"
