gen,nll_train_median,nll_train_p5,nll_train_p10,nll_train_p90,nll_train_p95,dl_median,dl_p5,dl_p10,dl_p90,dl_p95,func_compl_median,func_compl_p5,func_compl_p10,func_compl_p90,func_compl_p95,param_compl_median,param_compl_p5,param_compl_p10,param_compl_p90,param_compl_p95,size_median,size_p5,size_p10,size_p90,size_p95,avg_len_median,avg_len_p5,avg_len_p10,avg_len_p90,avg_len_p95
81,-998.9363,-1013.26636,-998.94214,-998.9363,-998.9363,-976.24713,-980.29364,-976.4617,-976.24713,-976.24713,9.656628,9.656628,9.656628,12.875504,21.405012,13.032526,9.599684,13.032093,13.033859,17.320852,6,6,6,8,11,19.196667,16.33,17.07,21.633333,22.26
82,-998.9363,-1013.26636,-998.94214,-998.9363,-998.9363,-976.24713,-980.29364,-976.4617,-976.24713,-976.24713,9.656628,9.656628,9.656628,12.875504,21.405012,13.032526,9.599684,13.032093,13.033859,17.382416,6,6,6,8,11,19.306667,16.573334,16.92,21.04,21.973333
83,-998.9363,-1013.26636,-998.9436,-998.9363,-998.9363,-976.24713,-980.29364,-976.463,-976.24713,-976.24713,9.656628,9.656628,9.656628,12.875504,21.405012,13.032526,9.599684,13.032093,13.111995,17.583202,6,6,6,8,11,19.3,16.776667,17.213333,21.15,21.54
84,-998.9363,-1024.8486,-1011.9939,-998.9363,-998.9363,-976.24713,-980.32385,-976.4864,-976.24713,-976.24713,9.656628,9.656628,9.656628,14.334076,30.459911,13.032526,9.599684,13.032093,13.293438,17.583202,6,6,6,8,17,19.34,16.716667,17.25,21.376667,21.933332
85,-998.9363,-1024.8486,-1011.9939,-998.9363,-998.9363,-976.24713,-983.3107,-976.4864,-976.24713,-976.24713,9.656628,9.656628,9.656628,14.334076,30.459911,13.032526,9.599684,13.031862,13.111995,17.49231,6,6,6,8,17,19.206667,16.466667,16.836666,21.126667,21.87
86,-998.9363,-1024.8486,-1011.9939,-998.9363,-998.9363,-976.24713,-983.3107,-976.4864,-976.24713,-976.24713,9.656628,9.656628,9.656628,14.334076,30.459911,13.032526,9.599684,13.031862,13.111995,17.49231,6,6,6,8,15,19.236666,16.073334,16.743334,20.983334,22.223333
87,-998.9363,-1024.8486,-1011.9939,-998.9363,-998.9363,-976.24713,-983.3107,-976.4864,-976.24713,-976.24713,9.656628,9.656628,9.656628,14.334076,30.459911,13.032526,9.599684,13.031862,13.111995,17.49231,6,6,6,8,15,19.26,16.243334,16.976667,21.133333,21.83
88,-998.9363,-1024.8486,-1011.9939,-998.9363,-998.9363,-976.24713,-983.3107,-976.4864,-976.24713,-976.24713,9.656628,9.656628,9.656628,14.334076,30.459911,13.032526,9.599684,13.031862,13.111995,17.49231,6,6,6,8,15,19.056667,16.696667,17.093334,21.333334,22.49
89,-998.9363,-1024.8486,-1011.9939,-998.9363,-998.9363,-976.24713,-983.31104,-976.4864,-976.24713,-976.24713,9.656628,9.656628,9.656628,14.334076,30.459911,13.032526,9.599684,13.031862,13.111995,17.492275,6,6,6,8,15,19.023333,16.8,17.21,21.67,21.98
90,-998.9363,-1024.8486,-1011.9939,-998.9363,-998.9363,-976.24713,-983.31104,-976.4864,-976.24713,-976.24713,9.656628,9.656628,9.656628,14.334076,30.459911,13.032526,9.599684,13.031862,13.111995,17.492275,6,6,6,8,15,19.003334,16.736666,17.103333,21.466667,21.68
91,-998.9363,-1024.8486,-1011.9939,-998.9363,-998.9363,-976.24713,-983.31104,-976.4864,-976.24713,-976.24713,9.656628,9.656628,9.656628,14.334076,30.459911,13.032526,9.599684,13.031862,13.111995,17.492275,6,6,6,8,15,18.963333,16.86,17.103333,21.126667,21.77
92,-998.9363,-1024.8486,-1011.9939,-998.9363,-998.9363,-976.24713,-983.31104,-976.4864,-976.24713,-976.24713,9.656628,9.656628,9.656628,14.334076,30.459911,13.032526,9.599684,13.031862,13.111995,17.492275,6,6,6,8,15,19.0,16.51,16.886667,21.126667,21.436666
93,-998.9365,-1024.8486,-1011.9939,-998.9363,-998.9363,-976.2474,-983.31104,-976.4864,-976.24713,-976.24713,9.656628,9.656628,9.656628,14.334076,30.459911,13.032526,9.599684,13.031862,13.111995,17.492275,6,6,6,8,15,18.976667,16.63,17.11,21.163334,21.466667
94,-998.9365,-1024.8486,-1011.9939,-998.9363,-998.9363,-976.2476,-983.38324,-976.4864,-976.24713,-976.24713,9.656628,9.656628,9.656628,14.334076,31.191624,13.032526,9.599684,13.031862,13.111995,17.583202,6,6,6,8,15,18.85,16.58,16.84,21.006666,21.406666
95,-998.9365,-1024.8486,-1011.9939,-998.9363,-998.9363,-976.2476,-983.38403,-976.4864,-976.24713,-976.24713,9.656628,9.656628,9.656628,14.334076,31.191624,13.032526,9.599684,13.031862,13.111995,17.583202,6,6,6,8,15,18.813334,16.133333,17.02,20.956667,21.796667
96,-998.9365,-1024.8486,-1011.9939,-998.9363,-998.9363,-976.2476,-983.38403,-976.4864,-976.24713,-976.24713,9.656628,9.656628,9.656628,14.334076,31.191624,13.032526,9.599684,13.031862,13.111995,17.583202,6,6,6,8,15,19.026667,16.59,17.143333,20.673334,21.92
97,-998.9365,-1024.8486,-1011.9939,-998.9363,-998.9363,-976.2476,-983.38403,-976.4864,-976.24713,-976.24713,9.656628,9.656628,9.656628,14.334076,31.191624,13.032526,9.599684,13.031862,13.111995,17.583202,6,6,6,8,15,18.95,16.606667,17.39,21.29,21.966667
98,-998.9365,-1024.8486,-1011.9939,-998.9363,-998.9363,-976.2476,-983.38403,-976.4864,-976.24713,-976.24713,9.656628,9.656628,9.656628,14.334076,31.191624,13.032526,9.599684,13.031862,13.111995,17.583202,6,6,6,8,15,18.733334,16.79,17.26,20.973333,22.273333
99,-998.9365,-1024.8486,-1011.9939,-998.9363,-998.9363,-976.2476,-983.38403,-976.4864,-976.24713,-976.24713,9.656628,9.656628,9.656628,14.334076,31.191624,13.032526,9.599684,13.031862,13.111995,17.583202,6,6,6,8,15,18.983334,16.5,17.126667,20.94,21.51
100,-998.9365,-1024.8486,-1012.2107,-998.9363,-998.9363,-976.2476,-983.38403,-976.9153,-976.24713,-976.24713,9.656628,9.656628,9.656628,17.513191,31.191624,13.032526,9.599684,13.031862,13.293438,17.78224,6,6,6,9,15,18.973333,16.643333,17.273333,21.076666,21.9
