NeoGP.optimize!(rarindiv, buffers) = 65
NeoGP.extractparam(Float32, rarindiv) = Float32[0.83929104, -0.020135105, 0.38504496]
NeoGP.description_length_terms(rarindiv) = (-1274.7557f0, 14.4849415f0, 11.983779f0)
 RARMNRLikelihood{Float32} Float32[0.1, -0.5004616, 0.7451956]
-- NEO GP --
SEED=-1
MAX_LEN=40
POPSIZE=300
DEPTH=5
CROSSOVER_PROB=0.900000
PMUT_PER_NODE=0.050000
GENERATIONS=100
TSIZE=2
----------------------------------
gen,fevals,best_fitness,dl,nll,func_compl,param_compl,avg_len,avg_fitness,size,expression
1,56409,-808.6271,-808.6271,-822.7429,4.394449,9.721354,6.4533334,Inf,4,"(X1 + sqrt(abs(X1))) RARMNRLikelihood{Float32} Float32[0.09234728, -0.51458424, 0.7324304]"
2,86791,-881.83203,-881.83203,-906.4912,6.931472,17.727692,5.4466667,Inf,5,"(abs((-0.4061314 / X1)) ^ -0.6667611) RARMNRLikelihood{Float32} Float32[0.08588863, -0.5034648, 0.7419888]"
3,115825,-885.76306,-885.76306,-906.4912,6.931472,13.796705,5.06,Inf,5,"((abs(X1) ^ 0.6667611) / 0.5483705) RARMNRLikelihood{Float32} Float32[0.08588863, -0.5034648, 0.7419887]"
4,156104,-935.6164,-935.6164,-967.5525,11.266066,20.670015,5.306667,Inf,7,"(abs((-0.4531177 / (0.017556451 + X1))) ^ -0.72832286) RARMNRLikelihood{Float32} Float32[0.083284386, -0.50280297, 0.74020594]"
5,189990,-948.24634,-948.24634,-977.7456,16.125835,13.373413,5.53,Inf,9,"(((abs(X1) ^ sqrt(abs(-0.17586057))) * sqrt(abs(0.5398878))) + X1) RARMNRLikelihood{Float32} Float32[0.08219296, -0.503663, 0.7365681]"
6,224025,-953.6079,-953.6079,-984.3782,14.334076,16.436153,5.713333,Inf,8,"(X1 + exp((0.56826866 - (abs(X1) ^ -0.24879342)))) RARMNRLikelihood{Float32} Float32[0.08152573, -0.5018476, 0.74040264]"
7,259786,-965.0951,-965.0951,-998.93384,12.476649,21.362118,6.09,Inf,9,"(abs((-2.2058659 * X1)) ^ (abs((-8.767249e-5 * X1)) ^ 0.039349463)) RARMNRLikelihood{Float32} Float32[0.080936104, -0.50247866, 0.7399145]"
8,294582,-965.8438,-965.8438,-999.1775,14.4849415,18.848736,6.2933335,Inf,9,"((abs((abs(X1) ^ -0.9055439)) ^ -0.5549764) + (X1 * 0.7239412)) RARMNRLikelihood{Float32} Float32[0.080779366, -0.50248235, 0.74009955]"
9,329963,-965.8438,-965.8438,-999.1775,14.4849415,18.848736,6.7166667,Inf,9,"((abs((abs(X1) ^ -0.9055439)) ^ -0.5549764) + (X1 * 0.7239412)) RARMNRLikelihood{Float32} Float32[0.080779366, -0.50248235, 0.74009955]"
10,369412,-966.5294,-966.5294,-992.1233,12.542316,13.051544,7.1066666,Inf,7,"(X1 + sin(sqrt(abs((X1 / 1.1910157))))) RARMNRLikelihood{Float32} Float32[0.08096826, -0.5041738, 0.73868483]"
11,410307,-976.16766,-976.16766,-998.9363,9.656628,13.111993,7.116667,Inf,6,"((X1 / 1.3868475) + sqrt(abs(X1))) RARMNRLikelihood{Float32} Float32[0.080904946, -0.50253063, 0.7404017]"
12,448942,-976.16766,-976.16766,-998.9363,9.656628,13.111993,7.3966665,Inf,6,"((X1 / 1.3868475) + sqrt(abs(X1))) RARMNRLikelihood{Float32} Float32[0.080904946, -0.50253063, 0.7404017]"
13,487791,-976.16766,-976.16766,-998.9363,9.656628,13.111993,7.4966664,Inf,6,"((X1 / 1.3868475) + sqrt(abs(X1))) RARMNRLikelihood{Float32} Float32[0.080904946, -0.50253063, 0.7404017]"
14,534627,-976.16766,-976.16766,-998.9363,9.656628,13.111993,8.01,Inf,6,"((X1 / 1.3868475) + sqrt(abs(X1))) RARMNRLikelihood{Float32} Float32[0.080904946, -0.50253063, 0.7404017]"
15,581308,-976.16766,-976.16766,-998.9363,9.656628,13.111993,8.803333,Inf,6,"((X1 / 1.3868475) + sqrt(abs(X1))) RARMNRLikelihood{Float32} Float32[0.080904946, -0.50253063, 0.7404017]"
16,633152,-976.16766,-976.16766,-998.9363,9.656628,13.111993,9.786667,Inf,6,"((X1 / 1.3868475) + sqrt(abs(X1))) RARMNRLikelihood{Float32} Float32[0.080904946, -0.50253063, 0.7404017]"
17,682325,-976.16766,-976.16766,-998.9363,9.656628,13.111993,10.373333,Inf,6,"((X1 / 1.3868475) + sqrt(abs(X1))) RARMNRLikelihood{Float32} Float32[0.080904946, -0.50253063, 0.7404017]"
18,738212,-976.16766,-976.16766,-998.9363,9.656628,13.111993,11.056666,Inf,6,"((X1 / 1.3868475) + sqrt(abs(X1))) RARMNRLikelihood{Float32} Float32[0.080904946, -0.50253063, 0.7404017]"
19,796523,-976.16766,-976.16766,-998.9363,9.656628,13.111993,11.783334,Inf,6,"((X1 / 1.3868475) + sqrt(abs(X1))) RARMNRLikelihood{Float32} Float32[0.080904946, -0.50253063, 0.7404017]"
20,849784,-976.16766,-976.16766,-998.9363,9.656628,13.111993,12.08,Inf,6,"((X1 / 1.3868475) + sqrt(abs(X1))) RARMNRLikelihood{Float32} Float32[0.080904946, -0.50253063, 0.7404017]"
21,913987,-976.16766,-976.16766,-998.9363,9.656628,13.111993,12.756667,Inf,6,"((X1 / 1.3868475) + sqrt(abs(X1))) RARMNRLikelihood{Float32} Float32[0.080904946, -0.50253063, 0.7404017]"
22,967703,-976.16766,-976.16766,-998.9363,9.656628,13.111993,12.7,Inf,6,"((X1 / 1.3868475) + sqrt(abs(X1))) RARMNRLikelihood{Float32} Float32[0.080904946, -0.50253063, 0.7404017]"
23,1033337,-976.24713,-976.24713,-998.9363,9.656628,13.032526,13.49,Inf,6,"(sqrt(abs(X1)) + (X1 * 0.7210598)) RARMNRLikelihood{Float32} Float32[0.080904946, -0.50253063, 0.7404017]"
24,1096283,-976.24713,-976.24713,-998.9363,9.656628,13.032526,14.33,Inf,6,"(sqrt(abs(X1)) + (X1 * 0.7210598)) RARMNRLikelihood{Float32} Float32[0.080904946, -0.50253063, 0.7404017]"
25,1163703,-976.24713,-976.24713,-998.9363,9.656628,13.032526,14.53,Inf,6,"(sqrt(abs(X1)) + (X1 * 0.7210598)) RARMNRLikelihood{Float32} Float32[0.080904946, -0.50253063, 0.7404017]"
26,1233871,-976.24713,-976.24713,-998.9363,9.656628,13.032526,14.776667,Inf,6,"(sqrt(abs(X1)) + (X1 * 0.7210598)) RARMNRLikelihood{Float32} Float32[0.080904946, -0.50253063, 0.7404017]"
27,1310420,-976.24713,-976.24713,-998.9363,9.656628,13.032526,14.943334,Inf,6,"(sqrt(abs(X1)) + (X1 * 0.7210598)) RARMNRLikelihood{Float32} Float32[0.080904946, -0.50253063, 0.7404017]"
28,1376834,-976.24713,-976.24713,-998.9363,9.656628,13.032526,15.21,Inf,6,"(sqrt(abs(X1)) + (X1 * 0.7210598)) RARMNRLikelihood{Float32} Float32[0.080904946, -0.50253063, 0.7404017]"
