NeoGP.optimize!(rarindiv, buffers) = 65
NeoGP.extractparam(Float32, rarindiv) = Float32[0.83929104, -0.020135105, 0.38504496]
NeoGP.description_length_terms(rarindiv) = (-1274.7557f0, 14.4849415f0, 11.983779f0)
 RARMNRLikelihood{Float32} Float32[0.1, -0.5004616, 0.7451956]
-- NEO GP --
SEED=-1
MAX_LEN=40
POPSIZE=300
DEPTH=5
CROSSOVER_PROB=0.900000
PMUT_PER_NODE=0.050000
GENERATIONS=100
TSIZE=2
----------------------------------
gen,fevals,best_fitness,dl,nll,func_compl,param_compl,avg_len,avg_fitness,size,expression
1,55106,-931.89795,-931.89795,-967.5525,14.334076,21.320404,6.06,Inf,8,"(abs((log(abs(-1.0395063)) - (X1 / -0.4531177))) ^ 0.72832286) RARMNRLikelihood{Float32} Float32[0.08328438, -0.5028029, 0.74020594]"
2,90228,-931.89795,-931.89795,-967.5525,14.334076,21.320404,5.88,Inf,8,"(abs((log(abs(-1.0395063)) - (X1 / -0.4531177))) ^ 0.72832286) RARMNRLikelihood{Float32} Float32[0.08328438, -0.5028029, 0.74020594]"
3,122321,-931.89795,-931.89795,-967.5525,14.334076,21.320404,5.4,Inf,8,"(abs((log(abs(-1.0395063)) - (X1 / -0.4531177))) ^ 0.72832286) RARMNRLikelihood{Float32} Float32[0.08328438, -0.5028029, 0.74020594]"
4,160502,-931.89795,-931.89795,-967.5525,14.334076,21.320404,5.6233335,Inf,8,"(abs((log(abs(-1.0395063)) - (X1 / -0.4531177))) ^ 0.72832286) RARMNRLikelihood{Float32} Float32[0.08328438, -0.5028029, 0.74020594]"
5,201919,-931.89795,-931.89795,-967.5525,14.334076,21.320404,6.51,Inf,8,"(abs((log(abs(-1.0395063)) - (X1 / -0.4531177))) ^ 0.72832286) RARMNRLikelihood{Float32} Float32[0.08328438, -0.5028029, 0.74020594]"
6,239716,-958.9303,-958.9303,-999.812,19.709354,21.172333,6.286667,Inf,11,"(abs(1.8030095) ^ log(abs(((abs(1.9679612) ^ log(abs((X1 - -2.7678735)))) * X1)))) RARMNRLikelihood{Float32} Float32[0.080618426, -0.5025277, 0.7400369]"
7,279941,-958.9303,-958.9303,-999.812,19.709354,21.172333,7.423333,Inf,11,"(abs(1.8030095) ^ log(abs(((abs(1.9679612) ^ log(abs((X1 - -2.7678735)))) * X1)))) RARMNRLikelihood{Float32} Float32[0.080618426, -0.5025277, 0.7400369]"
8,326685,-958.9303,-958.9303,-999.812,19.709354,21.172333,7.7,Inf,11,"(abs(1.8030095) ^ log(abs(((abs(1.9679612) ^ log(abs((X1 - -2.7678735)))) * X1)))) RARMNRLikelihood{Float32} Float32[0.080618426, -0.5025277, 0.7400369]"
9,375895,-958.9303,-958.9303,-999.812,19.709354,21.172333,8.706667,Inf,11,"(abs(1.8030095) ^ log(abs(((abs(1.9679612) ^ log(abs((X1 - -2.7678735)))) * X1)))) RARMNRLikelihood{Float32} Float32[0.080618426, -0.5025277, 0.7400369]"
10,420612,-958.9303,-958.9303,-999.812,19.709354,21.172333,9.026667,Inf,11,"(abs(1.8030095) ^ log(abs(((abs(1.9679612) ^ log(abs((X1 - -2.7678735)))) * X1)))) RARMNRLikelihood{Float32} Float32[0.080618426, -0.5025277, 0.7400369]"
11,469169,-958.93036,-958.93036,-999.812,19.709354,21.17231,10.48,Inf,11,"(abs(-1.8030093) ^ log(abs(((abs(1.9679615) ^ log(abs((X1 - -2.767872)))) * X1)))) RARMNRLikelihood{Float32} Float32[0.08061844, -0.50252795, 0.74003696]"
12,522596,-970.6463,-970.6463,-999.2107,12.875504,15.688902,11.78,Inf,8,"((X1 / 1.3780696) + (-0.0018304737 + sqrt(abs(X1)))) RARMNRLikelihood{Float32} Float32[0.080754705, -0.5024872, 0.74010426]"
13,582100,-970.6463,-970.6463,-999.2107,12.875504,15.688902,11.87,Inf,8,"((X1 / 1.3780696) + (-0.0018304737 + sqrt(abs(X1)))) RARMNRLikelihood{Float32} Float32[0.080754705, -0.5024872, 0.74010426]"
