id,Expression,theta,size,MSE_train,MSE_test,R2_train,R2_test
0,((((((x2 * t0) - ((x2 * x0) + x3)) * Sin((((x1 * t1) + x3) + t2))) / (Exp((Exp(x4) - x2)) / Exp(x2))) + (((t3 / x3) + (t4 * x2)) + (t5 + x3))) - Sqrt(Abs(Log((Abs((Sqrt(Abs(x0)) - t6)) ^ (t7 * x3)))))),0.3697387142810104;-0.7285233562655911;0.6740279560774102;-7.643449634782355e-3;0.39774800117917214;0.45335578514504293;-0.5533077552888445;1.9773143242029787,50,5.770420411032304e-2,0.5170730525792627,0.958355727155875,0.1818691498497471
