id,Expression,theta,size,MSE_train,MSE_test,R2_train,R2_test
0,Sqrt(Abs((((x2 * Exp((Log((x3 * Exp(t0))) + Sin((Abs(Sin((x1 - t1))) ^ Sin(Sin(((Exp((Exp((Abs(t2) ^ x0)) - t3)) * Sin((x4 - t4))) * Sqrt(Abs(x4)))))))))) * Sin((Abs((t5 - x3)) ^ t6))) + (Abs((x3 * t7)) ^ (t8 + x2))))),-0.678841579875041;0.7985438544688864;-0.17564200541352773;5.557986773627283e-2;0.10690118869145776;2.5760504496417287;-0.4084642919822666;0.22250013896153445;1.206160508327459,48,4.6328269233171654e-2,0.3969966697359308,0.9330570917854117,0.7930371648576198
