id,Expression,theta,size,MSE_train,MSE_test,R2_train,R2_test
0,((Abs(Exp((x3 * t0))) ^ (Sqrt(Abs(((Abs((Abs((t1 + Sin(x0))) ^ Log(x4))) ^ Log(x4)) * Sin((Abs((Sin(x0) / x1)) ^ x1))))) + t2)) + ((t3 * (x2 + t4)) - (t5 - (Exp(Sqrt(Abs(Sqrt(Abs((((x1 - t6) / Exp(t7)) - t8)))))) / Exp(t9))))),0.2731481243301187;-0.38043079423787546;1.0830880060719155;0.39622788722740837;0.7206826533385657;1.8432624289155932;0.846413021775409;-0.7235340009501511;-0.7488996948764389;1.8003069924175834,49,5.614011204039188e-2,0.48337777116504416,0.9594845093289904,0.23518298837209173
