Id,Expression,max_features,max_samples,MSE_train,OOB_score,MSE_test,R2_train,R2_test
maxfeatsqrt_maxsampl0.1,X,sqrt,0.1,0.030911003859622973,0.6676135210700821,0.08908327512057412,0.7276282433021377,0.3638291658639745
maxfeatsqrt_maxsampl0.2,X,sqrt,0.2,0.019042111568022407,0.7487841276798906,0.07796500676503615,0.8322107750827925,0.4432281107761066
maxfeatsqrt_maxsampl0.3,X,sqrt,0.3,0.0139539686888663,0.7762193843747395,0.07507809071912047,0.8770448549017186,0.4638444586430328
maxfeatsqrt_maxsampl0.4,X,sqrt,0.4,0.010094819722638471,0.7999026066037815,0.06761913794410071,0.9110496768759161,0.5171111150635894
maxfeatsqrt_maxsampl0.5,X,sqrt,0.5,0.007946557323814302,0.8102106439776301,0.06696984428149802,0.9299790525142148,0.5217479191143848
maxfeatsqrt_maxsampl0.6,X,sqrt,0.6,0.0062204298128269485,0.8173552437550258,0.06825523580250079,0.9451887941514399,0.5125685462747478
maxfeatsqrt_maxsampl0.7,X,sqrt,0.7,0.005031659901845265,0.823669012880489,0.06364124406047267,0.9556636189236818,0.5455184683701114
maxfeatlog2_maxsampl0.1,X,log2,0.1,0.03173969727689441,0.6589395856063542,0.08748359233110964,0.7203262261029807,0.3752529884967778
maxfeatlog2_maxsampl0.2,X,log2,0.2,0.020270555532359905,0.7349590687483954,0.07589429030509252,0.8213863631002186,0.45801572849445527
maxfeatlog2_maxsampl0.3,X,log2,0.3,0.014145810090914082,0.7734485850542888,0.07011567723764434,0.8753544478246651,0.49928256663317583
maxfeatlog2_maxsampl0.4,X,log2,0.4,0.010846819010475302,0.7873877711270568,0.0694332793980502,0.9044234486241961,0.5041557777071922
maxfeatlog2_maxsampl0.5,X,log2,0.5,0.008028431385338899,0.8056620076902383,0.06658986508576843,0.929257620687972,0.524461466428114
maxfeatlog2_maxsampl0.6,X,log2,0.6,0.006422807117102641,0.810716982517714,0.06543490353224718,0.9434055501606696,0.5327093990945339
maxfeatlog2_maxsampl0.7,X,log2,0.7,0.005134596332675079,0.8145561863570239,0.06135673805430916,0.9547565964076661,0.5618328224344709
maxfeat0.1_maxsampl0.1,X,0.1,0.1,0.032671383463634136,0.6487829732174895,0.08719712050547569,0.7121166899609045,0.37729877116499866
maxfeat0.1_maxsampl0.2,X,0.1,0.2,0.02040843600986205,0.7334870875091812,0.07707832853071535,0.8201714317430182,0.4495601504454456
maxfeat0.1_maxsampl0.3,X,0.1,0.3,0.014588296687842391,0.76653938823175,0.0730996331297121,0.8714554851035594,0.4779732276319717
maxfeat0.1_maxsampl0.4,X,0.1,0.4,0.010641337050554091,0.786823087799425,0.0661612187244049,0.9062340492325629,0.5275225608129904
maxfeat0.1_maxsampl0.5,X,0.1,0.5,0.00844448227533047,0.7964705946591728,0.06723144757418532,0.9255915957249091,0.51987973022375
maxfeat0.1_maxsampl0.6,X,0.1,0.6,0.006358764260067462,0.8115867043647922,0.0635844105544443,0.9439698626480233,0.5459243337683919
maxfeat0.1_maxsampl0.7,X,0.1,0.7,0.005099210088826997,0.8184084747679548,0.06208988734786424,0.9550684016613424,0.5565971797507474
maxfeat0.2_maxsampl0.1,X,0.2,0.1,0.029459830921130654,0.6817709832758447,0.08821549481499681,0.7404152276499949,0.3700262496611152
maxfeat0.2_maxsampl0.2,X,0.2,0.2,0.018946100858402162,0.7511998745831758,0.08007034089446713,0.8330567717304533,0.4281932777230746
maxfeat0.2_maxsampl0.3,X,0.2,0.3,0.013605936993805811,0.783394383064037,0.07483157781151499,0.8801115299472995,0.46560488249189125
maxfeat0.2_maxsampl0.4,X,0.2,0.4,0.010274672775712989,0.8000245478911042,0.07437093821085007,0.9094649049210535,0.46889445035515687
