-- NEO GP (NSGA2)--
SEED=-1
MAX_LEN=50
POPSIZE=500
TOURNAMENT_SIZE=2
INITIAL_DEPTH=5
CROSSOVER_PROB=0.900000
PMUT_PER_NODE=0.050000
----------------------------------
gen,fevals,|bestfront|,bestloss,obj,nll,dl,func_compl,param_compl,FBF,MSE_train,MSE_test,R2_train,R2_test,size,expression
1,25038,4,715.7754,698.5963,715.7754,727.8549,5.5451775,6.5343647,698.5963,0.5007621,0.5157297,0.5029908,0.47474813,4,"sin((-1.9669266 * X2)) NeoGP.GaussianLikelihood{Float32} Float32[0.7076454]"
2,45090,6,715.7754,698.5963,715.7754,727.8549,5.5451775,6.5343647,698.5963,0.5007621,0.5157297,0.5029908,0.47474813,4,"sin((-1.9669266 * X2)) NeoGP.GaussianLikelihood{Float32} Float32[0.7076454]"
3,65779,5,670.3903,666.2528,670.3903,692.0759,14.334076,7.351553,666.2528,0.43704847,0.45237,0.56622696,0.5392777,8,"(sin((-1.9799317 * X2)) - (-0.24850027 * X4)) NeoGP.GaussianLikelihood{Float32} Float32[0.6610964]"
4,88388,7,637.3315,660.2862,637.3315,679.68915,35.155594,7.2020783,660.2862,0.39580318,0.4303946,0.6071631,0.56165886,16,"sin(((-0.9079398 * X1) - ((1.1850371 * X2) / (abs((-0.216697 * X8)) ^ (-0.020572187 * X8))))) NeoGP.GaussianLikelihood{Float32} Float32[0.6291289]"
5,109601,7,637.3315,660.2862,637.3315,679.68915,35.155594,7.2020783,660.2862,0.39580318,0.4303946,0.6071631,0.56165886,16,"sin(((-0.9079398 * X1) - ((1.1850371 * X2) / (abs((-0.216697 * X8)) ^ (-0.020572187 * X8))))) NeoGP.GaussianLikelihood{Float32} Float32[0.6291289]"
6,131620,8,637.3315,660.2862,637.3315,679.68915,35.155594,7.2020783,660.2862,0.39580318,0.4303946,0.6071631,0.56165886,16,"sin(((-0.9079398 * X1) - ((1.1850371 * X2) / (abs((-0.216697 * X8)) ^ (-0.020572187 * X8))))) NeoGP.GaussianLikelihood{Float32} Float32[0.6291289]"
7,153135,10,637.9091,646.06433,637.9091,668.69037,22.873857,7.907438,646.06433,0.39648932,0.42990795,0.60648215,0.5621545,11,"sin(((-0.907833 * X1) - ((0.8854665 * X2) / sqrt(abs(0.5591982))))) NeoGP.GaussianLikelihood{Float32} Float32[0.6296741]"
8,173698,10,637.9091,646.06433,637.9091,668.69037,22.873857,7.907438,646.06433,0.39648932,0.42990795,0.60648215,0.5621545,11,"sin(((-0.907833 * X1) - ((0.8854665 * X2) / sqrt(abs(0.5591982))))) NeoGP.GaussianLikelihood{Float32} Float32[0.6296741]"
9,194114,12,592.2052,637.27844,592.2052,676.9911,50.536167,34.249706,637.27844,0.345712,0.38885403,0.6568789,0.60396636,23,"(((0.13801725 * X4) * 1.863435) - (sin(-1409.2506) * sin((sin(((-2.1725357 * X1) + (-0.05032308 * X5))) - sin((2.1063254 * X2)))))) NeoGP.GaussianLikelihood{Float32} Float32[0.5879728]"
10,217917,10,584.8705,616.7056,584.8705,634.8706,39.509388,10.490742,616.7056,0.33819166,0.35874492,0.6643429,0.6346314,19,"(sin(((-0.7378435 * X2) + ((0.31009948 + sin((-0.5982834 * X2))) - (0.90314585 * X1)))) + (-0.050212413 * X8)) NeoGP.GaussianLikelihood{Float32} Float32[0.58154255]"
11,240533,10,584.8705,616.7056,584.8705,634.8706,39.509388,10.490742,616.7056,0.33819166,0.35874492,0.6643429,0.6346314,19,"(sin(((-0.7378435 * X2) + ((0.31009948 + sin((-0.5982834 * X2))) - (0.90314585 * X1)))) + (-0.050212413 * X8)) NeoGP.GaussianLikelihood{Float32} Float32[0.58154255]"
12,263271,11,581.6302,613.6314,581.6302,633.6579,39.55004,12.477691,613.6314,0.33492166,0.36047536,0.66758835,0.632869,18,"(sin(((-1.2911943 * X2) + ((0.31330472 + (-0.078175485 * X4)) - (0.89316106 * X1)))) + (-0.051146314 * X8)) NeoGP.GaussianLikelihood{Float32} Float32[0.5787242]"
13,287960,15,500.80975,610.3735,500.80975,623.78284,99.01116,23.961903,610.3735,0.26284292,0.290491,0.7391269,0.70414555,43,"(log(abs((exp((sin((-1.5414836 * X1)) * ((-0.5943674 * X2) + ((0.67555 - ((-0.39356068 * X2) + sin(sin((-0.6444488 * X2))))) - (-0.27806425 * X1))))) + (((0.585417 * X1) - (sin((1.8045655 * X2)) - (-0.0014196095 * X10))) * 0.49333233)))) + 0.42173243) NeoGP.GaussianLikelihood{Float32} Float32[0.5126823]"
14,313451,18,496.784,534.2677,496.784,551.71356,41.74727,13.182312,534.2677,0.25968918,0.24849655,0.742257,0.74691534,19,"(sin(((-1.5789753 * X2) + ((abs(-0.6033567) ^ sqrt(abs((-1.8898501 * X2)))) - (1.1702625 * X1)))) + (-0.49407917 * X2)) NeoGP.GaussianLikelihood{Float32} Float32[0.509597]"
15,339494,16,345.00443,474.6092,345.00443,483.64264,110.524086,28.114136,474.6092,0.16474095,0.1685649,0.8364937,0.82832277,48,"((((0.93982375 * 1.6768695) - ((-0.15454525 * X4) * sin((sin((-0.64936334 * X2)) - (2.3262064 * X1))))) + (0.6441139 * X1)) * sin((sin(sin((sin(((-1.5506334 * X2) + ((abs(-0.5130017) ^ sqrt(abs((-3.1468923 * X2)))) - (1.1999837 * X1)))) + (-0.38147774 * X2)))) - (-0.13714601 * X4)))) NeoGP.GaussianLikelihood{Float32} Float32[0.40588298]"
16,366795,19,398.3044,465.6438,398.3044,479.17715,60.303806,20.568928,465.6438,0.19329052,0.18562791,0.80815804,0.8109448,29,"(sin(((-2.338123 * X2) + ((0.58273715 + sin((1.1484852 * X2))) - (1.236183 * X1)))) + ((-0.4938857 * X2) + ((0.012947188 + (0.24738991 * X4)) - (0.010112596 * X1)))) NeoGP.GaussianLikelihood{Float32} Float32[0.4396481]"
17,392252,23,398.3044,465.6438,398.3044,479.17715,60.303806,20.568928,465.6438,0.19329052,0.18562791,0.80815804,0.8109448,29,"(sin(((-2.338123 * X2) + ((0.58273715 + sin((1.1484852 * X2))) - (1.236183 * X1)))) + ((-0.4938857 * X2) + ((0.012947188 + (0.24738991 * X4)) - (0.010112596 * X1)))) NeoGP.GaussianLikelihood{Float32} Float32[0.4396481]"
18,418242,23,299.093,414.432,299.093,424.65558,94.48066,31.081951,414.432,0.14355363,0.13000971,0.8575222,0.86758983,43,"((1.499234 - ((-0.01269801 * X1) + sin(sin(((-0.5589427 * X2) + (0.11895421 - (1.2045352 * X1))))))) * ((-4.378361e-5 * X7) + (0.26743042 - ((-0.14861254 * X4) - ((-0.1951354 * X1) + sin(sin(((-1.3408514 * X2) + (0.34511712 - (1.0920901 * X1)))))))))) NeoGP.GaussianLikelihood{Float32} Float32[0.37888476]"
