gen,MSE_train_median,MSE_train_p5,MSE_train_p10,MSE_train_p90,MSE_train_p95,MSE_test_median,MSE_test_p5,MSE_test_p10,MSE_test_p90,MSE_test_p95,nll_train_median,nll_train_p5,nll_train_p10,nll_train_p90,nll_train_p95,dl_median,dl_p5,dl_p10,dl_p90,dl_p95,size_median,size_p5,size_p10,size_p90,size_p95
1,0.00011414387,9.346601e-5,9.712575e-5,0.00016977715,0.00016977715,0.00014209158,0.000109024775,0.000109057706,0.00017735858,0.00017735858,9053.0625,6445.069,6906.653,16069.811,16069.811,9083.706,6481.1294,6997.0396,16097.664,16097.664,10,6,8,26,26
2,0.00010107504,9.240019e-5,9.346601e-5,0.000116379146,0.000116379146,0.00014198983,0.000109057706,0.000121272664,0.00017735858,0.00017735858,7404.7573,6310.642,6445.069,9334.988,9334.988,7423.9893,6338.297,6481.1294,9367.544,9367.544,9,5,5,27,27
3,9.758459e-5,9.240019e-5,9.242228e-5,0.000114957074,0.000114957074,0.00014016307,0.0001212594,0.00012905992,0.00014923429,0.00014923429,6964.524,6310.642,6313.4272,9155.629,9155.629,6997.0396,6338.297,6369.4556,9188.163,9188.163,11,9,9,26,26
4,9.324115e-5,8.857509e-5,8.931841e-5,0.00010823525,0.00010823525,0.0001384948,0.00011199687,0.0001221794,0.0001476583,0.0001476583,6416.7085,5828.2017,5921.9526,8307.838,8307.838,6521.4336,5883.542,5984.222,8359.086,8359.086,12,8,9,30,30
5,9.1347196e-5,6.641825e-5,7.161961e-5,9.5518655e-5,9.5518655e-5,0.00012218153,7.1412636e-5,0.0001068128,0.0001420629,0.0001420629,6177.8335,3033.6704,3689.692,6703.9585,6703.9585,6209.9614,3106.47,3770.242,6740.0273,6740.0273,20,9,11,30,30
6,8.840637e-5,5.371237e-5,6.108532e-5,9.5518655e-5,9.5518655e-5,0.00012218153,6.493224e-5,7.1412636e-5,0.0001420629,0.0001420629,5806.9214,1431.1411,2361.0542,6703.9585,6703.9585,5917.482,1574.4384,2439.0205,6740.0273,6740.0273,20,9,12,42,42
7,7.161961e-5,5.2816722e-5,5.616737e-5,9.134711e-5,9.134711e-5,8.431797e-5,6.373163e-5,6.926409e-5,0.00013554636,0.00013554636,3689.692,1318.1777,1740.7778,6177.822,6177.822,3770.242,1601.6923,1817.2417,6208.5625,6208.5625,23,9,16,72,72
8,6.636829e-5,5.26806e-5,5.601545e-5,9.115673e-5,9.115673e-5,8.211138e-5,6.233957e-5,6.6683715e-5,0.00012460466,0.00012460466,3027.3687,1301.0093,1721.6177,6153.811,6153.811,3076.133,1580.5128,1817.2417,6236.7124,6236.7124,27,16,17,71,71
9,6.636829e-5,5.26806e-5,5.4173383e-5,7.0300535e-5,7.0300535e-5,7.91766e-5,6.233957e-5,6.6683715e-5,0.00010998582,0.00010998582,3027.3687,1301.0093,1489.2866,3523.3228,3523.3228,3076.133,1580.5128,1636.0498,3634.029,3634.029,38,15,16,71,71
10,6.342006e-5,4.0645762e-5,5.0255e-5,7.0300535e-5,7.0300535e-5,7.4385774e-5,4.848023e-5,5.154121e-5,0.000108828994,0.000108828994,2655.5244,-216.88428,995.08057,3523.3228,3523.3228,2721.3208,-76.6198,1082.3961,3608.4387,3608.4387,36,16,21,55,55
11,5.832497e-5,3.7909595e-5,4.2661977e-5,6.825376e-5,6.825376e-5,6.958023e-5,3.9223647e-5,5.2833377e-5,0.000101987396,0.000101987396,2012.9058,-561.9834,37.410645,3265.1733,3265.1733,2137.8293,-425.11472,133.03767,3350.1978,3350.1978,38,27,30,72,72
12,5.4165837e-5,3.7909595e-5,4.2661977e-5,6.520038e-5,6.520038e-5,6.0114784e-5,3.9223647e-5,5.1558454e-5,0.00010727272,0.00010727272,1488.335,-561.9834,37.410645,2880.066,2880.066,1638.2085,-425.11472,133.03767,3051.6477,3051.6477,44,20,34,72,72
13,5.0692488e-5,3.222477e-5,3.384931e-5,6.520038e-5,6.520038e-5,5.6960063e-5,3.5321722e-5,3.9447652e-5,0.00010727272,0.00010727272,1050.2588,-1278.9819,-1074.0869,2880.066,2880.066,1986.6085,-894.7435,-96.01495,3.4028235e38,3.4028235e38,61,41,44,89,89
14,4.667933e-5,3.1843258e-5,3.313801e-5,6.394012e-5,6.394012e-5,4.7826023e-5,3.5321722e-5,3.7834037e-5,0.000103897444,0.000103897444,544.0996,-1327.1001,-1163.7993,2721.1162,2721.1162,884.14606,-902.96625,-808.3025,2861.9026,2861.9026,69,39,45,89,89
15,4.2811986e-5,3.0707102e-5,3.183928e-5,6.255121e-5,6.255121e-5,5.222428e-5,3.530632e-5,3.5321722e-5,0.000100894715,0.000100894715,56.330566,-1470.3977,-1327.6018,2545.9404,2545.9404,144.37091,-1352.7502,-995.7915,2797.733,2797.733,67,28,40,89,89
16,3.379982e-5,2.7891258e-5,3.07071e-5,6.0207658e-5,6.0207658e-5,4.8352802e-5,3.0862e-5,3.287906e-5,9.507541e-5,9.507541e-5,-1080.3286,-1825.5461,-1470.3982,2250.3594,2250.3594,-669.4323,-1294.554,-1232.51,2530.987,2530.987,71,42,54,94,94
17,3.2949687e-5,2.7641376e-5,2.7866407e-5,6.0207658e-5,6.0207658e-5,4.681612e-5,3.084487e-5,3.3025673e-5,9.507541e-5,9.507541e-5,-1187.5518,-1857.0625,-1828.6804,2250.3594,2250.3594,-989.03845,-1308.1888,-1275.9546,2530.987,2530.987,83,48,54,99,99
18,3.274878e-5,2.7641241e-5,2.7866407e-5,5.9536313e-5,5.9536313e-5,4.5175846e-5,3.3025673e-5,3.3584725e-5,9.332465e-5,9.332465e-5,-1212.8911,-1857.0796,-1828.6804,2165.686,2165.686,-911.7876,-1465.9253,-1274.1261,2399.4458,2399.4458,83,43,53,99,99
19,3.0703806e-5,2.7634205e-5,2.7770495e-5,5.9529582e-5,5.9529582e-5,4.1829557e-5,2.7969209e-5,3.0227224e-5,9.3332565e-5,9.3332565e-5,-1470.8132,-1857.9668,-1840.7773,2164.837,2164.837,-670.0701,-1490.9672,-1326.665,2389.1143,2389.1143,85,26,53,99,99
20,3.0213376e-5,2.6073467e-5,2.6843012e-5,4.42871e-5,4.42871e-5,4.269521e-5,2.9801191e-5,3.110928e-5,6.1351406e-5,6.1351406e-5,-1532.669,-2054.815,-1957.7559,242.3794,242.3794,-816.1282,-1651.1654,-1301.3563,573.2106,573.2106,88,53,65,99,99
21,3.0213376e-5,2.4126102e-5,2.5075968e-5,4.280376e-5,4.280376e-5,4.2637308e-5,2.5344405e-5,2.8747543e-5,5.161559e-5,5.161559e-5,-1532.669,-2300.4263,-2180.6245,55.29297,55.29297,-769.3329,-1976.9956,-1673.6404,315.6977,315.6977,88,53,66,99,99
22,2.9782796e-5,2.3335793e-5,2.3925113e-5,4.280373e-5,4.280373e-5,3.6040015e-5,2.3571665e-5,2.6533055e-5,5.3893178e-5,5.3893178e-5,-1586.9761,-2400.104,-2325.776,55.289062,55.289062,-1186.9089,-2024.3925,-1976.9956,309.69077,309.69077,79,64,66,92,92
23,2.7591857e-5,2.3272092e-5,2.3925113e-5,4.2803196e-5,4.2803196e-5,3.6040015e-5,2.3416671e-5,2.6533055e-5,7.9955855e-5,7.9955855e-5,-1863.3079,-2408.1384,-2325.776,55.222168,55.222168,-1207.2168,-2024.3925,-1976.9956,302.41287,302.41287,88,64,66,99,99
24,2.7591857e-5,2.201655e-5,2.3708682e-5,3.855628e-5,3.855628e-5,3.3430817e-5,2.6537065e-5,2.6660235e-5,4.3202705e-5,4.3202705e-5,-1863.3079,-2566.4937,-2353.0735,-480.41992,-480.41992,-1110.2991,-2158.8489,-2011.7844,-199.26447,-199.26447,91,63,63,97,97
25,2.7591857e-5,2.2014065e-5,2.3015507e-5,3.7281257e-5,3.7281257e-5,3.240011e-5,2.4917164e-5,2.6545193e-5,4.336111e-5,4.336111e-5,-1863.3079,-2566.8071,-2440.5,-641.2324,-641.2324,-1110.2991,-2217.3037,-1980.2493,-311.89618,-311.89618,97,55,63,99,99
26,2.5924168e-5,2.0912546e-5,2.3015325e-5,3.4236433e-5,3.4236433e-5,3.0886604e-5,2.3511979e-5,2.4905814e-5,4.567439e-5,4.567439e-5,-2073.6453,-2705.7358,-2440.523,-1025.2607,-1025.2607,-1373.8384,-2217.3037,-2177.488,-573.3879,-573.3879,95,55,63,99,99
27,2.5543086e-5,1.9863355e-5,2.1896523e-5,3.4236433e-5,3.4236433e-5,3.0886604e-5,2.2272727e-5,2.5469453e-5,3.8929662e-5,3.8929662e-5,-2121.7092,-2838.0652,-2581.6318,-1025.2607,-1025.2607,-1512.4606,-2270.352,-2213.951,-489.45825,-489.45825,97,59,77,100,100
28,2.5509502e-5,1.9863355e-5,2.186055e-5,3.3318916e-5,3.3318916e-5,2.8581e-5,2.2272727e-5,2.3422777e-5,3.8464892e-5,3.8464892e-5,-2125.945,-2838.0652,-2586.169,-1140.9829,-1140.9829,-1603.303,-2270.352,-2116.5881,-583.14636,-583.14636,93,77,86,99,99
