id,Expression,theta,size,MSE_train,MSE_test,R2_train,R2_test
0,(Log(Sqrt(Abs((Sqrt(Abs((((t0 * Exp(((Abs(t1) ^ t2) * ((Abs(Sqrt(Abs(Exp(x2)))) ^ x6) / t3)))) - Exp(t4)) - ((Exp(Sin((x0 + Sqrt(Abs(x0))))) - (t5 / t6)) / Exp(((t7 - x0) * t8)))))) + (x1 - (x1 - t9)))))) + Sin(Exp((x1 + t10)))),-0.568226154414702;0.799251671968761;0.4122308109360403;-5.83253474844906e-2;-0.5061047689730188;0.7575235100730455;0.4431467200730645;0.19238246534390804;-0.10527935682790414;-1.287671202850138;0.48076631334662095,50,0.3205797316158275,0.3642609116214611,0.6680277455743346,0.6579926697973865
