id,Expression,theta,size,MSE_train,MSE_test,R2_train,R2_test
0,Sin((Sin((((t0 - x0) - t1) * Sqrt(Abs(((Abs(((((((t2 - (x0 + (Abs(t3) ^ x1))) - Exp(Sin(Sqrt(Abs((Sin(t4) - x0)))))) * Sin(Sqrt(Abs(t5)))) / t6) / t7) * (t8 + t9))) ^ t10) / ((Abs(t11) ^ x1) * t12)))))) / (t13 / t14))),-0.6428859984718537;1.1995070211164414;-0.461502959760137;5.201449022447929e-3;-0.5455829579197281;0.8619602889901581;-0.6551172178713885;-0.9807469741598418;0.7658781800895732;1.56311261266958e-2;-0.5601937288406523;0.5676049243110217;-0.2608493330606682;1.2334660731621159;-2.110165280373876,48,0.2598180597505569,0.23903054146140523,0.7461730908747639,0.7482313512587246
