id,view,Expression,Numpy,theta,size,loss_train,loss_val,loss_test,maxloss,R2_train,R2_val,R2_test,mdl_train,mdl_val,mdl_test
0,0,16.97058823529412,"t[0]",16.97058823529412,1,12.249134948096888,25.65397923875432,22.514753940791994,25.65397923875432,-2.220446049250313e-16,-5.398110661265498e-4,-0.9762357675087325,12.249134948096888,25.65397923875432,22.514753940791994
1,0,(x1 + 7.617647058823526),"(x[:, 1] + t[0])",7.617647058823526,3,7.809688581314878,11.204152249134946,12.962370242214552,11.204152249134946,0.3624293785310735,0.5630229419703106,-0.13777391357331958,11.105525447319208,14.499989115139275,16.258207108218883
2,0,(Sqrt(x1) * 5.590405781799054),"(np.sqrt(x[:, 1]) * t[0])",5.590405781799054,4,7.945926351623378,9.990424077375522,12.859253073510132,9.990424077375522,0.35130714248046435,0.610359978628674,-0.1287227892495182,13.49110379610294,15.535601521855085,18.404430517989695
3,0,(Sqrt(Sqrt(x0)) * 14.422971735507321),"(np.sqrt(np.sqrt(x[:, 0])) * t[0])",14.422971735507321,5,8.593922512001257,6.502639286924444,4.6724894599961075,6.502639286924444,0.2984057610258861,0.7463882923183314,0.5898715651774495,15.52539431760071,13.434111092523896,11.603961265595562
4,0,(15.98770656394862 * Sqrt(Sqrt(Sqrt(x0)))),"(t[0] * np.sqrt(np.sqrt(np.sqrt(x[:, 0]))))",15.98770656394862,6,9.122821680083574,6.450095976502901,8.546891604851876,6.450095976502901,0.25522726962029574,0.7484375523334227,0.24979535930321473,17.440587846802917,14.767862143222244,16.864657771571217
5,0,(Exp((-0.220467887932574 / Exp(x0))) * 15.83735478945872),"(np.exp((t[0] / np.exp(x[:, 0]))) * t[1])",-0.220467887932574;15.83735478945872,7,12.271343863452284,21.107283129125534,31.057061322364966,21.107283129125534,-1.8131007168673552e-3,0.17678747310158194,-1.7260380273474438,23.537409250490988,32.373348516164235,42.32312670940367
6,0,((x0 * -3.76536190262377) + (Sqrt(x0) * 17.70446252925846)),"((x[:, 0] * t[0]) + (np.sqrt(x[:, 0]) * t[1]))",-3.76536190262377;17.70446252925846,8,9.313226184284469,5.42842374106016,4.9454946266597934,5.42842374106016,0.23968294710220006,0.7882841482906362,0.5659084973822489,22.18872948375727,18.30392704053296,17.820997926132595
7,0,(Exp(((-6.488949977924023 / x1) / Exp(x0))) * 19.677567119029487),"(np.exp(((t[0] / x[:, 1]) / np.exp(x[:, 0]))) * t[1])",-6.488949977924023;19.677567119029487,9,4.774450837365776,5.023652477705198,6.524584118076946,5.023652477705198,0.6102213864410426,0.8040707738114977,0.4273036900082814,20.90028606041827,21.149487700757692,22.650419341129442
8,0,(19.77731746443921 * Exp(((-2.337443904247704 / Sqrt(x1)) / Exp(x0)))),"(t[0] * np.exp(((t[1] / np.sqrt(x[:, 1])) / np.exp(x[:, 0]))))",19.77731746443921;-2.337443904247704,10,4.921491929744442,4.945088562757169,6.755423659100871,4.945088562757169,0.598217184266626,0.8071348725186476,0.40704171607214823,24.380593420297572,24.404190053310302,26.214525149654
9,0,(Sqrt(Sqrt((x0 + x0))) * (Sin((x0 * -17.373903788158)) + 12.14955964236758)),"(np.sqrt(np.sqrt((x[:, 0] + x[:, 0]))) * (np.sin((x[:, 0] * t[0])) + t[1]))",-17.373903788158;12.14955964236758,12,8.223957684370879,5.554518706142775,7.3796202269853985,5.554518706142775,0.3286091042985356,0.7833662744837704,0.35225277249081755,29.72507131510754,27.055632336879437,28.88073385772206
10,0,((Sqrt(x0) * (Sin(((x0 + x0) * x0)) + 17.030499819417024)) + (x0 * -3.5324928128297)),"((np.sqrt(x[:, 0]) * (np.sin(((x[:, 0] + x[:, 0]) * x[:, 0])) + t[0])) + (x[:, 0] * t[1]))",17.030499819417024;-3.5324928128297,15,10.28393616051857,3.2587062212333544,5.674358629386439,3.258706219343214,0.1604357202288511,0.8729060596577005,0.5019323546437637,37.160328198939396,30.13509825965418,32.550750667807264
11,0,(Sqrt(x1) + (Sqrt(x0) * ((Sin(((x0 + x0) * x0)) + (x0 * -0.7059369004457516)) + 11.23086987419098))),"(np.sqrt(x[:, 1]) + (np.sqrt(x[:, 0]) * ((np.sin(((x[:, 0] + x[:, 0]) * x[:, 0])) + (x[:, 0] * t[0])) + t[1])))",-0.7059369004457516;11.23086987419098,18,7.7624018853803785,2.924211188963941,5.2848009220448695,2.924211188963941,0.36628978958335323,0.8859518173265075,0.5361258384713746,42.788784568376016,37.95059387195958,40.31118360504051
12,0,(Sqrt(x1) + (Sqrt(x0) * ((Sin(((x0 + x0) * x0)) + (Sqrt(x0) * -2.5657495481985504)) + 13.436053048461869))),"(np.sqrt(x[:, 1]) + (np.sqrt(x[:, 0]) * ((np.sin(((x[:, 0] + x[:, 0]) * x[:, 0])) + (np.sqrt(x[:, 0]) * t[0])) + t[1])))",-2.5657495481985504;13.436053048461869,19,7.393825259446894,2.9231251430264535,5.5120323353541965,2.9231251430264535,0.39637980226549363,0.8859941745837187,0.5161805684646772,44.366118091497846,39.89541797507741,42.48432516740515
13,0,(Sqrt(Sqrt(x1)) * (Sqrt(x0) * ((Sin(((x0 + x0) * x0)) + (Sqrt(x0) * -2.37384957362998)) + 10.160745094886993))),"(np.sqrt(np.sqrt(x[:, 1])) * (np.sqrt(x[:, 0]) * ((np.sin(((x[:, 0] + x[:, 0]) * x[:, 0])) + (np.sqrt(x[:, 0]) * t[0])) + t[1])))",-2.37384957362998;10.160745094886993,20,11.914550601173291,2.8320056912729537,8.645328570208829,2.8320056912729537,2.7314936796869693e-2,0.8895479561703261,0.24115504050181868,50.83275358227955,41.750208672379216,47.563531551315094
14,0,(Sqrt(x1) + (Sqrt(x0) * ((Sin(((x0 + Sqrt((x0 + x0))) * x0)) + (Sqrt(x0) * -3.000329426266249)) + 14.042495531403883))),"(np.sqrt(x[:, 1]) + (np.sqrt(x[:, 0]) * ((np.sin(((x[:, 0] + np.sqrt((x[:, 0] + x[:, 0]))) * x[:, 0])) + (np.sqrt(x[:, 0]) * t[0])) + t[1])))",-3.000329426266249;14.042495531403883,22,7.415417823984178,2.352791318823215,5.969195641093429,2.352791318823215,0.39461701945439887,0.9082379634089192,0.4760529935078167,50.22544110320107,45.16281459804011,48.77921892031032
