gen,MSE_train_median,MSE_train_p5,MSE_train_p10,MSE_train_p90,MSE_train_p95,MSE_test_median,MSE_test_p5,MSE_test_p10,MSE_test_p90,MSE_test_p95,nll_train_median,nll_train_p5,nll_train_p10,nll_train_p90,nll_train_p95,dl_median,dl_p5,dl_p10,dl_p90,dl_p95,func_compl_median,func_compl_p5,func_compl_p10,func_compl_p90,func_compl_p95,param_compl_median,param_compl_p5,param_compl_p10,param_compl_p90,param_compl_p95,size_median,size_p5,size_p10,size_p90,size_p95,avg_len_median,avg_len_p5,avg_len_p10,avg_len_p90,avg_len_p95
1,4521.6807,4170.0273,4351.051,5030.6953,5141.5933,3499.0571,3230.0034,3368.9832,3993.2944,4150.286,17647.082,17520.135,17586.768,17814.348,17848.537,17674.094,17561.127,17609.945,17855.172,17871.703,15.567281,3.295837,3.295837,35.155594,43.162113,10.71481,5.777222,8.884375,13.791826,15.971136,8,3,3,16,19,6.034,5.71,5.768,6.234,6.292
2,4376.3374,4049.77,4196.457,4755.066,4855.3564,3396.5513,2987.7314,3248.2192,3780.6926,3822.3552,17595.852,17474.25,17530.041,17725.994,17758.723,17632.238,17512.578,17575.172,17743.873,17790.117,16.635532,3.295837,6.931472,34.538776,43.162113,11.225907,8.891718,8.916399,14.368199,16.987982,9,3,5,16,18,5.918,5.476,5.564,6.302,6.424
3,4364.995,3812.7002,4024.2957,4527.7266,4693.362,3382.2195,2872.9724,3082.856,3574.5452,3710.7917,17591.783,17379.666,17464.357,17649.176,17705.514,17615.225,17416.943,17498.576,17675.693,17743.873,17.703817,6.931472,6.931472,33.570534,43.162113,11.9552555,8.90903,9.901196,19.033165,23.111643,9,5,5,16,18,6.006,5.35,5.426,6.606,6.732
4,4333.5024,3361.9102,3709.287,4443.229,4550.707,3359.5999,2620.2993,2778.7578,3493.346,3649.4966,17580.43,17182.365,17336.549,17619.637,17657.115,17611.691,17227.703,17366.076,17654.521,17712.373,21.405012,6.931472,6.931472,43.162113,48.33894,12.349568,8.932267,10.319671,22.89455,32.402905,11,5,5,18,21,6.356,5.482,5.57,7.022,7.288
5,4314.4854,3193.2217,3652.099,4443.227,4443.2295,3338.8506,2450.4204,2735.0925,3481.3843,3500.4697,17573.533,17101.648,17312.184,17619.637,17619.637,17609.943,17143.387,17354.963,17650.59,17662.11,22.873857,6.931472,8.04719,43.162113,48.33894,13.015719,9.506649,10.714804,24.93401,34.98553,11,5,5,18,21,6.736,5.742,5.838,7.616,7.814
6,4236.956,3193.2217,3618.6123,4398.197,4443.229,3291.4697,2450.4204,2721.411,3481.353,3481.3923,17545.1,17101.648,17297.74,17603.664,17619.637,17590.15,17143.387,17342.48,17649.09,17660.6,24.16947,6.931472,10.750557,48.33894,52.18304,14.155768,9.663156,10.714804,28.407658,44.044197,12,5,7,21,22,7.342,6.044,6.212,8.496,8.808
7,4081.544,2997.7898,3333.9602,4365.003,4397.9277,3191.4082,2267.3738,2596.4304,3382.4297,3481.353,17486.504,17002.621,17169.275,17591.785,17603.568,17540.828,17048.611,17227.703,17633.646,17649.09,27.03274,9.656628,11.266066,50.3558,62.345276,14.719011,9.663156,10.413063,25.688555,34.871067,13,6,7,21,25,7.912,6.53,6.876,9.58,9.996
8,3928.2253,2897.5352,3145.1992,4340.2974,4380.86,3070.4504,2154.3672,2353.9497,3367.6033,3450.571,17426.47,16949.285,17077.887,17582.885,17597.473,17477.125,17006.896,17134.996,17632.787,17645.996,29.933607,11.266066,12.875504,61.558784,81.810776,15.370701,9.892517,10.714813,26.954151,41.890377,14,7,8,27,31,8.786,7.094,7.502,11.024,11.78
9,3770.2966,2872.657,2997.7888,4263.338,4335.4585,2932.5747,2154.3672,2285.2844,3346.503,3400.7847,17362.129,16935.764,17002.62,17554.834,17581.137,17415.271,16986.35,17048.611,17614.502,17625.393,32.23619,14.334076,16.125835,67.14107,87.208275,15.78911,11.00819,11.546028,36.800278,46.15282,15,8,9,29,34,9.836,7.786,8.386,12.602,13.514
10,3468.649,2859.7715,2897.8645,4209.6255,4302.698,2745.572,2154.3672,2252.5835,3311.1953,3368.4233,17231.375,16928.715,16949.463,17534.955,17569.244,17321.06,16983.576,17031.46,17594.361,17622.654,37.352818,15.567281,16.125835,76.73265,89.773224,17.504364,11.240603,11.91798,38.695633,43.941982,17,9,9,31,35,11.02,8.62,9.136,14.382,15.234
11,3369.3574,2818.162,2856.3687,4046.243,4209.6255,2617.6677,2111.0823,2154.3606,3254.2163,3291.3196,17185.836,16905.732,16926.848,17472.885,17534.955,17262.71,16964.023,16984.422,17548.996,17594.668,41.446533,16.125835,19.4591,92.33818,101.88117,18.669933,11.917614,13.184126,38.695633,81.2399,18,9,10,36,39,12.22,9.442,9.666,16.428,17.436
12,3186.6128,2638.0437,2796.7314,3865.7612,4066.0566,2554.9343,2055.2197,2125.3665,3106.2058,3194.9675,17098.398,16802.172,16893.762,17401.336,17480.545,17165.098,16918.578,16962.22,17450.316,17549.045,46.141716,19.4591,19.709354,92.367004,95.91581,21.832932,12.791745,13.409634,45.763596,58.022198,21,10,11,37,40,13.68,10.576,10.858,18.136,19.734
13,3021.1113,2421.7646,2529.5078,3749.8242,3983.748,2447.7021,1943.2675,2022.1611,2972.5994,3089.7002,17014.771,16668.043,16736.295,17353.592,17448.479,17128.922,16781.143,16867.66,17415.705,17517.229,48.354286,19.709354,23.292873,102.59798,105.562294,22.69566,12.889611,13.70296,50.20051,60.33146,21,11,12,40,41,15.006,11.71,11.86,19.822,22.15
