-- NEO GP (NSGA2)--
SEED=-1
MAX_LEN=50
POPSIZE=500
TOURNAMENT_SIZE=2
INITIAL_DEPTH=5
CROSSOVER_PROB=0.900000
PMUT_PER_NODE=0.050000
----------------------------------
gen,fevals,|bestfront|,bestloss,obj,nll,dl,func_compl,param_compl,FBF,MSE_train,MSE_test,R2_train,R2_test,size,expression
1,20894,7,-482.6747,-404.20212,-482.6747,-430.4052,33.271065,18.998447,-404.20212,0.0008804753,0.0011106967,0.97446245,0.88793033,16,"(abs(0.5209093) ^ (abs(sqrt(abs(((0.006904353 * X2) + ((0.018388916 * X1) - 0.27478492))))) ^ (0.11170185 * X2))) NeoGP.GaussianLikelihood{Float32} Float32[0.0296728]"
2,40804,11,-482.6747,-404.20212,-482.6747,-430.4052,33.271065,18.998447,-404.20212,0.0008804753,0.0011106967,0.97446245,0.88793033,16,"(abs(0.5209093) ^ (abs(sqrt(abs(((0.006904353 * X2) + ((0.018388916 * X1) - 0.27478492))))) ^ (0.11170185 * X2))) NeoGP.GaussianLikelihood{Float32} Float32[0.0296728]"
3,63652,13,-482.6747,-404.20212,-482.6747,-430.4052,33.271065,18.998447,-404.20212,0.0008804753,0.0011106967,0.97446245,0.88793033,16,"(abs(0.5209093) ^ (abs(sqrt(abs(((0.006904353 * X2) + ((0.018388916 * X1) - 0.27478492))))) ^ (0.11170185 * X2))) NeoGP.GaussianLikelihood{Float32} Float32[0.0296728]"
4,91151,18,-482.6747,-404.20212,-482.6747,-430.4052,33.271065,18.998447,-404.20212,0.0008804753,0.0011106967,0.97446245,0.88793033,16,"(abs(0.5209093) ^ (abs(sqrt(abs(((0.006904353 * X2) + ((0.018388916 * X1) - 0.27478492))))) ^ (0.11170185 * X2))) NeoGP.GaussianLikelihood{Float32} Float32[0.0296728]"
5,116490,17,-580.7359,-428.19525,-580.7359,-459.48972,87.49823,33.74795,-428.19525,0.0003753115,0.00046996772,0.98911434,0.9525801,38,"((0.05801361 * X2) + (((((-0.040883176 * X2) * (abs((0.61216617 * X2)) ^ (-1.2340504 - (0.05799899 * X2)))) + (8179.8306 / (44861.094 * X2))) / sqrt(abs((abs((-1.599984 * X1)) ^ -1.4966185)))) + sqrt(abs((sin(-0.12873043) / (0.035544798 * X1)))))) NeoGP.GaussianLikelihood{Float32} Float32[0.019372959]"
6,147379,16,-580.7359,-428.19525,-580.7359,-459.48972,87.49823,33.74795,-428.19525,0.0003753115,0.00046996772,0.98911434,0.9525801,38,"((0.05801361 * X2) + (((((-0.040883176 * X2) * (abs((0.61216617 * X2)) ^ (-1.2340504 - (0.05799899 * X2)))) + (8179.8306 / (44861.094 * X2))) / sqrt(abs((abs((-1.599984 * X1)) ^ -1.4966185)))) + sqrt(abs((sin(-0.12873043) / (0.035544798 * X1)))))) NeoGP.GaussianLikelihood{Float32} Float32[0.019372959]"
7,180309,19,-580.7359,-428.19525,-580.7359,-459.48972,87.49823,33.74795,-428.19525,0.0003753115,0.00046996772,0.98911434,0.9525801,38,"((0.05801361 * X2) + (((((-0.040883176 * X2) * (abs((0.61216617 * X2)) ^ (-1.2340504 - (0.05799899 * X2)))) + (8179.8306 / (44861.094 * X2))) / sqrt(abs((abs((-1.599984 * X1)) ^ -1.4966185)))) + sqrt(abs((sin(-0.12873043) / (0.035544798 * X1)))))) NeoGP.GaussianLikelihood{Float32} Float32[0.019372959]"
8,217890,21,-580.7359,-428.19525,-580.7359,-459.48972,87.49823,33.74795,-428.19525,0.0003753115,0.00046996772,0.98911434,0.9525801,38,"((0.05801361 * X2) + (((((-0.040883176 * X2) * (abs((0.61216617 * X2)) ^ (-1.2340504 - (0.05799899 * X2)))) + (8179.8306 / (44861.094 * X2))) / sqrt(abs((abs((-1.599984 * X1)) ^ -1.4966185)))) + sqrt(abs((sin(-0.12873043) / (0.035544798 * X1)))))) NeoGP.GaussianLikelihood{Float32} Float32[0.019372959]"
9,256190,21,-580.9556,-428.4005,-580.9556,-460.6969,87.49823,32.760483,-428.4005,0.00037459502,0.00046652532,0.98913515,0.9529274,38,"((0.057945494 * X2) + (((((-0.043392003 * X2) * (abs((0.607039 * X2)) ^ (-1.5324247 - (0.035475112 * X2)))) + (7659.8843 / (47679.332 * X2))) / sqrt(abs((abs((-3.5412214 * X1)) ^ -1.5020281)))) + sqrt(abs((sin(-0.24869362) / (-0.0680711 * X1)))))) NeoGP.GaussianLikelihood{Float32} Float32[0.019354459]"
10,298449,22,-579.9343,-432.0517,-579.9343,-467.44717,82.89307,29.594078,-432.0517,0.00037793652,0.0004817969,0.9890382,0.9513865,36,"((0.058237758 * X2) + ((((-0.039306596 * (abs((-0.2265063 * X2)) ^ (0.29788262 - (0.17612574 * X2)))) + (8140.7593 / (46279.23 * X2))) / sqrt(abs((abs((-0.6947588 * X1)) ^ -1.4791825)))) + sqrt(abs((sin(-0.12550387) / (0.03479188 * X1)))))) NeoGP.GaussianLikelihood{Float32} Float32[0.01944059]"
