-- TINY GP (Julia version) --
SEED=-1
MAX_LEN=50
POPSIZE=500
DEPTH=5
CROSSOVER_PROB=0.900000
PMUT_PER_NODE=0.050000
GENERATIONS=50
TSIZE=3
----------------------------------
gen,fevals,best_fitness,dl,MSE_train,MSE_test,R2_train,R2_test,nll_train,nll_test,avg_len,size,Expression
1,69985,-3132.6414,-3132.6414,0.000113348025,0.00016412477,0.501325,-0.07881987,-3151.6975,-2919.8965,7.462,5,"((-0.021899637 * X1) - -0.104499765) [likelihood params: Float32[-0.010646503]]"
2,110588,-3148.357,-3148.357,0.00010781642,0.00015429716,0.5256613,-0.01422143,-3176.939,-2953.5789,6.522,9,"log(abs((abs(0.8872921) ^ (20.081326 + (log(abs(X1) + X1)))) [likelihood params: Float32[0.010383488]]"
3,161168,-3148.3572,-3148.3572,0.00010781642,0.00015429716,0.5256613,-0.01422143,-3176.9392,-2953.5784,6.404,9,"log(abs((abs(0.8872921) ^ (20.081326 + (log(abs(X1) + X1)))) [likelihood params: Float32[0.010383472]]"
4,204191,-3148.3572,-3148.3572,0.00010781642,0.00015429716,0.5256613,-0.01422143,-3176.9392,-2953.5784,4.81,9,"log(abs((abs(0.8872921) ^ (20.081326 + (log(abs(X1) + X1)))) [likelihood params: Float32[0.010383472]]"
5,245031,-3149.9666,-3149.9666,0.00010781642,0.00015429716,0.5256613,-0.01422143,-3176.9392,-2953.5784,3.078,8,"(abs(0.8872921) ^ (20.081326 + (log(abs(X1) + X1))) [likelihood params: Float32[0.010383472]]"
6,272533,-3149.9666,-3149.9666,0.00010781642,0.00015429716,0.5256613,-0.01422143,-3176.9392,-2953.5784,1.81,8,"(abs(0.8872921) ^ (20.081326 + (log(abs(X1) + X1))) [likelihood params: Float32[0.010383472]]"
7,296754,-3149.9666,-3149.9666,0.00010781642,0.00015429716,0.5256613,-0.01422143,-3176.9392,-2953.5784,1.906,8,"(abs(0.8872921) ^ (20.081326 + (log(abs(X1) + X1))) [likelihood params: Float32[0.010383472]]"
8,330293,-3149.9666,-3149.9666,0.00010781642,0.00015429716,0.5256613,-0.01422143,-3176.9392,-2953.5784,2.51,8,"(abs(0.8872921) ^ (20.081326 + (log(abs(X1) + X1))) [likelihood params: Float32[0.010383472]]"
9,365440,-3149.9666,-3149.9666,0.00010781642,0.00015429716,0.5256613,-0.01422143,-3176.9392,-2953.5784,3.076,8,"(abs(0.8872921) ^ (20.081326 + (log(abs(X1) + X1))) [likelihood params: Float32[0.010383472]]"
10,404867,-3154.8655,-3154.8655,0.00010803965,0.00015051669,0.5246792,0.010628283,-3175.8955,-2971.6436,3.576,8,"pdiv(0.715196, (7.955291 + (log(abs(X1) + X1))) [likelihood params: Float32[-0.010394212]]"
