id,Expression,theta,size,MSE_train,MSE_val,MSE_test,R2_train,R2_val,R2_test,nll_train,nll_val,nll_test,mdl_train,mdl_val,mdl_test
0,815.8909952606654,815.8909952606654,1,7812674.296174851,9800514.157325996,1.3471121010352269e7,4.440892098500626e-16,-6.944073871473222e-8,-3.61259851685114e-4,7812674.296174851,9800514.157325996,1.3471121010352269e7,7812674.296174851,9800514.157325996,1.3471121010352269e7
1,(x1 * 311.70689655172384),311.70689655172384,3,7917488.295554838,9635292.720545506,1.3272828217148464e7,-1.3415892613275915e-2,1.6858377534727742e-2,1.4363901348814045e-2,7917488.295554838,9635292.720545506,1.3272828217148464e7,7917491.591391704,9635296.016382372,1.327283151298533e7
2,((x0 * x1) * 146.52547906316536),146.52547906316536,5,7761508.102732264,9470835.043627404,1.3019554980785426e7,6.549126650223003e-3,3.363889391357833e-2,3.317189317222191e-2,7761508.102732264,9470835.043627404,1.3019554980785426e7,7761515.03420407,9470841.97509921,1.3019561912257232e7
3,(Sqrt(Abs(x1)) * (x0 * 249.3849058520685)),249.3849058520685,7,7769472.0369821675,9450406.62101321,1.3029720478274612e7,5.529765808084286e-3,3.5723317618786554e-2,3.24170064877739e-2,7769472.0369821675,9450406.62101321,1.3029720478274612e7,7769481.693609642,9450416.277640684,1.3029730134902086e7
4,((((x0 * x1) * 94.16805600855614) + 224.27449656030248) + 226.10162727423744),94.16805600855614;224.27449656030248;226.10162727423744,9,7650197.680765707,9448845.78057271,1.3027685735284556e7,2.0796542803364737e-2,3.5882578706911916e-2,3.256810586988501e-2,7650197.680765707,9448845.78057271,1.3027685735284556e7,7650212.165706919,9448860.265513923,1.3027700220225768e7
5,(((x1 * 532.4460773434391) / (Exp(x0) + -17.981650872757072)) + x1),532.4460773434391;-17.981650872757072,10,7751211.65758852,9542920.162457567,1.324749881440316e7,7.867042226043841e-3,2.628365492523177e-2,1.624485492514305e-2,7751211.65758852,9542920.162457567,1.324749881440316e7,7751231.116690011,9542939.621559057,1.324751827350465e7
6,(((x0 * x1) / (Abs(-484.6042232868179) ^ Sin((x1 * 39.17461671467225)))) + 223.13890499807613),-484.6042232868179;39.17461671467225;223.13890499807613,13,6496471.496406861,7068992.15239017,1.0655374278037068e7,0.16847019981524347,0.27871206247051306,0.2087352174494599,6496471.496406861,7068992.15239017,1.0655374278037068e7,6496496.44970536,7069017.10568867,1.0655399231335567e7
7,((130.18936097464842 / (Abs(58.21988000713742) ^ Sin((x1 * Sqrt(Abs((Exp(x0) + -53.655719367724316))))))) + 106.05784633961812),130.18936097464842;58.21988000713742;-53.655719367724316;106.05784633961812,16,4543346.786715884,5555632.226663167,7960204.30237088,0.4184645853033524,0.4331284539497886,0.40887770227310105,4543346.786715884,5555632.226663167,7960204.30237088,4543379.022907185,5555664.462854468,7960236.538562181
8,((x0 / (Abs((x0 + -3514.9482344762546)) ^ Sin((x1 * Sqrt(Abs((Exp(x0) + -284.2354943309814))))))) + 27.550108748518653),-3514.9482344762546;-284.2354943309814;27.550108748518653,18,3123873.0561190573,4180466.7879261086,5228020.391595091,0.6001531693637185,0.5734441059813313,0.6117688304152794,3123873.0561190573,4180466.7879261086,5228020.391595091,3123909.897480545,4180503.6292875963,5228057.232956579
9,((x0 / (Abs((-6662.526271077635 + x1)) ^ Sin((x1 * Sqrt(Abs((Exp(x0) + -217.11002865328473))))))) + (178.74989953504408 - x1)),-6662.526271077635;-217.11002865328473;178.74989953504408,20,1199520.0231953387,965464.9691552444,1877010.3070081568,0.8464648623861573,0.9014883279897975,0.8606137979140478,1199520.0231953387,965464.9691552444,1877010.3070081568,1199563.185310249,965508.1312701547,1877053.469123067
10,(Sin(x1) + (x1 / (Abs(5597.227855234921) ^ Sin((4.017283963550717 + (Sqrt(Abs(((Exp(x0) + -8.81736939700993) + x1))) + x1)))))),5597.227855234921;4.017283963550717;-8.81736939700993,21,1095865.4441399858,922823.5714143319,1542471.0004774446,0.8597323525087268,0.9058392630547796,0.8854565828533111,1095865.4441399858,922823.5714143319,1542471.0004774446,1095907.1914069552,922865.3186813013,1542512.747744414
11,(((x0 * 76.10798013852299) / (Abs((-59.75947285475443 + x1)) ^ Sin((x1 * Sqrt(Abs((Exp(x0) + -6.679407818987862))))))) + (x0 * x1)),76.10798013852299;-59.75947285475443;-6.679407818987862,22,1329688.5281948391,1091600.7720244236,2215562.7409020592,0.8298036654560315,0.8886180020453311,0.8354729993839407,1329688.5281948391,1091600.7720244236,2215562.7409020592,1329734.579896699,1091646.8237262834,2215608.7926039193
12,(((x0 * 35.28852779249952) / (Abs((124.00977066137001 + x1)) ^ Sin((x1 * Sqrt(Abs((Exp(x0) + -6.63406312033181))))))) + Sin((x0 * x0))),35.28852779249952;124.00977066137001;-6.63406312033181,23,1195268.0794046242,981482.2150815838,1903505.885659722,0.8470090990494975,0.8998540007717081,0.8586462444773286,1195268.0794046242,981482.2150815838,1903505.885659722,1195316.433691577,981530.5693685367,1903554.2399466748
