-- TINY GP (Julia version) --
SEED=-1
MAX_LEN=50
POPSIZE=500
DEPTH=5
CROSSOVER_PROB=0.900000
PMUT_PER_NODE=0.050000
GENERATIONS=200
TSIZE=2
----------------------------------
gen,fevals,best_fitness,dl,MSE_train,MSE_test,R2_train,R2_test,nll_train,nll_test,avg_len,avg_fitness,size,Expression
1,7132,76.546394,95.448204,0.28841174,0.3624123,0.79185754,0.42657882,76.546394,39.60521,6.132,Inf,9,"(X4 - (-68.00055 * sqrt(exp((-30.627062 / X4))))) [likelihood params: Float32[]]"
2,14281,76.03584,115.15171,0.27422962,0.4583611,0.80209255,0.2747653,76.03584,41.332287,5.88,Inf,16,"(sqrt((sqrt(X5) + (753.1394 * sqrt(exp((-25.07047 / X4)))))) + (sin(0.55109715) + -0.7471699)) [likelihood params: Float32[]]"
3,21210,76.03584,115.15171,0.27422962,0.4583611,0.80209255,0.2747653,76.03584,41.332287,6.062,Inf,16,"(sqrt((sqrt(X5) + (753.1394 * sqrt(exp((-25.07047 / X4)))))) + (sin(0.55109715) + -0.7471699)) [likelihood params: Float32[]]"
4,28385,75.63448,93.76856,0.26308075,0.17735142,0.8101385,0.7193885,75.63448,36.274113,6.438,Inf,9,"(exp((X3 * (0.024511592 * log(X5)))) * X4) [likelihood params: Float32[]]"
5,34836,75.63448,93.76856,0.26308075,0.17735142,0.8101385,0.7193885,75.63448,36.274113,6.8,Inf,9,"(exp((X3 * (0.024511592 * log(X5)))) * X4) [likelihood params: Float32[]]"
6,40940,74.93002,117.98133,0.24351256,0.14930676,0.8242606,0.7637617,74.93002,35.76931,6.986,Inf,17,"((-1.0169097 ^ (0.48436686 / X1)) * (X4 * (0.8933425 / exp((X3 * (-0.03331162 * log(X5))))))) [likelihood params: Float32[]]"
7,46979,74.93002,117.98133,0.24351256,0.14930676,0.8242606,0.7637617,74.93002,35.76931,7.646,Inf,17,"((-1.0169097 ^ (0.48436686 / X1)) * (X4 * (0.8933425 / exp((X3 * (-0.03331162 * log(X5))))))) [likelihood params: Float32[]]"
8,52741,73.2529,126.49375,0.19692574,0.103141,0.8578816,0.8368068,73.2529,34.938324,7.944,Inf,20,"(((sin(X2) / (X4 ^ (sqrt(X3) / X2))) * X1) - (((X4 - sqrt(0.004057777)) + X3) / 2.09508)) [likelihood params: Float32[]]"
9,58530,73.08678,90.82016,0.19231111,0.08335444,0.8612119,0.86811376,73.08678,34.58217,8.374,Inf,8,"(((1.1023899 + X4) / 2.3150854) * sqrt(X3)) [likelihood params: Float32[]]"
10,64337,73.08678,90.82016,0.19231111,0.08335444,0.8612119,0.86811376,73.08678,34.58217,8.864,Inf,8,"(((1.1023899 + X4) / 2.3150854) * sqrt(X3)) [likelihood params: Float32[]]"
11,70073,72.48456,89.032524,0.17558295,0.086705044,0.8732844,0.8628123,72.48456,34.64248,9.766,Inf,9,"((0.68255454 * (X4 + -0.17924704)) + (X3 * 0.36678702)) [likelihood params: Float32[]]"
12,75336,72.48456,89.032524,0.17558295,0.086705044,0.8732844,0.8628123,72.48456,34.64248,10.852,Inf,9,"((0.68255454 * (X4 + -0.17924704)) + (X3 * 0.36678702)) [likelihood params: Float32[]]"
13,80520,72.48456,89.032524,0.17558295,0.086705044,0.8732844,0.8628123,72.48456,34.64248,12.678,Inf,9,"((0.68255454 * (X4 + -0.17924704)) + (X3 * 0.36678702)) [likelihood params: Float32[]]"
14,85806,71.73086,112.232605,0.15464674,0.12125635,0.88839376,0.80814403,71.73086,35.2644,14.538,Inf,19,"((((0.2940422 * (((X4 * 1.4834785) - -2.3299463) + (X5 / 4344.5225))) * X4) + (X3 + 0.40041527)) / 2.9659154) [likelihood params: Float32[]]"
15,91664,71.73036,95.90179,0.15463299,0.12127766,0.88840365,0.8081103,71.73036,35.264786,15.902,Inf,13,"((((0.43623668 * (X4 + 1.5702341)) * X4) + (X3 + 0.40031382)) / 2.9655442) [likelihood params: Float32[]]"
16,98241,71.274055,124.99999,0.14195777,0.20160842,0.8975512,0.6810082,71.274055,36.71074,17.398,Inf,24,"((((0.2959137 * (((X4 * 1.8370421) - 0.5626733) + ((X3 * (-918.71844 * log(X5))) / 3974.6787))) * X4) + (X3 + 0.33096915)) / 2.077648) [likelihood params: Float32[]]"
17,104729,71.274055,124.99999,0.14195777,0.20160842,0.8975512,0.6810082,71.274055,36.71074,19.978,Inf,24,"((((0.2959137 * (((X4 * 1.8370421) - 0.5626733) + ((X3 * (-918.71844 * log(X5))) / 3974.6787))) * X4) + (X3 + 0.33096915)) / 2.077648) [likelihood params: Float32[]]"
18,111656,71.274055,124.99999,0.14195777,0.20160842,0.8975512,0.6810082,71.274055,36.71074,20.798,Inf,24,"((((0.2959137 * (((X4 * 1.8370421) - 0.5626733) + ((X3 * (-918.71844 * log(X5))) / 3974.6787))) * X4) + (X3 + 0.33096915)) / 2.077648) [likelihood params: Float32[]]"
19,118841,71.274055,124.99999,0.14195777,0.20160842,0.8975512,0.6810082,71.274055,36.71074,21.464,Inf,24,"((((0.2959137 * (((X4 * 1.8370421) - 0.5626733) + ((X3 * (-918.71844 * log(X5))) / 3974.6787))) * X4) + (X3 + 0.33096915)) / 2.077648) [likelihood params: Float32[]]"
