id,view,Expression,Numpy,theta,size,loss_train,loss_val,loss_test,maxloss,R2_train,R2_val,R2_test,mdl_train,mdl_val,mdl_test
0,0,8.319321428571413e-2,"t[0]",8.319321428571413e-2,1,2.199599845096372e-4,2.352894916046166e-4,1.5214261224679815e-4,2.352894916046166e-4,3.3306690738754696e-16,-5.696703781170598e-3,-5.956896212611085e-5,2.199599845096372e-4,2.352894916046166e-4,1.5214261224679815e-4
1,0,(0.7550692252748978 ^ (x0 + 7.868711350624094)),"t[0] ** (x[:, 0] + t[1])",0.7550692252748978;7.868711350624094,5,1.1223774211401242e-4,1.1154599106810504e-4,1.6902906724471268e-4,1.1154599106810504e-4,0.48973563366888284,0.5232195251383848,-0.11105714325852856,6.931584043341567,6.931583351590521,6.931640834666698
2,0,((-4.402506291281662 + Log(x0)) * -1.813555469795935e-2),"((t[0] + np.log(x[:, 0])) * t[1])",-4.402506291281662;-1.813555469795935e-2,6,1.0658549692375826e-4,1.0935876690662964e-4,1.515881022845814e-4,1.0935876690662964e-4,0.5154323311970941,0.5325683664938785,3.5853204321754095e-3,9.656734060101526,9.656736833371507,9.656779062706885
