id,Expression,theta,size,MSE_train,MSE_test,R2_train,R2_test
0,((((x3 * t0) * t1) + ((t2 + (Abs((Sin((x3 * t3)) + ((x4 - t4) - (x4 * t5)))) ^ x1)) + (x2 * t6))) + (Abs((t7 + x3)) ^ (Log(((Sqrt(Abs(Exp((Abs((Abs((x4 + x1)) ^ (t8 + x0))) ^ t9)))) + x1) - x1)) - t10))),0.7406123795058823;-0.8833203522679547;-0.8795228653661826;-6.480729032697609e-2;-1.0336561679376568;0.9541381827149376;0.36959869094353953;-2.6294736962835918e-2;-1.5165293892067673;0.9099987532588917;-1.0168284581193054,49,6.53776666547394e-2,0.21275652055608008,0.9528179024378025,0.663369281827207
