id,Expression,theta,size,MSE_train,MSE_test,R2_train,R2_test
0,(Abs((((((Sin(t0) * Sqrt(Abs((x3 + (t1 * x2))))) + (((t2 / Sqrt(Abs(Sin(x3)))) - t3) / Exp((Sqrt(Abs((t4 / (t5 - (t6 - x1))))) - t7)))) - t8) - (Abs(t9) ^ x4)) / (Sqrt(Abs(t10)) + t11))) ^ (Sqrt(Abs((Abs(Log(Exp(t12))) ^ x2))) - t13)),0.9207570459809531;0.5355740190361385;6.12137299921785e-2;-0.27596344031264447;-0.11776350431328186;-0.7621807351270111;0.4155531738535131;0.15756944411861667;-7.895578059347412e-2;9.725213592733829e-3;-0.8610106670553728;0.4750502496520178;1.3622294960621106;-1.0698433460417742,49,4.8840988964713054e-2,13.70536425410909,0.9294262899199037,-6.144898833978126
