id,Expression,theta,size,MSE_train,MSE_test,R2_train,R2_test
0,((Sqrt(Abs(Log((Abs((Abs(t0) ^ x3)) ^ (x2 - t1))))) - (Abs((Sqrt(Abs(((Log(x4) * x4) * (Exp(Log(Sin(x1))) + t2)))) * (Abs(Sqrt(Abs((t3 - t4)))) ^ x1))) ^ (Abs((Abs(t5) ^ x3)) ^ Exp(t6)))) - ((Abs((Sin(Sin(x3)) / (t7 * x3))) ^ t8) * t9)),0.2514698285587743;-9.085338444483006e-2;2.8683666181815253e-3;-0.12101468140214176;-0.19874861938968094;-0.707987934393369;0.7190334396571615;0.18538998427677203;-0.5902647369560566;-9.271244610634911e-2,48,5.551657055036432e-2,0.11944562871872533,0.958391292188972,0.841049261872709
