id,Expression,theta,size,MSE_train,MSE_test,R2_train,R2_test
0,(((Exp((x2 - (t0 + t1))) - (Abs((t2 + Exp(((Log(x4) + t3) + x2)))) ^ (t4 - Sqrt(Abs(((Sin(Exp(x1)) * t5) / t6)))))) + (Abs((Exp(t7) + x4)) ^ (Log(Sqrt(Abs((x3 / t8)))) - t9))) + ((t10 * x4) + Sqrt(Abs((Abs(t11) ^ x3))))),2.1111598271517273;2.4754656801544463;0.45811802914538474;-1.1324183089438127;0.4099836352686001;-0.7550156042922028;0.49587106172855816;0.13950712909740318;1.023734871372909;-0.1521540974954992;-0.22656841268662722;-0.6876757162773015,49,4.17677033311826e-2,427.13075322546285,0.9396469676783976,-221.67237587368956
