-- NEO GP (NSGA2)--
SEED=-1
MAX_LEN=50
POPSIZE=500
TOURNAMENT_SIZE=2
INITIAL_DEPTH=5
CROSSOVER_PROB=0.900000
PMUT_PER_NODE=0.050000
----------------------------------
gen,fevals,|bestfront|,bestloss,obj,nll,dl,func_compl,param_compl,FBF,MSE_train,MSE_test,R2_train,R2_test,size,expression
1,22852,5,7.803711,66.53668,7.803711,67.19803,41.446533,17.947784,66.53668,0.05984929,0.15044351,0.4726389,-0.074362636,18,"((abs((2.5265517 * (sin(0.4467474) / (0.05828396 * X49)))) ^ sin(log(abs(((0.00921349 * X50) - 98.42234))))) + -15.106408) NeoGP.GaussianLikelihood{Float32} Float32[0.24464107]"
2,41763,5,6.8356934,44.94001,6.8356934,54.115585,23.292873,23.987017,44.94001,0.059686545,0.1567676,0.47407293,-0.119524956,13,"(((-0.9815732 * X49) / ((77.69133 + (-0.03733361 * X20)) * -0.26276794)) + -14.72118) NeoGP.GaussianLikelihood{Float32} Float32[0.24430822]"
3,61710,5,15.570221,29.451664,15.570221,33.2916,6.931472,10.789906,29.451664,0.061171185,0.15091811,0.46099102,-0.077751994,5,"((0.0518972 * X49) - 15.207253) NeoGP.GaussianLikelihood{Float32} Float32[0.24732815]"
4,82583,6,15.570221,29.451664,15.570221,33.2916,6.931472,10.789906,29.451664,0.061171185,0.15091811,0.46099102,-0.077751994,5,"((0.0518972 * X49) - 15.207253) NeoGP.GaussianLikelihood{Float32} Float32[0.24732815]"
5,103712,6,15.570221,29.451664,15.570221,33.2916,6.931472,10.789906,29.451664,0.061171185,0.15091811,0.46099102,-0.077751994,5,"((0.0518972 * X49) - 15.207253) NeoGP.GaussianLikelihood{Float32} Float32[0.24732815]"
6,124552,8,-0.039093018,21.83035,-0.039093018,27.888992,14.334076,13.594009,21.83035,0.058543395,0.16571274,0.48414576,-0.18340492,8,"(abs((-0.0033794527 * X49)) ^ exp((0.0055062696 * X30))) NeoGP.GaussianLikelihood{Float32} Float32[0.24195746]"
7,147974,9,-0.039093018,21.83035,-0.039093018,27.888992,14.334076,13.594009,21.83035,0.058543395,0.16571274,0.48414576,-0.18340492,8,"(abs((-0.0033794527 * X49)) ^ exp((0.0055062696 * X30))) NeoGP.GaussianLikelihood{Float32} Float32[0.24195746]"
8,172299,14,-63.15033,14.570442,-63.15033,6.009755,55.262043,13.898042,14.570442,0.04902058,0.09053226,0.56805587,0.3534817,24,"((-0.014459692 * X57) + ((((0.06522687 * X49) + (-0.07942273 * X19)) + sqrt(abs((-0.16611977 - ((0.00017054728 * X52) - (0.02128532 * X56)))))) + -11.108053)) NeoGP.GaussianLikelihood{Float32} Float32[0.221406]"
9,200931,13,-127.65854,-13.244736,-127.65854,14.395966,82.00192,60.05258,-13.244736,0.040885787,0.07810862,0.6397355,0.44220263,33,"((abs((35004.727 * (1.0844346 / (317.4062 * X49)))) ^ sin((sin(((abs((-0.15399005 * X49)) ^ sin(log(abs(((0.25888455 * X50) - 2213.131))))) + -43.715977)) + ((-0.013056885 * X35) - (-0.12997487 * X6))))) + 2.2806346) NeoGP.GaussianLikelihood{Float32} Float32[0.2022023]"
10,229717,13,-108.03259,-55.83278,-108.03259,-60.90583,33.08047,14.046288,-55.83278,0.043206416,0.087493174,0.6192874,0.37518477,17,"((-0.0089282 * X57) + ((((0.051639248 * X49) + (-0.08920491 * X19)) + (0.02396295 * X47)) + -13.840815)) NeoGP.GaussianLikelihood{Float32} Float32[0.2078615]"
