-- NEO GP (NSGA2)--
SEED=-1
MAX_LEN=50
POPSIZE=500
TOURNAMENT_SIZE=2
INITIAL_DEPTH=5
CROSSOVER_PROB=0.900000
PMUT_PER_NODE=0.050000
----------------------------------
gen,fevals,|bestfront|,bestloss,obj,nll,dl,func_compl,param_compl,FBF,MSE_train,MSE_test,R2_train,R2_test,size,expression
1,21733,6,23.878967,74.68388,23.878967,91.8369,39.143948,28.813982,74.68388,0.06261772,0.15707494,0.44824493,-0.12171972,17,"sqrt(abs(((abs(log(abs(sqrt(abs((-5380.834 * X36)))))) ^ (-0.6606814 + sin((0.017424358 * X49)))) * (0.47272685 * X17)))) NeoGP.GaussianLikelihood{Float32} Float32[0.25023532]"
2,41772,8,26.031494,68.37288,26.031494,73.57895,30.761145,16.78631,68.37288,0.06299801,0.15956345,0.44489396,-0.13949096,14,"sqrt(abs(((abs(log(abs(2569.1924))) ^ (-0.6729233 + sin((0.017221507 * X49)))) * (0.59126204 * X17)))) NeoGP.GaussianLikelihood{Float32} Float32[0.2509941]"
3,60792,9,26.031494,68.37288,26.031494,73.57895,30.761145,16.78631,68.37288,0.06299801,0.15956345,0.44489396,-0.13949096,14,"sqrt(abs(((abs(log(abs(2569.1924))) ^ (-0.6729233 + sin((0.017221507 * X49)))) * (0.59126204 * X17)))) NeoGP.GaussianLikelihood{Float32} Float32[0.2509941]"
4,80663,7,15.570251,29.451694,15.570251,33.293663,6.931472,10.79194,29.451694,0.061171193,0.15094565,0.46099097,-0.07794857,5,"((0.051919498 * X49) - 15.215065) NeoGP.GaussianLikelihood{Float32} Float32[0.24732819]"
5,104767,7,15.570251,29.451694,15.570251,33.293663,6.931472,10.79194,29.451694,0.061171193,0.15094565,0.46099097,-0.07794857,5,"((0.051919498 * X49) - 15.215065) NeoGP.GaussianLikelihood{Float32} Float32[0.24732819]"
6,130401,12,-50.166595,15.345604,-50.166595,18.406929,46.0517,22.521824,15.345604,0.050844025,0.13837877,0.55198866,0.011795282,20,"sqrt(abs(((abs(log(abs(240.59927))) ^ (((0.008606769 * X31) + (0.013549558 * X38)) + sin((0.01784872 * X49)))) * (0.3118953 * 0.14626788)))) NeoGP.GaussianLikelihood{Float32} Float32[0.2254862]"
7,156652,12,-41.336884,-3.937252,-41.336884,-4.9666843,23.292873,13.077326,-3.937252,0.05212268,0.14345916,0.54072183,-0.02448535,13,"((((0.031486094 * X31) - 15.584852) - (-0.03005404 * X32)) - (0.07366455 * X6)) NeoGP.GaussianLikelihood{Float32} Float32[0.22830385]"
8,186161,12,-31.782623,-6.0605373,-31.782623,-6.2834854,14.4849415,11.014196,-6.0605373,0.053542502,0.15834703,0.5282111,-0.13080406,9,"((-19.224422 - (-0.022174224 * X31)) - (-0.041582257 * X49)) NeoGP.GaussianLikelihood{Float32} Float32[0.23139252]"
9,214613,14,-31.782684,-6.0605965,-31.782684,-5.3412857,14.4849415,11.956457,-6.0605965,0.05354249,0.15834716,0.5282112,-0.13080502,9,"((0.041582316 * X49) + ((0.022174211 * X31) + -19.22444)) NeoGP.GaussianLikelihood{Float32} Float32[0.23139252]"
10,241880,16,-31.782684,-6.0605965,-31.782684,-5.3412857,14.4849415,11.956457,-6.0605965,0.05354249,0.15834716,0.5282112,-0.13080502,9,"((0.041582316 * X49) + ((0.022174211 * X31) + -19.22444)) NeoGP.GaussianLikelihood{Float32} Float32[0.23139252]"
11,270537,18,-36.324036,-6.9989796,-36.324036,-6.418627,17.917595,11.987814,-6.9989796,0.052862853,0.15329462,0.53419983,-0.094723344,10,"exp(((0.014039339 * X49) + ((0.007496468 * X31) + -6.411734))) NeoGP.GaussianLikelihood{Float32} Float32[0.22991914]"
12,299381,19,-80.2287,-20.404816,-80.2287,-18.865786,41.74727,19.615644,-20.404816,0.046721276,0.09674709,0.5883162,0.30909967,19,"(((abs(log(abs(6.891954))) ^ ((-0.0045068488 * X31) + sin((0.0059485068 * X49)))) * (-0.12802549 * X17)) + (0.031597458 * X49)) NeoGP.GaussianLikelihood{Float32} Float32[0.21615104]"
13,328236,17,-105.08255,-52.99337,-105.08255,-57.103836,33.08047,14.898237,-52.99337,0.04356645,0.089355566,0.61611485,0.36188483,17,"((0.041066058 * X49) - ((((-0.027915576 * X31) - -18.603685) - (-0.0063037835 * X57)) - (-0.16065904 * X37))) NeoGP.GaussianLikelihood{Float32} Float32[0.20872581]"
14,357844,18,-105.08255,-52.99337,-105.08255,-57.103836,33.08047,14.898237,-52.99337,0.04356645,0.089355566,0.61611485,0.36188483,17,"((0.041066058 * X49) - ((((-0.027915576 * X31) - -18.603685) - (-0.0063037835 * X57)) - (-0.16065904 * X37))) NeoGP.GaussianLikelihood{Float32} Float32[0.20872581]"
