gen,MSE_train_median,MSE_train_p5,MSE_train_p10,MSE_train_p90,MSE_train_p95,MSE_test_median,MSE_test_p5,MSE_test_p10,MSE_test_p90,MSE_test_p95,nll_train_median,nll_train_p5,nll_train_p10,nll_train_p90,nll_train_p95,dl_median,dl_p5,dl_p10,dl_p90,dl_p95,func_compl_median,func_compl_p5,func_compl_p10,func_compl_p90,func_compl_p95,param_compl_median,param_compl_p5,param_compl_p10,param_compl_p90,param_compl_p95,size_median,size_p5,size_p10,size_p90,size_p95,avg_len_median,avg_len_p5,avg_len_p10,avg_len_p90,avg_len_p95
1,0.78247803,0.50076205,0.5109163,0.8416985,0.8599648,0.7592846,0.5089119,0.514515,0.8459977,0.925681,863.3317,715.77527,722.4702,888.9588,896.1189,873.64844,727.8547,745.8975,904.7127,916.8532,5.5451775,3.295837,3.295837,28.56392,33.570534,5.2026987,3.0486646,4.8360987,9.093186,9.181668,4,3,3,13,14,5.946,5.6,5.756,6.166,6.172
2,0.73899114,0.47532555,0.50076205,0.81371367,0.8416985,0.7592846,0.49462968,0.5093394,0.8459909,0.84599143,845.5584,698.38965,715.77527,877.68207,888.9588,863.5373,727.8547,729.6802,886.2759,897.23895,6.931472,3.295837,3.295837,21.405012,22.873857,5.629593,4.6971197,5.0234814,10.902972,11.101614,5,3,3,11,11,5.248,4.964,5.042,5.604,5.67
3,0.71007735,0.4328695,0.47639936,0.7838898,0.78389037,0.6922953,0.45711648,0.50867355,0.8459446,0.84594965,831.0,666.18585,698.38965,865.2291,865.2294,852.5909,700.63495,727.8628,873.64886,882.3194,8.04719,3.295837,3.295837,21.405012,21.405012,5.9237742,3.0486627,4.697228,10.902972,11.101614,5,3,3,11,11,4.62,4.024,4.218,5.05,5.132
4,0.6888875,0.4328695,0.47639936,0.7838898,0.7838898,0.65513414,0.45711648,0.50867355,0.84558326,0.8459446,820.9115,666.18585,698.39,865.2291,865.2291,841.60364,700.63495,727.8547,873.6477,882.3194,8.04719,3.295837,3.295837,21.405012,21.405012,6.465314,3.0486627,4.697228,10.902972,11.101614,5,3,3,11,11,3.656,3.176,3.284,4.248,4.286
5,0.6150024,0.4328695,0.45667598,0.7838898,0.78388995,0.5849952,0.4556882,0.49462944,0.84558326,0.8459163,783.1321,666.18585,685.041,865.2291,865.22925,817.58,696.6835,704.1381,873.6477,882.3194,8.04719,3.295837,3.295837,24.16947,27.03274,6.534237,3.0486627,4.697228,12.224416,12.617743,5,3,3,11,13,2.83,2.128,2.442,3.332,3.406
6,0.598059,0.43221977,0.43376046,0.78247833,0.7838898,0.5456048,0.40306693,0.45711648,0.84079254,0.84558326,774.991,665.6856,667.8719,863.33185,865.2291,789.66943,696.27264,703.3094,871.8056,873.6477,9.656628,3.295837,5.5451775,24.16947,27.03274,6.9555206,3.0486648,4.984335,11.267979,12.617743,6,3,4,11,13,2.332,1.53,1.894,2.924,2.93
7,0.5963119,0.43221977,0.43376046,0.76643574,0.7838898,0.5268105,0.40306693,0.45711648,0.8407782,0.84079254,774.0154,665.6856,667.8719,856.4336,865.2291,786.8354,696.27264,703.3094,867.08856,873.6477,9.656628,3.295837,5.5451775,21.501114,24.16947,7.0159283,3.0486648,4.6972466,11.604037,12.617743,6,3,4,11,12,2.182,1.324,1.576,2.742,2.794
8,0.5294653,0.43221977,0.43376046,0.76643574,0.7838898,0.5190685,0.40306693,0.4556882,0.8334625,0.8407782,734.3635,665.6856,667.8719,856.4336,865.2291,767.4687,696.27264,703.3094,866.676,873.6477,9.656628,3.295837,5.5451775,21.501114,22.873857,7.249667,4.6972466,4.946924,11.604037,12.534586,6,3,4,11,11,2.264,1.206,1.48,2.972,3.162
9,0.50415987,0.43221977,0.4328695,0.76643574,0.7838898,0.5157249,0.40306693,0.42429543,0.8192116,0.8407782,716.9541,665.6856,667.1603,856.4336,865.2291,738.31036,696.27264,703.3055,866.676,873.6477,11.090355,3.295837,5.5451775,22.873857,24.16947,8.405835,4.6972466,4.984335,13.080273,13.740123,7,3,4,11,13,2.342,1.234,1.564,3.58,3.668
10,0.50076205,0.36255231,0.41029453,0.7664356,0.7838898,0.5145141,0.3940775,0.4104519,0.81920373,0.8407782,715.77527,608.0674,648.35004,856.4336,865.2291,737.5217,637.8128,696.27264,866.676,873.6477,11.266066,3.295837,5.5451775,27.03274,28.56392,8.681758,4.946924,5.1227155,13.029455,13.080273,7,3,4,13,13,2.628,1.204,1.68,4.162,4.2
11,0.50076205,0.36255231,0.36432576,0.7664358,0.7838898,0.50756645,0.38830206,0.3940775,0.8192029,0.84078074,715.77527,608.0674,609.69476,856.4336,865.2291,727.8547,637.8128,649.69055,866.67596,873.6477,12.875504,3.295837,5.5451775,35.026382,37.429947,8.908674,4.946924,5.1227155,13.029455,13.619398,8,3,4,18,18,3.062,1.28,1.756,4.59,4.708
12,0.47757798,0.36255214,0.36432576,0.7664358,0.7838898,0.4946296,0.38830206,0.3940775,0.7275051,0.8192029,699.96625,608.06726,609.69476,856.4336,865.2291,719.0629,637.81226,649.69055,866.67596,873.6477,12.875504,3.295837,5.5451775,35.026382,37.429947,8.681758,4.946924,5.1227155,13.06658,13.619398,8,3,4,18,18,3.408,1.358,1.984,5.664,5.698
13,0.4566759,0.32301897,0.35593987,0.7664358,0.7838898,0.4946296,0.3317743,0.36276153,0.7275051,0.8192029,685.0409,569.56226,601.828,856.4336,865.2291,704.1381,605.862,619.5945,866.67596,873.6477,12.875504,3.295837,5.5451775,33.271065,40.864113,8.631793,4.984335,6.299201,13.619251,16.0019,8,3,4,16,21,3.748,1.47,2.062,6.168,6.398
14,0.4566759,0.29332528,0.32301897,0.7664358,0.7838898,0.49462944,0.31646913,0.33077,0.7275051,0.8192029,685.0409,537.4032,569.56226,856.4336,865.2291,702.8732,595.2396,605.862,866.67596,873.6477,17.917595,3.295837,5.5451775,33.271065,40.864113,8.908674,4.984335,5.1227155,15.775548,16.320038,10,3,4,16,21,4.392,1.614,2.274,6.958,7.038
15,0.43687084,0.28497767,0.310253,0.7664353,0.7838898,0.47565362,0.29362908,0.33163887,0.7275051,0.81920654,670.25476,526.9834,555.28076,856.4335,865.2291,696.8573,590.76855,596.74713,866.6759,873.6477,17.703817,3.295837,5.5451775,33.798195,40.864113,8.779973,4.984335,5.3600154,14.218232,15.997279,10,3,4,21,21,4.822,1.672,2.546,7.502,7.704
16,0.43286934,0.28497294,0.30691332,0.7664353,0.7838898,0.47565362,0.29066527,0.31646952,0.7275051,0.81920654,666.1858,526.9778,551.6768,856.4335,865.2291,693.6154,587.3964,595.2396,866.6759,873.6477,19.4591,3.295837,5.5451775,34.04343,40.864113,9.43775,4.984335,5.1227155,14.218232,15.091216,11,3,4,19,21,5.666,1.882,2.81,7.932,7.958
17,0.43286934,0.24183053,0.26299462,0.7664353,0.7838896,0.4723493,0.23844194,0.24629386,0.7275051,0.81920654,666.1858,472.31354,501.0022,856.4335,865.22906,693.6154,538.3555,565.0951,866.6759,873.64764,19.709354,3.295837,5.5451775,43.668274,57.56463,9.746607,4.984335,5.1227374,18.838764,22.373705,11,3,4,21,25,6.34,1.952,3.19,9.07,9.14
18,0.41837454,0.24026768,0.26299465,0.52028555,0.7838896,0.4723493,0.23844224,0.24616274,0.5456615,0.7275051,655.8274,470.86047,501.0022,728.53064,865.22906,689.7716,530.73236,565.0951,761.12006,873.64764,21.405012,3.295837,6.931472,51.98604,57.56463,10.932363,5.052441,6.371681,22.26269,25.091803,11,3,5,25,25,6.826,1.97,3.214,10.306,11.488
19,0.41365844,0.21174821,0.24535452,0.5265098,0.7838896,0.46384043,0.20896295,0.24086459,0.5508186,0.7275051,651.64886,428.72083,477.84747,732.49664,865.22906,689.7716,519.60095,528.9077,753.5706,873.64764,21.501114,3.295837,6.931472,57.56463,66.54213,12.091098,5.1227374,6.5117593,24.337988,25.820232,12,3,5,25,32,7.858,2.156,3.342,12.414,13.596
20,0.41365844,0.21507776,0.24535452,0.5265098,0.7838897,0.41434595,0.21243036,0.24086714,0.5508186,0.7275051,651.64886,433.924,477.84747,732.49664,865.2291,681.6582,516.93134,529.00354,753.5706,873.6476,22.532131,3.295837,6.931472,60.323215,70.052765,12.091098,4.666503,5.1226263,25.4564,25.996645,14,3,5,32,36,8.514,2.3,3.78,13.798,15.92
21,0.35033408,0.21364176,0.2268511,0.52612334,0.7838897,0.39751974,0.22255293,0.23062308,0.5508185,0.7275051,596.6345,431.68985,451.02045,732.25183,865.2291,663.53235,509.2882,528.86005,745.72516,873.6476,19.4591,3.295837,5.5451775,70.052765,70.052765,11.656508,4.984335,6.3716116,31.555817,32.20405,10,3,4,35,36,9.65,2.492,4.238,15.834,17.948
22,0.34114185,0.21364176,0.2268511,0.51091635,0.7838897,0.3865759,0.22255293,0.23057579,0.5508185,0.7275051,587.7671,431.68985,451.02045,722.47034,865.2291,633.5878,509.2882,528.86005,742.10223,873.6476,23.350922,3.295837,5.5451775,64.215034,70.052765,11.656508,3.0479121,5.1226263,31.395096,32.20405,13,3,4,35,35,11.25,2.646,4.732,18.188,20.29
23,0.34114185,0.19376986,0.21843742,0.51091635,0.7838897,0.3514511,0.20427601,0.22737536,0.50865597,0.7275051,587.7671,399.13046,439.0932,722.47034,865.2291,633.5878,498.55908,509.2882,742.10223,873.6476,31.134562,3.295837,6.931472,64.215034,70.052765,13.101642,4.984335,6.5117593,27.768816,31.395096,16,3,5,34,35,12.276,2.79,5.134,20.116,21.548
24,0.31871125,0.19673376,0.21364176,0.51091635,0.7838902,0.34722316,0.19800666,0.2233263,0.50865597,0.7275265,565.08484,404.19305,431.68985,722.47034,865.2293,622.7725,494.29614,509.2882,742.10223,873.64716,31.134562,3.295837,6.931472,64.215034,68.10686,11.961835,4.9831724,6.5117593,25.6356,27.768816,17,3,5,34,35,14.046,2.71,5.402,21.46,23.154
25,0.32863393,0.1882039,0.19564222,0.51091635,0.7838902,0.3085043,0.18959226,0.22110963,0.5042245,0.72752774,575.3096,389.41052,402.33752,722.47034,865.2293,622.7725,493.75787,494.7731,735.9136,873.64716,40.864113,3.295837,6.931472,72.78046,81.728226,14.748079,5.1220207,6.5117593,27.768816,30.509144,21,3,5,36,42,15.014,2.954,6.076,23.39,23.632
26,0.28672618,0.1882039,0.19711971,0.5109163,0.7838902,0.2977986,0.18802632,0.19149981,0.5042245,0.72752774,529.8146,389.41052,404.84668,722.4702,865.2293,622.7725,493.16266,494.7731,734.62506,873.64716,42.810024,3.295837,5.5451775,77.8364,81.728226,15.708817,5.1220207,6.609666,30.763498,31.544525,22,3,4,40,42,16.37,2.926,6.474,23.384,25.134
27,0.28672618,0.17428046,0.1882039,0.5109163,0.7838906,0.3033548,0.17446773,0.18802632,0.5042245,0.72752774,529.8146,363.7777,389.41052,722.4702,865.2295,606.6309,455.08377,494.7731,734.62506,873.64484,42.810024,3.295837,5.5451775,81.728226,93.40369,15.708817,5.1195025,6.609666,33.68733,34.638336,22,3,4,42,46,17.662,2.836,7.186,25.032,25.828
28,0.27522916,0.17428046,0.18945502,0.5109163,0.7838906,0.2813724,0.17445503,0.18802632,0.49490038,0.72752774,516.16656,363.7777,391.03302,722.4702,865.2295,570.60803,455.08377,486.17557,734.62506,873.64484,42.810024,3.295837,10.750557,75.890495,77.8364,17.599285,5.1195025,6.609666,32.217415,33.68733,22,3,6,39,40,18.926,2.868,7.872,25.552,26.774
29,0.25967687,0.16936022,0.18885863,0.5109163,0.7838906,0.27496782,0.17398113,0.18802632,0.49490038,0.72752774,496.7682,354.22693,389.98315,722.4702,865.2295,569.94666,447.35956,485.9831,734.62506,873.64484,49.906597,3.295837,10.750557,75.890495,89.51186,18.192886,5.1195025,6.609666,33.68733,33.75898,24,3,6,39,46,20.896,2.932,8.23,27.43,28.964
30,0.23036191,0.16459899,0.17219967,0.5109163,0.5137497,0.24940567,0.17445503,0.18802632,0.49490038,0.5353941,456.81946,344.20013,359.23254,722.4702,724.3147,537.7263,442.90112,469.92166,734.62506,752.38855,52.539574,5.5451775,20.922693,74.705635,89.51186,18.510551,6.609666,9.237068,33.68733,33.75898,27,4,13,38,46,22.016,2.892,8.618,28.006,29.82
31,0.23036191,0.16459899,0.17219967,0.5109163,0.5137497,0.23213157,0.17296825,0.17735755,0.49490038,0.5353941,456.81946,344.20013,359.23254,722.4702,724.3147,529.7764,439.8657,469.68646,734.62506,752.38855,54.485485,5.5451775,20.922693,74.705635,87.565956,21.922667,6.609666,9.237068,33.75898,33.86808,28,4,13,38,45,22.46,2.892,8.758,29.812,31.302
