Complexity,Loss,Equation
1,8164.348,"340.27826"
3,5318.6284,"x10 + -239.926"
4,4904.5693,"sqrtabs(x7 * 9988.949)"
5,4527.7246,"529.64655 - (2093.88 / x7)"
6,4449.34,"sqrtabs(x7 * (x10 * 16.924372))"
7,4118.892,"((x9 * x1) + x10) - 309.80762"
9,3855.912,"((x9 * (x16 * 0.26717743)) - 337.71558) + x10"
10,3758.0989,"sqrtabs((((x0 - x7) * 20.547796) - x10) * 459.91534)"
12,3426.9773,"(((sin(x9 * 46.31274) + x9) * 37.2757) + x10) - 309.80762"
15,3173.2524,"sqrtabs((((x0 - x7) * (sqrtabs(x10) + (x9 * -0.9822082))) - x10) * 459.91534)"
18,3162.0667,"(((sin(sin(x9 * x9) * x9) + x9) * (x1 + sin(x9))) - 302.4557) + x10"
21,2931.382,"(0.6945562 + ((sin(x9 * sin(x9 * x9)) * x1) + (((x9 * x1) * 0.6945562) - 279.60797))) + x10"
22,2926.8628,"(sin(x1) + ((sin(x9 * sin(x9 * x9)) * x1) + (((x9 * x1) * 0.6945562) - 279.60797))) + x10"
24,2924.5815,"(sin(x9 * x9) + ((sin(x9 * sin(x9 * x9)) * x1) + (((x9 * x1) * 0.6945562) - 279.60797))) + x10"
27,2921.2832,"(sin(x9 * sin(x9 * x9)) + ((sin(sin(x9 * x9) * x9) * x1) + (((x9 * x1) * 0.6945562) - 279.60797))) + x10"
28,2919.1511,"((x9 * sin(sin(x9 * x9))) + ((sin(x9 * sin(sin(x9 * x9))) * x1) + (((x9 * x1) * 0.6945562) - 279.60797))) + x10"
38,2756.5554,"((((x9 - 4.8257675) - ((4.700655 - ((-36.578335 / x9) * sin(x9 * 7.7450714))) / 34.632847)) - (((x9 / (x7 * -47.33803)) * (276.0961 - x10)) * 1.3369427)) * 91.92946) + (((x10 - -36.24826) - x9) - -117.87583)"
40,2672.7126,"sqrtabs(x7 * ((((x9 * -7707.31) + -33821.67) + (x19 * 665.0442)) + ((x6 + (((x9 + x6) * ((x9 + 119.707664) * x9)) + -18028.172)) + (((x9 + (x9 * x9)) + x6) * ((x9 * x9) + -581.7927)))))"
44,2672.3826,"sqrtabs(x7 * ((((x9 * -7707.31) + -33821.67) + (x19 * 665.0442)) + (((powabs(x9, -15.912387) * -15369.42) + (((x9 + x6) * ((x9 + 119.707664) * x9)) + -18028.172)) + (((x9 + (x9 * x9)) + x6) * ((x9 * x9) + -581.7927)))))"
46,2671.1406,"sqrtabs(x7 * (((x6 + ((x9 * -7707.31) + -33821.67)) + (x19 * 665.0442)) + (((powabs(x9, -15.912387) * -15369.42) + (((x9 + x6) * ((x9 + 119.707664) * x9)) + -18028.172)) + (((x9 + (x9 * x9)) + x6) * ((x9 * x9) + -581.7927)))))"
