-- TINY GP (Julia version) --
SEED=-1
MAX_LEN=50
POPSIZE=500
DEPTH=5
CROSSOVER_PROB=0.900000
PMUT_PER_NODE=0.050000
GENERATIONS=200
TSIZE=2
----------------------------------
gen,fevals,best_fitness,dl,MSE_train,MSE_test,R2_train,R2_test,nll_train,nll_test,avg_len,avg_fitness,size,Expression
1,7711,120.357765,166.5713,5.0397096,5.8468065,0.7862201,0.30862236,120.357765,65.31981,6.052,Inf,19,"(((-1.8603433 + (-0.044946503 * X2)) / -0.1359095) + ((1.8537403 - X1) * (-14.737061 / (X2 - (0.69120693 + -0.3852664))))) [likelihood params: Float32[]]"
2,15287,120.357765,166.5713,5.0397096,5.8468065,0.7862201,0.30862236,120.357765,65.31981,5.912,Inf,19,"(((-1.8603433 + (-0.044946503 * X2)) / -0.1359095) + ((1.8537403 - X1) * (-14.737061 / (X2 - (0.69120693 + -0.3852664))))) [likelihood params: Float32[]]"
3,22599,120.357765,166.5713,5.0397096,5.8468065,0.7862201,0.30862236,120.357765,65.31981,5.96,Inf,19,"(((-1.8603433 + (-0.044946503 * X2)) / -0.1359095) + ((1.8537403 - X1) * (-14.737061 / (X2 - (0.69120693 + -0.3852664))))) [likelihood params: Float32[]]"
4,30562,108.59983,156.52238,4.3678274,4.6768136,0.8147207,0.4469726,108.59983,55.37487,6.378,Inf,19,"(((X1 + (-0.41769102 * X2)) / -0.2737471) + ((0.09166838 - X1) * (-51.27142 / (X2 - (0.48842362 + -0.5880515))))) [likelihood params: Float32[]]"
5,38941,108.12949,155.79956,4.340951,4.6350455,0.81586075,0.45191163,108.12949,55.019844,7.048,Inf,19,"(((X1 + (-0.35839882 * X2)) / -0.23330237) + ((0.0990073 - X1) * (-62.021027 / (X2 - (0.12005505 + -0.95642024))))) [likelihood params: Float32[]]"
6,47904,107.89931,152.82874,4.3277974,4.6446643,0.8164187,0.45077425,107.89931,55.1016,7.86,Inf,19,"(((X1 + (-0.29022768 * X2)) / -0.18725328) + ((0.1022987 - X1) * (-82.86239 / (X2 - (-0.5607414 + -1.6372274))))) [likelihood params: Float32[]]"
7,57280,107.89931,152.82874,4.3277974,4.6446643,0.8164187,0.45077425,107.89931,55.1016,8.486,Inf,19,"(((X1 + (-0.29022768 * X2)) / -0.18725328) + ((0.1022987 - X1) * (-82.86239 / (X2 - (-0.5607414 + -1.6372274))))) [likelihood params: Float32[]]"
8,67036,101.526436,163.95728,3.9636335,5.0732656,0.8318662,0.40009266,101.526436,58.744713,9.42,Inf,22,"(((446851.53 + (142602.14 * X2)) / 135554.31) + ((12.514859 - (0.8394024 * X2)) * ((X1 + -0.32681513) / sqrt((X1 + 0.75055087))))) [likelihood params: Float32[]]"
9,77558,101.526436,163.95728,3.9636335,5.0732656,0.8318662,0.40009266,101.526436,58.744713,11.186,Inf,22,"(((446851.53 + (142602.14 * X2)) / 135554.31) + ((12.514859 - (0.8394024 * X2)) * ((X1 + -0.32681513) / sqrt((X1 + 0.75055087))))) [likelihood params: Float32[]]"
10,89059,101.40605,163.86523,3.9567544,5.0939927,0.832158,0.39764166,101.40605,58.920895,13.164,Inf,22,"(((479473.2 + (61962.953 * X2)) / 74209.664) + ((11.579178 - (0.7709412 * X2)) * ((X1 + -0.6194499) / sqrt((X1 + 0.83512443))))) [likelihood params: Float32[]]"
