gen,MSE_train_median,MSE_train_p5,MSE_train_p10,MSE_train_p90,MSE_train_p95,MSE_test_median,MSE_test_p5,MSE_test_p10,MSE_test_p90,MSE_test_p95,nll_train_median,nll_train_p5,nll_train_p10,nll_train_p90,nll_train_p95,dl_median,dl_p5,dl_p10,dl_p90,dl_p95,func_compl_median,func_compl_p5,func_compl_p10,func_compl_p90,func_compl_p95,param_compl_median,param_compl_p5,param_compl_p10,param_compl_p90,param_compl_p95,size_median,size_p5,size_p10,size_p90,size_p95,avg_len_median,avg_len_p5,avg_len_p10,avg_len_p90,avg_len_p95
1,6.338636,5.0210686,5.149693,8.116458,8.478268,9.13017,4.6093616,4.7970786,10.964867,12.01002,82.85476,78.35184,78.72482,88.47688,88.611084,109.88933,95.16598,97.62924,133.33577,134.9931,19.709354,6.931472,6.931472,43.944492,46.141716,5.9942183,3.4318113,3.454127,8.166307,11.546526,10,5,5,20,21,6.048,5.624,5.778,6.31,6.354
2,5.7653527,4.4245605,5.0281005,7.2256536,7.2726235,6.497881,4.668756,4.816477,11.234722,13.5589695,81.2338,76.66524,77.92609,85.62538,87.3111,110.33183,96.71856,98.698166,128.09447,133.88852,20.794415,9.656628,9.656628,43.944492,46.141716,6.193173,2.7733498,4.180845,7.9727407,8.166307,11,6,6,20,21,5.732,5.314,5.454,6.174,6.198
3,5.4939795,4.3400874,4.766488,6.992655,7.047489,6.3850574,4.5919294,4.668756,11.234722,11.762961,79.9917,76.66524,77.92609,84.65233,85.290535,112.64343,96.403786,97.501495,133.29948,134.9931,25.296831,10.750557,11.266066,46.141716,50.536167,6.605287,3.3066404,5.0880375,8.972497,9.232119,13,6,7,21,23,5.876,5.33,5.424,6.33,6.384
4,5.2195477,4.1512456,4.6213717,6.095379,6.28864,7.1491747,4.534584,5.324128,9.634241,11.234722,78.760895,75.22753,76.66524,82.82106,84.65233,112.64343,95.90274,96.45829,140.06255,140.98654,26.366695,11.266066,12.542316,50.65687,51.98604,7.1932316,2.7733498,4.9450474,9.491535,10.273147,13,7,7,23,25,6.134,5.546,5.628,7.192,7.304
5,5.0716624,4.1210537,4.1512456,5.7653527,6.095379,6.2424326,4.1284213,5.0013304,12.339431,17.296217,78.46376,75.214096,76.05675,82.643906,82.82105,114.49995,95.97662,96.403786,133.16757,140.98654,25.296831,11.266066,12.542316,50.536167,50.65687,7.346494,4.576912,5.664736,10.827101,14.848123,13,7,7,22,23,6.84,5.7,6.136,8.07,8.422
6,4.8844414,3.5726166,4.102397,5.342437,6.095379,6.447482,4.666589,5.140062,22.742098,24.236673,77.51942,73.03598,75.20684,81.1248,82.54669,117.99877,96.21948,101.44836,140.6914,140.98654,31.134562,11.266066,19.4591,50.593662,50.65687,7.634525,5.2940903,5.8927197,12.116515,14.848123,16,7,10,23,26,7.462,6.292,6.68,9.072,9.812
7,4.5966864,3.5726166,4.102397,5.2665124,5.342437,6.6194277,5.140062,5.5221534,22.742098,24.236673,77.48841,73.03352,73.82898,80.02724,81.1248,116.26321,97.571846,101.44836,137.51125,154.781,29.11218,14.334076,17.703817,50.65687,52.959457,7.8941298,5.8927197,6.0147147,14.848123,20.027256,15,8,10,23,26,8.564,6.308,6.976,10.404,10.666
8,4.4482594,3.54226,3.990217,5.07466,5.2665124,6.557794,4.783308,5.32434,13.914925,22.742098,76.29138,71.76929,73.03598,79.20387,81.1248,119.51234,100.532616,107.14457,154.781,158.0189,33.271065,15.567281,22.873857,58.22436,64.74317,8.24405,5.3883877,5.763369,26.761074,32.48971,16,8,11,27,28,9.508,7.08,7.58,11.77,12.048
9,4.3237348,3.3786182,3.7502742,4.835312,5.0716624,6.436099,4.680995,5.32434,9.957343,9.959182,75.68338,71.27577,72.93188,79.162506,79.20387,126.02188,102.92404,107.37988,155.5,169.24509,41.58883,19.709354,22.873857,66.77497,81.52844,8.573074,4.096364,4.842837,14.286853,16.619612,20,11,11,29,34,10.914,7.832,8.462,13.72,13.954
10,4.23789,3.1975522,3.3858688,4.797462,4.9608893,6.465483,4.6808734,5.3243074,9.959182,11.080876,75.023865,71.24078,72.93187,79.031586,79.20387,129.19844,106.94755,111.4992,169.24509,196.3764,45.747715,22.873857,26.366695,81.52844,98.87511,9.299464,4.577177,5.9090366,24.431889,33.646637,21,11,13,34,45,12.036,8.88,9.44,15.21,16.084
11,4.1958704,3.1566403,3.3786182,4.797462,4.9608893,6.346003,4.6808734,5.340848,9.139483,9.97512,74.76002,71.21136,72.79303,78.8105,78.833786,131.10641,106.94755,111.256,176.46269,193.5278,47.827156,22.873857,26.366695,87.49823,96.67788,10.257827,5.695526,6.1798615,21.645683,31.668161,23,11,13,38,44,13.486,9.082,10.59,17.058,17.16
12,4.1512456,3.1552088,3.3786163,4.6485286,4.6561418,6.286217,4.523094,4.8434134,10.632452,13.589908,74.40645,71.111084,72.67018,78.64743,78.833786,146.4418,103.500595,118.23651,193.5278,209.87477,57.12784,21.501114,33.08047,75.985306,98.87511,10.272436,5.946953,7.0830073,37.134388,45.748123,26,12,16,33,45,15.142,10.428,11.808,18.998,19.722
13,4.066327,3.1550474,3.3109386,4.4037576,4.6485286,6.3421435,4.828161,5.140062,14.037928,14.4742365,74.2108,70.6144,71.07971,78.64743,78.833786,146.4418,114.49995,120.21511,205.05667,208.90051,58.22436,26.366695,37.352818,101.31374,107.664,12.224017,5.969195,7.6696653,31.466091,61.124626,28,12,17,45,48,16.856,11.722,13.668,21.162,21.308
14,3.9060535,2.9617682,3.15408,4.4037576,4.620008,6.9090457,4.828161,5.1383247,11.2863455,24.162296,73.91458,70.6144,70.894394,75.72022,76.985115,155.60376,120.21511,121.975914,205.05667,231.64809,68.621574,35.155594,39.509388,101.072334,101.31374,12.518719,7.0830073,7.6696653,45.01912,61.124626,29,16,18,45,46,18.754,12.442,15.068,23.672,24.402
15,3.7982757,2.9617667,3.0881152,4.4037576,4.5300093,6.7389545,4.858179,5.0554094,24.575535,35.616695,73.534164,70.6144,70.7657,75.049126,75.076866,173.09264,113.88995,121.76928,203.869,231.29062,82.89307,33.08047,39.55004,107.664,108.2215,12.501438,7.0830073,7.442612,33.03163,44.661907,35,17,18,47,47,20.952,13.632,16.63,25.082,26.472
