Complexity,Loss,Equation
1,143012.22,"1663.2836"
3,36264.66,"576.85785 / x3"
5,14293.892,"(977.6081 / x3) - 1186.8351"
7,9725.862,"(866.32526 / x3) + (-777.904 - x0)"
9,4265.8525,"(1.0595931e6 / (x0 + 317.7699)) * (x4 - 3.077577)"
11,4217.3643,"((x0 * -2.8369684) - ((-550.7252 / x3) + -381.74185)) - x0"
13,1954.2218,"((x1 * 376865.66) / (x0 + 438.9884)) - ((-732.93896 / x3) + 1873.3535)"
15,1897.2911,"((x1 * 172238.0) / ((x0 / x1) + 217.0514)) - ((-752.8708 / x3) + 1816.3951)"
16,1878.9269,"((x1 * 414397.94) / ((x0 / log(x1)) + 557.84326)) - ((-751.147 / x3) + 1704.7712)"
18,1877.4736,"((x1 * 414397.94) / ((x0 / log(x1)) + 557.84326)) - ((-751.147 / x3) + (1704.7712 - x1))"
19,1577.5098,"((x1 * 341983.25) / ((x0 / x1) + 376.16672)) - ((-815.00507 / x3) + (2296.428 - (247.23636 / x0)))"
23,1565.0267,"((x1 * 374095.12) / ((x0 / x1) + 405.37704)) - (((-820.89514 / x3) - ((100.1831 / x3) / (x0 + x3))) + 2350.5667)"
25,1481.3835,"((x4 * 378623.12) / (x0 + 741.1189)) - (((-712.70087 / x3) + 3836.7087) - ((((378623.12 / x0) / x3) + 8.575741e6) / (9650.055 / x1)))"
27,1481.3663,"((x4 * 378623.12) / (x0 + 741.1189)) - ((3836.7087 + (-712.70087 / x3)) - (((((378623.12 / x0) / x3) + 8.575741e6) + x0) / (9650.055 / x1)))"
29,1481.3612,"((x4 * 378623.12) / (x0 + 741.1189)) - (((-712.70087 / x3) + 3836.7087) - (((((378623.12 / x0) / x3) + 8.575741e6) + (-712.70087 / x0)) / (9650.055 / x1)))"
33,1477.8845,"((x4 * 378623.12) / (x0 + 741.1189)) - (((-712.70087 / x3) + 3836.7087) - (((1635.7886 / ((x4 / x4) / 5244.4507)) + (x4 * (378623.12 / (x0 + 0.30175346)))) / (9650.055 / x1)))"
35,1476.1896,"((x4 * 378623.12) / (x0 + 741.73676)) - (((-712.677 / x3) + 3836.6611) - ((((1635.7886 / ((x4 / x4) / 5244.4507)) + (x4 * (378623.12 / (x0 + 0.30175346)))) + 365.4184) / (9650.074 / x1)))"
37,1476.1416,"((x4 * 378623.12) / (x0 + 741.1189)) - (((-712.70087 / x3) + 3836.7087) - ((((x4 * 378623.12) / (x0 + x3)) + (x3 + (((x0 * x3) / 741.1189) + (x1 + 8.575741e6)))) / (9650.055 / x1)))"
39,1475.7023,"((x4 * 378623.12) / (x0 + 741.1189)) - (((-712.70087 / x3) + 3836.7087) - ((((x4 * 378623.12) / (x0 + x3)) + (x3 + ((((-712.70087 / x3) * x3) / x3) + (x0 + 8.575741e6)))) / (9650.055 / x1)))"
41,1475.638,"((x4 * 378623.12) / (x0 + 741.1189)) - (((-712.70087 / x3) + 3836.7087) - (((((1635.6609 / ((x4 / x4) / 5244.4116)) + (-1091.0535 / x3)) - (3836.7087 + -712.70087)) + ((x4 * 378623.12) / (x0 + x3))) / (9650.055 / x1)))"
42,1473.8512,"((x4 * 378623.12) / (x0 + 741.1189)) - (((-712.70087 / x3) + 3836.7087) - (((((378623.12 / x0) / x3) + 8.575741e6) + ((741.1189 + x0) / (((x3 + sin(x0)) / (x4 / (378623.12 / x0))) / 741.1189))) / (9650.055 / x1)))"
43,1432.1512,"((x4 * 200064.0) / (x0 + 516.5823)) - (((-739.017 / x3) + 3443.6877) - (((1573.6246 / ((x4 / x4) / 5269.984)) + (((9368.622 / x0) / ((x1 + x1) - x4)) + (x1 * (-739.017 / (x0 / -739.017))))) / (9368.622 / x1)))"
45,1431.1337,"((x4 * 200064.0) / (x0 + 516.5823)) - (((-739.017 / x3) + 3443.6877) - (((1573.6246 / ((x4 / x4) / 5269.984)) + ((((9368.622 / x0) / ((x1 + x1) - x4)) + -2207.2278) + (x1 * (-739.017 / (x0 / -739.017))))) / (9368.622 / x1)))"
47,1430.9255,"((x4 * 200064.0) / (x0 + 516.5823)) - (((-739.017 / x3) + 3443.6877) - (((1573.6246 / ((x4 / x4) / 5269.984)) + ((((9368.622 / x0) / ((x1 + x1) - x4)) + (-757.9989 / x3)) + (x1 * (-739.017 / (x0 / -739.017))))) / (9368.622 / x1)))"
