-- TINY GP (Julia version) --
SEED=-1
MAX_LEN=50
POPSIZE=500
DEPTH=5
CROSSOVER_PROB=0.900000
PMUT_PER_NODE=0.050000
GENERATIONS=50
TSIZE=3
----------------------------------
gen,fevals,best_fitness,dl,MSE_train,MSE_test,R2_train,R2_test,nll_train,nll_test,avg_len,size,Expression
1,61153,-436.1161,-376.11758,0.001319911,0.0015620649,0.96171695,0.84238714,-436.1161,-238.18422,7.298,22,"((log(abs(log(abs(pdiv(X2, X2))) + (exp(X2) + -0.27572834)) * (abs(pdiv(((X2 + X1) + -1.7380227), (-2.0590312 - 5.0662103))) ^ -0.28439045)) [likelihood params: Float32[-0.03633058]]"
2,119508,-445.47186,-417.36356,0.0012167826,0.001515889,0.96470815,0.8470463,-445.47186,-239.43817,7.496,11,"(abs((pdiv((X1 * 184.55244), (X1 - -229.06255)) - X1)) ^ -0.20295146) [likelihood params: Float32[-0.03488241]]"
3,174275,-446.01355,-414.38245,0.0012110648,0.0016782745,0.96487397,0.83066154,-446.01355,-230.51123,8.228,11,"(abs((pdiv((X1 * 31.75759), (X1 - -494.77902)) - -0.93163586)) ^ -0.4223859) [likelihood params: Float32[-0.034800366]]"
4,228269,-446.01355,-414.38245,0.0012110648,0.0016782745,0.96487397,0.83066154,-446.01355,-230.51123,9.348,11,"(abs((pdiv((X1 * 31.75759), (X1 - -494.77902)) - -0.93163586)) ^ -0.4223859) [likelihood params: Float32[-0.034800366]]"
5,290525,-446.4121,-409.03897,0.0012068744,0.0016064876,0.9649955,0.8379049,-446.4121,-234.34822,11.418,13,"(abs((pdiv((X1 * (X2 + -59.91323)), (X1 - -691.23816)) - 0.83970875)) ^ -0.3771723) [likelihood params: Float32[0.034740098]]"
6,353720,-446.4121,-409.03897,0.0012068744,0.0016064876,0.9649955,0.8379049,-446.4121,-234.34822,13.578,13,"(abs((pdiv((X1 * (X2 + -59.91323)), (X1 - -691.23816)) - 0.83970875)) ^ -0.3771723) [likelihood params: Float32[0.034740098]]"
7,418065,-450.11774,-408.4561,0.0011685566,0.011409817,0.9661069,-0.15125442,-450.11774,325.37933,15.324,13,"(abs((pdiv((X1 * (X1 + -146.02121)), (X1 - -41.986355)) - -30.964832)) ^ -0.20956759) [likelihood params: Float32[0.034029137]]"
8,475557,-450.95285,-409.3955,0.001160147,0.009587926,0.9663508,0.03257507,-450.95285,221.70706,16.9,13,"(abs((pdiv((X1 * (X1 + -169.15225)), (X1 - -21.778357)) - -59.273243)) ^ -0.20581555) [likelihood params: Float32[0.0340232]]"
9,538961,-450.9539,-410.21066,0.0011601393,0.009566869,0.96635103,0.03469968,-450.9539,219.46527,19.186,13,"(abs((pdiv((X1 * (X1 + -169.12729)), (X1 - -21.758364)) - -59.299603)) ^ -0.20586048) [likelihood params: Float32[0.03406021]]"
10,602401,-450.9539,-410.21066,0.0011601393,0.009566869,0.96635103,0.03469968,-450.9539,219.46527,20.6,13,"(abs((pdiv((X1 * (X1 + -169.12729)), (X1 - -21.758364)) - -59.299603)) ^ -0.20586048) [likelihood params: Float32[0.03406021]]"
11,660326,-450.9539,-410.21066,0.0011601393,0.009566869,0.96635103,0.03469968,-450.9539,219.46527,22.514,13,"(abs((pdiv((X1 * (X1 + -169.12729)), (X1 - -21.758364)) - -59.299603)) ^ -0.20586048) [likelihood params: Float32[0.03406021]]"
12,714273,-450.98227,-409.54385,0.0011598528,0.009510248,0.9663593,0.040412784,-450.98227,216.14749,25.108,13,"(abs((pdiv((X1 * (X1 + -178.9496)), (X1 - -18.376741)) - -70.07195)) ^ -0.20526807) [likelihood params: Float32[-0.03406367]]"
13,765884,-450.9851,-410.52493,0.0011598242,0.009503421,0.96636015,0.041101575,-450.9851,216.11835,26.206,13,"(abs((pdiv((X1 * (X1 + -183.15982)), (X1 - -17.242325)) - -74.61988)) ^ -0.20507114) [likelihood params: Float32[0.03405079]]"
14,811365,-456.75388,-395.8608,0.0011030788,0.0013392156,0.968006,0.8648727,-456.75388,-248.00836,27.51,23,"pdiv((abs(X1) ^ (0.9814932 - -1.8688426e-5)), (abs(353.83618) ^ (abs((pdiv(((X1 + -533.2325) - (X1 * X2)), (X2 - -19.735674)) - -21.395802)) ^ -0.27314323))) [likelihood params: Float32[0.033212636]]"
15,856648,-456.75388,-395.8608,0.0011030788,0.0013392156,0.968006,0.8648727,-456.75388,-248.00836,28.774,23,"pdiv((abs(X1) ^ (0.9814932 - -1.8688426e-5)), (abs(353.83618) ^ (abs((pdiv(((X1 + -533.2325) - (X1 * X2)), (X2 - -19.735674)) - -21.395802)) ^ -0.27314323))) [likelihood params: Float32[0.033212636]]"
16,908963,-456.75388,-395.8608,0.0011030788,0.0013392156,0.968006,0.8648727,-456.75388,-248.00836,30.732,23,"pdiv((abs(X1) ^ (0.9814932 - -1.8688426e-5)), (abs(353.83618) ^ (abs((pdiv(((X1 + -533.2325) - (X1 * X2)), (X2 - -19.735674)) - -21.395802)) ^ -0.27314323))) [likelihood params: Float32[0.033212636]]"
17,959293,-471.15558,-417.12415,0.00097323774,0.0028544548,0.97177196,0.7119845,-471.15558,-142.8278,32.87,19,"(abs((pdiv((X1 * (X1 + pdiv((X1 * X1), (X2 * -134.5174)))), (X1 - -341.48447)) - -2.1051488)) ^ -0.2640653) [likelihood params: Float32[0.031196758]]"
18,1011336,-485.173,-344.2456,0.0008615452,0.0011017226,0.9750115,0.88883585,-485.173,-259.96622,32.894,47,"(0.6702391 - (abs(pdiv(-29193.584, (abs((pdiv((X1 * -6.4168966e8), (0.523472 - -1.02706856e8)) + 0.7272501)) ^ (abs(X1) ^ (abs(pdiv(X1, ((0.5993475 + ((0.5993471 + 1.7980626) - 3.9953983)) - X2))) ^ -0.27318567))))) ^ (abs((pdiv((pdiv(((X2 + X1) + -113.65258), X1) * X2), (X2 - -87.69883)) - 0.05595308)) ^ 0.27246594))) [likelihood params: Float32[-0.029287092]]"
19,1065587,-403.57706,-403.57706,0.0012307172,0.0014638223,0.964304,0.8522998,-444.1623,-242.40976,34.134,14,"(abs((pdiv((X1 * -3.5256244e7), (X1 - -1.9868056e8)) - exp(log(abs(exp(-4.1112968e9))))) ^ -0.2669535) [likelihood params: Float32[0.035081606]]"
20,1114647,-417.12646,-417.12646,0.0012241858,0.0014683257,0.9644934,0.85184544,-444.7743,-242.09933,31.008,11,"(abs((pdiv((X1 * 75.30917), (0.09510349 - -492.08908)) - -0.28255635)) ^ -0.2780419) [likelihood params: Float32[-0.034988366]]"
21,1166694,-417.12646,-417.12646,0.0012241858,0.0014683257,0.9644934,0.85184544,-444.7743,-242.09933,28.594,11,"(abs((pdiv((X1 * 75.30917), (0.09510349 - -492.08908)) - -0.28255635)) ^ -0.2780419) [likelihood params: Float32[-0.034988366]]"
22,1226618,-421.15942,-421.15942,0.0012307167,0.0014637513,0.964304,0.85230696,-444.16238,-242.41354,26.05,9,"(abs(pdiv((X1 * -2693.3186), (-15335.712 - -159.90024))) ^ -0.26693973) [likelihood params: Float32[-0.03508157]]"
23,1278261,-421.15942,-421.15942,0.0012307167,0.0014637513,0.964304,0.85230696,-444.16238,-242.41354,24.852,9,"(abs(pdiv((X1 * -2693.3186), (-15335.712 - -159.90024))) ^ -0.26693973) [likelihood params: Float32[-0.03508157]]"
24,1334953,-421.15942,-421.15942,0.0012307167,0.0014637513,0.964304,0.85230696,-444.16238,-242.41354,22.952,9,"(abs(pdiv((X1 * -2693.3186), (-15335.712 - -159.90024))) ^ -0.26693973) [likelihood params: Float32[-0.03508157]]"
25,1389899,-467.72055,-467.72055,0.0005617721,0.0006013634,0.98370624,0.93932223,-534.3478,-302.0564,22.462,21,"(abs((pdiv((X1 - (27.35405 - -24.247448)), ((pdiv((X1 * 0.079676375), (X2 - 3.6910982)) - 84.50091) - -105.05765)) - -3.3997824)) ^ -0.47457635) [likelihood params: Float32[-0.023800872]]"
