Id,Expression,size,MSE_train,MSE_test,nll_train,nll_test,R2_train,R2_test
0,2.9722414,1,0.11348828645230037,0.14235157982550928,0.11348828645230037,0.14235157982550928,-2.7828368498461487e-09,-0.016576042535509483
1,x48 * 0.008491733,3,0.09777852462246328,0.1359864556123849,0.09777852462246328,0.1359864556123849,0.13842628211976993,0.028879250554714297
2,sqrtabs(x45) + -15.411841,4,0.09191903094277834,0.14536433957867367,0.09191903094277834,0.14536433957867367,0.19005710569779377,-0.03809107869272177
3,(x48 * 0.051910367) + -15.211865,5,0.06117122675511494,0.15093416948038735,0.06117122675511494,0.15093416948038735,0.46099083141012065,-0.07786693257520438
4,((x48 * x46) * 8.920616e-5) + -7.7552485,7,0.05464225350323452,0.1598540580435073,0.05464225350323452,0.1598540580435073,0.5185207622439397,-0.14156657698005914
5,((1.7535568e-7 * x48) * (x46 * x48)) + -4.416788,9,0.05125246952561282,0.15700116480714527,0.05125246952561282,0.15700116480714527,0.5483897830303242,-0.12119319637162329
6,((((x46 * x48) - -4.416788) * x48) * 1.7535568e-7) + -4.416788,11,0.05125227901557323,0.15696776462742232,0.05125227901557323,0.15696776462742232,0.5483914617061248,-0.12095467550262895
7,((x48 * (x48 - sin(x48))) * (x46 * 1.7535568e-7)) + -4.416788,12,0.05056673491226918,0.15892709338698577,0.05056673491226918,0.15892709338698577,0.5544321212899661,-0.1349468396841893
8,((x48 * ((x48 - (-4.416788 * sin(x46))) * x46)) * 1.7493417e-7) + -4.416788,14,0.04927771214904934,0.16494936960246645,0.04927771214904934,0.16494936960246645,0.565790322273543,-0.17795375066960561
9,((x48 * (x48 - ((-4.416788 - 1.7535568e-7) * sin(x46)))) * (x46 * 1.7535568e-7)) + -4.416788,16,0.048495379565962435,0.16212035270600392,0.048495379565962435,0.16212035270600392,0.5726838318128982,-0.15775087828563072
10,(((x48 * (x48 - ((-4.416788 - sin(x46)) * sin(x46)))) * x46) * 1.7535568e-7) + -4.416788,17,0.048147916667627653,0.16050257513752972,0.048147916667627653,0.16050257513752972,0.5757454949163212,-0.1461978353178035
11,exp(powabs((x48 * 0.0032088675) * (x39 / x38), sin((x48 * (x48 * -0.000120226876)) - (x39 / x47)))),19,0.04742501938843487,0.13292834129900516,0.04742501938843487,0.13292834129900516,0.5821152913402748,0.05071817745758023
12,exp(powabs((x48 * 0.0032088675) * (x39 / x38), sin(((x48 - -0.000120226876) * (x48 * -0.000120226876)) - (x39 / x47)))),21,0.04742476540321898,0.13292793645393533,0.04742476540321898,0.13292793645393533,0.5821175293264542,0.05072106857968395
13,exp(powabs((x39 * 0.0032088675) * (x39 / x38), sin(((x48 - sin(x19)) * (x48 * -0.000120226876)) - (x48 / x47)))),22,0.0460773609662264,0.12732599163812922,0.0460773609662264,0.12732599163812922,0.5939901593824953,0.09072626485734403
14,exp(powabs(x39 * (0.0032088675 * (x39 / x38)), sin(((x48 * x48) * -0.000120226876) - (x39 * ((x46 * 0.0032088675) / x47))))),23,0.043739122568279484,0.1243643806548507,0.043739122568279484,0.1243643806548507,0.6145935051333947,0.1118760320506651
15,exp(powabs(x39 * (0.0032088675 * (x39 / x38)), sin(((x48 * x48) * -0.000120226876) - (x39 * (x46 * (((0.0032088675 / x48) * x46) / x47)))))),27,0.043319795783832445,0.125400195773078,0.043319795783832445,0.125400195773078,0.6182883955817601,0.10447896041312721
16,exp(powabs(x39 * (0.0032088675 * (x39 / x38)), sin((x48 * ((x48 - (0.0032088675 - sin(x46))) * -0.000120226876)) - ((x39 * x46) * (0.0032616677 / x47))))),28,0.04289172081135392,0.12383827093353302,0.04289172081135392,0.12383827093353302,0.6220603705322296,0.11563314201103336
17,exp(powabs(x39 * (0.0032088675 * (x39 / x38)), sin((x48 * ((x48 - (sin(x48) - sin(x46))) * -0.000120226876)) - ((x39 * x46) * (0.0032088675 / x47))))),29,0.04193061235534928,0.12513365798899495,0.04193061235534928,0.12513365798899495,0.6305291604727951,0.10638238801162292
18,exp(powabs(x39 * (0.0032088675 * (x39 / x38)), sin(((x48 * (x48 - (sin(x48) - sin(x47)))) * -0.000120226876) - (x39 * (x46 * (((0.0032088675 / x48) * x46) / x47)))))),33,0.041564066095376474,0.1257959926468613,0.041564066095376474,0.1257959926468613,0.6337589762753881,0.10165245423671698
19,exp(powabs((x39 - -0.000120226876) * (0.0032088675 * (x39 / x38)), sin(((x48 * (x48 - (sin(x48) - sin(x47)))) * -0.000120226876) - (x39 * (x46 * (((0.0032088675 / x48) * x46) / x47)))))),35,0.04156403768979307,0.12579601515076366,0.04156403768979307,0.12579601515076366,0.6337592265706773,0.10165229352948768
20,exp(powabs((x39 - sin(x19)) * (0.0032088675 * (x39 / x38)), sin((x48 * ((x48 - (sin(x48) - sin(x46))) * -0.000120226876)) - ((x39 * x46) * (((0.0032088675 / x48) * (x46 + 0.0032088675)) / x47))))),38,0.04147714914006788,0.12630352962302557,0.04147714914006788,0.12630352962302557,0.6345248434698584,0.0980279779133637
