NeoGP.optimize!(rarindiv, buffers) = 65
NeoGP.extractparam(Float32, rarindiv) = Float32[0.83929104, -0.020135105, 0.38504496]
NeoGP.description_length_terms(rarindiv) = (-1274.7557f0, 14.4849415f0, 11.983779f0)
-- NEO GP --
SEED=-1
MAX_LEN=40
POPSIZE=300
DEPTH=5
CROSSOVER_PROB=0.900000
PMUT_PER_NODE=0.050000
GENERATIONS=100
TSIZE=2
----------------------------------
gen,fevals,best_fitness,dl,func_compl,param_compl,nll_train,avg_len,avg_fitness,size,expression
1,28560,-1173.7698,-1173.7698,-1217.0665,31.134562,12.16224,6.41,Inf,16),"(5.3675237 * (((4.611094 / 14.743954) * (X1 / sqrt(abs(X1)))) * (abs((-0.1790402 - X1)) ^ 0.26025113))) RARLikelihood{Float32}"
2,53134,-1177.6615,-1177.6615,-1217.0665,27.242743,12.162248,6.0433335,Inf,14),"(5.3675237 * (((4.611094 / 14.743954) * sqrt(abs(X1))) * (abs((-0.1790402 - X1)) ^ 0.26025113))) RARLikelihood{Float32}"
3,84461,-1177.6615,-1177.6615,-1217.0665,27.242743,12.162248,6.2066665,Inf,14),"(5.3675237 * (((4.611094 / 14.743954) * sqrt(abs(X1))) * (abs((-0.1790402 - X1)) ^ 0.26025113))) RARLikelihood{Float32}"
4,115503,-1192.7068,-1192.7068,-1227.693,23.350922,11.635256,6.7533336,Inf,12),"sqrt(abs((abs(((abs(sqrt(abs(X1))) ^ exp((-0.04996839 - 0.54254013))) + 0.20189501)) ^ 6.1243963))) RARLikelihood{Float32}"
5,146281,-1223.2069,-1223.2069,-1242.443,12.875504,6.3605604,6.9933333,Inf,8),"(sqrt(abs(X1)) + ((X1 * 0.7202691) + -0.004317464)) RARLikelihood{Float32}"
6,173502,-1223.2069,-1223.2069,-1242.443,12.875504,6.3605604,8.036667,Inf,8),"(sqrt(abs(X1)) + ((X1 * 0.7202691) + -0.004317464)) RARLikelihood{Float32}"
7,207803,-1223.2219,-1223.2219,-1238.9006,12.875504,2.8032074,9.426666,Inf,8),"(sqrt(abs(X1)) + ((X1 * -0.2928259) + X1)) RARLikelihood{Float32}"
8,249805,-1223.2219,-1223.2219,-1238.9006,12.875504,2.8032074,11.1866665,Inf,8),"(sqrt(abs(X1)) + ((X1 * -0.2928259) + X1)) RARLikelihood{Float32}"
9,300287,-1223.2219,-1223.2219,-1238.9006,12.875504,2.8032074,12.373333,Inf,8),"(sqrt(abs(X1)) + ((X1 * -0.2928259) + X1)) RARLikelihood{Float32}"
10,352225,-1223.2219,-1223.2219,-1238.9006,12.875504,2.8032074,13.246667,Inf,8),"(sqrt(abs(X1)) + ((X1 * -0.2928259) + X1)) RARLikelihood{Float32}"
11,402297,-1223.2219,-1223.2219,-1238.9006,12.875504,2.8032074,13.586667,Inf,8),"(sqrt(abs(X1)) + ((X1 * -0.2928259) + X1)) RARLikelihood{Float32}"
12,457278,-1223.2219,-1223.2219,-1238.9006,12.875504,2.8032074,15.226666,Inf,8),"(sqrt(abs(X1)) + ((X1 * -0.2928259) + X1)) RARLikelihood{Float32}"
13,503499,-1225.5591,-1225.5591,-1238.9006,9.656628,3.684906,14.363334,Inf,6),"((X1 * 0.7071741) + sqrt(abs(X1))) RARLikelihood{Float32}"
14,564168,-1225.5591,-1225.5591,-1238.9006,9.656628,3.684906,16.61,Inf,6),"((X1 * 0.7071741) + sqrt(abs(X1))) RARLikelihood{Float32}"
15,623852,-1225.5591,-1225.5591,-1238.9006,9.656628,3.684906,17.263334,Inf,6),"((X1 * 0.7071741) + sqrt(abs(X1))) RARLikelihood{Float32}"
16,673705,-1226.9802,-1226.9802,-1245.5658,12.875504,5.7100945,17.116667,Inf,8),"((X1 * 0.7168347) + sqrt(abs((-0.0018354849 + X1)))) RARLikelihood{Float32}"
17,743296,-1226.9802,-1226.9802,-1245.5658,12.875504,5.7100945,18.146667,Inf,8),"((X1 * 0.7168347) + sqrt(abs((-0.0018354849 + X1)))) RARLikelihood{Float32}"
18,806193,-1226.9802,-1226.9802,-1245.5658,12.875504,5.7100945,19.133333,Inf,8),"((X1 * 0.7168347) + sqrt(abs((-0.0018354849 + X1)))) RARLikelihood{Float32}"
19,873412,-1458.5298,-1458.5298,-1566.2621,83.17766,24.554682,19.46,Inf,40),"(1/(sqrt(abs((31.944145 * sqrt(abs((abs(X1) ^ 1.2293906))))))) + (((((((abs(X1) ^ sqrt(abs(-0.01514777))) + -0.60618436) + (0.36598408 + -0.8313878)) + (abs((X1 * 0.30780268)) ^ (0.80676997 + 0.18667182))) * 0.28057998) * 10.062813) + sqrt(abs((0.6901738 + (log(abs(sqrt(abs(-0.10337167)))) * -0.0068561253)))))) RARLikelihood{Float32}"
20,940604,-1473.4307,-1473.4307,-1566.3385,70.052765,22.85516,19.493334,Inf,36),"(1/(sqrt(abs((31.65598 * sqrt(abs((abs(X1) ^ 1.2330729))))))) + (((((((abs(X1) ^ sqrt(abs(-0.012896276))) + -0.6061655) + (0.36600295 + -0.831369)) + (abs((X1 * 0.29436395)) ^ (0.80461705 + 0.1845189))) * 0.2963443) * 10.063221) + sqrt(abs((0.69184846 + -0.00016072647))))) RARLikelihood{Float32}"
21,1015233,-1472.5997,-1472.5997,-1566.3756,70.052765,23.723114,19.57,Inf,36),"(1/(sqrt(abs((30.65332 * sqrt(abs((abs(X1) ^ 1.225196))))))) + (((((((abs(X1) ^ sqrt(abs(-0.012449076))) + -0.60994077) + (0.362228 + -0.83514416)) + (abs((X1 * 0.2969533)) ^ (0.8003745 + 0.18027611))) * 0.2966168) * 10.065531) + sqrt(abs((0.70455813 + 0.012549127))))) RARLikelihood{Float32}"
22,1080526,-1476.1738,-1476.1738,-1566.3478,70.052765,20.121155,21.24,Inf,36),"(1/(sqrt(abs((31.623953 * sqrt(abs((abs(X1) ^ 1.2313745))))))) + (((((((abs(X1) ^ sqrt(abs(-0.011566437))) + -0.58722776) + (0.3849412 + -0.8124312)) + (abs((X1 * 0.28928775)) ^ (0.80135626 + 0.1812584))) * 2.1260395) * 1.4430407) + sqrt(abs((-0.1097887 + -0.30908576))))) RARLikelihood{Float32}"
23,1155969,-1476.1449,-1476.1449,-1566.3503,70.052765,20.152725,21.666666,Inf,36),"(1/(sqrt(abs((31.623753 * sqrt(abs((abs(X1) ^ 1.2333274))))))) + (((((((abs(X1) ^ sqrt(abs(-0.011643168))) + -0.58704376) + (0.38512528 + -0.81224716)) + (abs((X1 * 0.2889621)) ^ (0.8016607 + 0.18156286))) * 2.125976) * 1.4429471) + sqrt(abs((-0.10983722 + -0.30913424))))) RARLikelihood{Float32}"
24,1243327,-1470.2892,-1470.2892,-1567.3829,70.052765,27.041065,21.696667,Inf,36),"(1/(sqrt(abs((12.654166 * sqrt(abs((abs(X1) ^ 0.98662686))))))) + (((((((abs(X1) ^ sqrt(abs(-0.0028323648))) + -0.6188591) + (0.35331002 + -0.8440625)) + (abs((X1 * 0.18530305)) ^ (0.77516425 + 0.15506631))) * 2.481101) * 2.047415) + sqrt(abs((-0.3115293 + -0.51082623))))) RARLikelihood{Float32}"
25,1315058,-1472.9498,-1472.9498,-1567.6094,70.052765,24.606855,22.206667,Inf,36),"(1/(sqrt(abs((12.638693 * sqrt(abs((abs(X1) ^ 0.96111107))))))) + (((((((abs(X1) ^ sqrt(abs(-0.004616314))) + -0.6268983) + (0.34527066 + -0.8521017)) + (abs((X1 * 0.23391736)) ^ (0.77654815 + 0.15645011))) * 2.2701697) * 1.7918531) + sqrt(abs((-0.31073853 + -0.5100357))))) RARLikelihood{Float32}"
26,1381792,-1476.4474,-1476.4474,-1568.8607,70.052765,22.360655,22.196667,Inf,36),"(1/(sqrt(abs((12.615242 * sqrt(abs((abs(X1) ^ 0.9807311))))))) + (((((((abs(X1) ^ sqrt(abs(-0.017747821))) + -0.6280093) + (0.34415975 + -0.8532127)) + (abs((X1 * 0.31353095)) ^ (0.8035621 + 0.18346399))) * 1.9641201) * 1.4037671) + sqrt(abs((-0.31066343 + -0.5099606))))) RARLikelihood{Float32}"
27,1451440,-1476.5927,-1476.5927,-1569.5886,70.052765,22.943283,21.583334,Inf,36),"(1/(sqrt(abs((9.861927 * sqrt(abs((abs(X1) ^ 0.90015644))))))) + (((((((abs(X1) ^ sqrt(abs(-0.024970613))) + -0.5890073) + (0.3831615 + -0.8142107)) + (abs((X1 * 0.33787632)) ^ (0.8105499 + 0.1904516))) * 1.7848464) * 1.3974967) + sqrt(abs((-0.066343844 + -0.26564097))))) RARLikelihood{Float32}"
