NeoGP.optimize!(rarindiv, buffers) = 65
NeoGP.extractparam(Float32, rarindiv) = Float32[0.83929104, -0.020135105, 0.38504496]
NeoGP.description_length_terms(rarindiv) = (-1274.7557f0, 14.4849415f0, 11.983779f0)
 RARLikelihood{Float32}
-- NEO GP --
SEED=-1
MAX_LEN=40
POPSIZE=300
DEPTH=5
CROSSOVER_PROB=0.900000
PMUT_PER_NODE=0.050000
GENERATIONS=100
TSIZE=2
----------------------------------
gen,fevals,best_fitness,dl,nll,func_compl,param_compl,avg_len,avg_fitness,size,expression
1,29146,-1125.4072,-1125.4072,-1157.4247,21.501114,10.51635,6.2466664,Inf,12,"((X1 - -0.594122) - log(abs((abs(sqrt(abs(X1))) ^ (log(abs(-0.53248)) - -0.38071573))))) RARLikelihood{Float32}"
2,59170,-1210.5276,-1210.5276,-1240.758,20.922693,9.307725,5.806667,Inf,13,"((0.7144224 * X1) + ((abs(X1) ^ ((-0.8246416 * 0.8809719) + 0.23131816)) * X1)) RARLikelihood{Float32}"
3,91031,-1210.5276,-1210.5276,-1240.758,20.922693,9.307725,5.903333,Inf,13,"((0.7144224 * X1) + ((abs(X1) ^ ((-0.8246416 * 0.8809719) + 0.23131816)) * X1)) RARLikelihood{Float32}"
4,123742,-1225.5591,-1225.5591,-1238.9006,9.656628,3.684906,6.6266665,Inf,6,"((0.7071741 * X1) + sqrt(X1)) RARLikelihood{Float32}"
5,152412,-1225.5591,-1225.5591,-1238.9006,9.656628,3.684906,7.49,Inf,6,"((0.7071741 * X1) + sqrt(X1)) RARLikelihood{Float32}"
6,188087,-1225.5591,-1225.5591,-1238.9006,9.656628,3.684906,8.46,Inf,6,"((0.7071741 * X1) + sqrt(X1)) RARLikelihood{Float32}"
7,231985,-1225.5591,-1225.5591,-1238.9006,9.656628,3.684906,9.67,Inf,6,"((0.7071741 * X1) + sqrt(X1)) RARLikelihood{Float32}"
8,275788,-1225.5591,-1225.5591,-1238.9006,9.656628,3.684906,9.653334,Inf,6,"((0.7071741 * X1) + sqrt(X1)) RARLikelihood{Float32}"
9,314602,-1225.5591,-1225.5591,-1238.9006,9.656628,3.684906,10.22,Inf,6,"((0.7071741 * X1) + sqrt(X1)) RARLikelihood{Float32}"
10,370883,-1240.668,-1240.668,-1272.8094,23.292873,8.848577,12.116667,Inf,13,"(((X1 * 0.33773804) - (sqrt(abs((sqrt(abs(-0.00038287352)) - X1))) + X1)) - 0.05003334) RARLikelihood{Float32}"
