NeoGP.optimize!(rarindiv, buffers) = 65
NeoGP.extractparam(Float32, rarindiv) = Float32[0.83929104, -0.020135105, 0.38504496]
NeoGP.description_length_terms(rarindiv) = (-1274.7557f0, 14.4849415f0, 11.983779f0)
-- NEO GP --
SEED=-1
MAX_LEN=40
POPSIZE=300
DEPTH=5
CROSSOVER_PROB=0.900000
PMUT_PER_NODE=0.050000
GENERATIONS=100
TSIZE=2
----------------------------------
gen,fevals,best_fitness,dl,func_compl,param_compl,nll_train,avg_len,avg_fitness,size,expression
1,24869,-1115.359,-1115.359,-1130.41,6.931472,8.119563,6.326667,Inf,5),"(abs((0.41091174 / X1)) ^ -0.6592534) RARLikelihood{Float32}"
2,49062,-1175.6833,-1175.6833,-1199.0526,11.266066,12.10316,5.443333,Inf,7),"(-0.04744888 - (abs((0.46282673 / X1)) ^ -0.71686345)) RARLikelihood{Float32}"
3,74183,-1188.6589,-1188.6589,-1262.3745,54.06548,19.650106,6.2466664,Inf,26),"(((abs((X1 - 0.011156437)) ^ log(abs(1.7618614))) - (((X1 * 1.9963697) - -0.19933276) / (exp(0.17790873) * (-135.04636 - -132.14594)))) / (0.61261547 * (-0.13590883 - exp(0.34475684)))) RARLikelihood{Float32}"
4,109100,-1188.6589,-1188.6589,-1262.3745,54.06548,19.650106,6.9266667,Inf,26),"(((abs((X1 - 0.011156437)) ^ log(abs(1.7618614))) - (((X1 * 1.9963697) - -0.19933276) / (exp(0.17790873) * (-135.04636 - -132.14594)))) / (0.61261547 * (-0.13590883 - exp(0.34475684)))) RARLikelihood{Float32}"
5,141782,-1215.3744,-1215.3744,-1243.5704,16.125835,12.07014,7.8233333,Inf,9),"((abs((-1.3925039 / X1)) ^ -0.9662044) + (X1 ^ 0.512324)) RARLikelihood{Float32}"
6,180520,-1215.3748,-1215.3748,-1243.5708,16.125835,12.070144,8.803333,Inf,9),"((abs((-1.3925039 / X1)) ^ -0.96620446) + (X1 ^ 0.5123239)) RARLikelihood{Float32}"
7,213787,-1219.8147,-1219.8147,-1238.9008,16.09438,2.9917598,9.24,Inf,10),"(sqrt(abs(X1)) + (sqrt(abs(X1)) * sqrt(abs((X1 * -0.5000952))))) RARLikelihood{Float32}"
8,263651,-1225.5591,-1225.5591,-1238.9006,9.656628,3.684906,11.093333,Inf,6),"(sqrt(abs(X1)) + (X1 * 0.7071741)) RARLikelihood{Float32}"
9,309698,-1225.5591,-1225.5591,-1238.9006,9.656628,3.684906,12.17,Inf,6),"(sqrt(abs(X1)) + (X1 * 0.7071741)) RARLikelihood{Float32}"
10,360455,-1225.5591,-1225.5591,-1238.9006,9.656628,3.684906,13.33,Inf,6),"(sqrt(abs(X1)) + (X1 * 0.7071741)) RARLikelihood{Float32}"
11,418116,-1225.5591,-1225.5591,-1238.9006,9.656628,3.684906,15.98,Inf,6),"(sqrt(abs(X1)) + (X1 * 0.7071741)) RARLikelihood{Float32}"
12,482173,-1225.5591,-1225.5591,-1238.9006,9.656628,3.684906,17.86,Inf,6),"(sqrt(abs(X1)) + (X1 * 0.7071741)) RARLikelihood{Float32}"
13,545351,-1225.5591,-1225.5591,-1238.9006,9.656628,3.684906,18.6,Inf,6),"(sqrt(abs(X1)) + (X1 * 0.7071741)) RARLikelihood{Float32}"
14,619135,-1225.5591,-1225.5591,-1238.9006,9.656628,3.684906,19.953333,Inf,6),"(sqrt(abs(X1)) + (X1 * 0.7071741)) RARLikelihood{Float32}"
15,680282,-1225.5591,-1225.5591,-1238.9006,9.656628,3.684906,20.406666,Inf,6),"(sqrt(abs(X1)) + (X1 * 0.7071741)) RARLikelihood{Float32}"
16,747658,-1225.5591,-1225.5591,-1238.9006,9.656628,3.684906,19.66,Inf,6),"(sqrt(abs(X1)) + (X1 * 0.7071741)) RARLikelihood{Float32}"
17,814432,-1225.5591,-1225.5591,-1238.9006,9.656628,3.684906,20.49,Inf,6),"(sqrt(abs(X1)) + (X1 * 0.7071741)) RARLikelihood{Float32}"
18,878989,-1225.5591,-1225.5591,-1238.9006,9.656628,3.684906,20.886667,Inf,6),"(sqrt(abs(X1)) + (X1 * 0.7071741)) RARLikelihood{Float32}"
