NeoGP.optimize!(rarindiv, buffers) = 65
NeoGP.extractparam(Float32, rarindiv) = Float32[0.83929104, -0.020135105, 0.38504496]
NeoGP.description_length_terms(rarindiv) = (-1274.7557f0, 14.4849415f0, 11.983779f0)
-- NEO GP --
SEED=-1
MAX_LEN=40
POPSIZE=300
DEPTH=5
CROSSOVER_PROB=0.900000
PMUT_PER_NODE=0.050000
GENERATIONS=100
TSIZE=2
----------------------------------
gen,fevals,best_fitness,dl,func_compl,param_compl,nll_train,avg_len,avg_fitness,size,expression
1,26951,-1174.7723,-1174.7723,-1212.7493,27.03274,10.944269,6.72,Inf,13),"(abs((0.095231175 + (X1 / sqrt(abs((X1 * -0.5358684)))))) ^ (-0.8532486 * log(abs(-0.1708357)))) RARLikelihood{Float32}"
2,50432,-1200.3369,-1200.3369,-1244.1023,23.292873,20.472542,6.48,Inf,13),"sqrt(abs((abs((6.498322 - (((abs(X1) ^ -0.49021226) * 5.5416636) * sqrt(abs(X1))))) ^ -24.720427))) RARLikelihood{Float32}"
3,74146,-1206.9497,-1206.9497,-1245.656,27.03274,11.673611,6.3166666,Inf,13),"(abs((0.07356807 + (-0.8276482 / sqrt(abs((X1 * -1.3514104)))))) ^ (-1.2180731 * log(abs(-2.685186)))) RARLikelihood{Float32}"
4,99621,-1206.9497,-1206.9497,-1245.656,27.03274,11.673611,6.863333,Inf,13),"(abs((0.07356807 + (-0.8276482 / sqrt(abs((X1 * -1.3514104)))))) ^ (-1.2180731 * log(abs(-2.685186)))) RARLikelihood{Float32}"
5,130853,-1209.0253,-1209.0253,-1232.1556,14.334076,8.796242,7.6266665,Inf,8),"(abs((X1 + (sqrt(abs(X1)) * 0.8024269))) ^ 0.9237204) RARLikelihood{Float32}"
6,162522,-1209.0253,-1209.0253,-1232.1556,14.334076,8.796242,8.036667,Inf,8),"(abs((X1 + (sqrt(abs(X1)) * 0.8024269))) ^ 0.9237204) RARLikelihood{Float32}"
7,197159,-1209.0253,-1209.0253,-1232.1556,14.334076,8.796242,8.226666,Inf,8),"(abs((X1 + (sqrt(abs(X1)) * 0.8024269))) ^ 0.9237204) RARLikelihood{Float32}"
8,231394,-1214.8966,-1214.8966,-1248.6674,24.953299,8.817471,9.62,Inf,12),"(((-1.6448758 * (0.016261768 - sqrt(abs(X1)))) + X1) / log(abs(sqrt(abs(21.071554))))) RARLikelihood{Float32}"
9,268792,-1218.5269,-1218.5269,-1239.4438,12.875504,8.041499,10.946667,Inf,8),"((X1 + (sqrt(abs(X1)) * 1.3768108)) * 0.7195162) RARLikelihood{Float32}"
10,312253,-1218.5269,-1218.5269,-1239.4438,12.875504,8.041499,12.0633335,Inf,8),"((X1 + (sqrt(abs(X1)) * 1.3768108)) * 0.7195162) RARLikelihood{Float32}"
11,355858,-1218.5269,-1218.5269,-1239.4438,12.875504,8.041499,14.156667,Inf,8),"((X1 + (sqrt(abs(X1)) * 1.3768108)) * 0.7195162) RARLikelihood{Float32}"
12,401275,-1218.5269,-1218.5269,-1239.4438,12.875504,8.041499,14.716666,Inf,8),"((X1 + (sqrt(abs(X1)) * 1.3768108)) * 0.7195162) RARLikelihood{Float32}"
13,452647,-1218.5269,-1218.5269,-1239.4438,12.875504,8.041499,15.66,Inf,8),"((X1 + (sqrt(abs(X1)) * 1.3768108)) * 0.7195162) RARLikelihood{Float32}"
14,512036,-1221.8484,-1221.8484,-1242.443,14.334076,6.2604904,17.013334,Inf,8),"((-0.720269 * (0.005994219 - X1)) + sqrt(abs(X1))) RARLikelihood{Float32}"
15,566807,-1221.8484,-1221.8484,-1242.443,14.334076,6.2604904,17.493334,Inf,8),"((-0.720269 * (0.005994219 - X1)) + sqrt(abs(X1))) RARLikelihood{Float32}"
16,621945,-1221.8484,-1221.8484,-1242.443,14.334076,6.2604904,17.8,Inf,8),"((-0.720269 * (0.005994219 - X1)) + sqrt(abs(X1))) RARLikelihood{Float32}"
17,675514,-1225.5591,-1225.5591,-1238.9006,9.656628,3.684906,18.986666,Inf,6),"(sqrt(abs(X1)) + (X1 * 0.7071741)) RARLikelihood{Float32}"
18,731987,-1225.5591,-1225.5591,-1238.9006,9.656628,3.684906,19.876667,Inf,6),"(sqrt(abs(X1)) + (X1 * 0.7071741)) RARLikelihood{Float32}"
19,788859,-1225.5591,-1225.5591,-1238.9006,9.656628,3.684906,21.14,Inf,6),"(sqrt(abs(X1)) + (X1 * 0.7071741)) RARLikelihood{Float32}"
20,847089,-1225.5591,-1225.5591,-1238.9006,9.656628,3.684906,21.683332,Inf,6),"(sqrt(abs(X1)) + (X1 * 0.7071741)) RARLikelihood{Float32}"
21,904188,-1225.5591,-1225.5591,-1238.9006,9.656628,3.684906,20.883333,Inf,6),"(sqrt(abs(X1)) + (X1 * 0.7071741)) RARLikelihood{Float32}"
22,950803,-1225.5591,-1225.5591,-1238.9006,9.656628,3.684906,20.54,Inf,6),"(sqrt(abs(X1)) + (X1 * 0.7071741)) RARLikelihood{Float32}"
23,1002328,-1225.5591,-1225.5591,-1238.9006,9.656628,3.684906,20.856667,Inf,6),"(sqrt(abs(X1)) + (X1 * 0.7071741)) RARLikelihood{Float32}"
24,1055487,-1225.5591,-1225.5591,-1238.9006,9.656628,3.684906,21.01,Inf,6),"(sqrt(abs(X1)) + (X1 * 0.7071741)) RARLikelihood{Float32}"
25,1118309,-1225.5591,-1225.5591,-1238.9006,9.656628,3.684906,22.263334,Inf,6),"(sqrt(abs(X1)) + (X1 * 0.7071741)) RARLikelihood{Float32}"
26,1176182,-1225.5591,-1225.5591,-1238.9006,9.656628,3.684906,21.686666,Inf,6),"(sqrt(abs(X1)) + (X1 * 0.7071741)) RARLikelihood{Float32}"
27,1231253,-1225.5591,-1225.5591,-1238.9006,9.656628,3.684906,21.266666,Inf,6),"(sqrt(abs(X1)) + (X1 * 0.7071741)) RARLikelihood{Float32}"
28,1286186,-1225.5591,-1225.5591,-1238.9006,9.656628,3.684906,19.85,Inf,6),"(sqrt(abs(X1)) + (X1 * 0.7071741)) RARLikelihood{Float32}"
29,1342770,-1225.5591,-1225.5591,-1238.9006,9.656628,3.684906,20.076666,Inf,6),"(sqrt(abs(X1)) + (X1 * 0.7071741)) RARLikelihood{Float32}"
30,1397996,-1225.5591,-1225.5591,-1238.9006,9.656628,3.684906,19.31,Inf,6),"(sqrt(abs(X1)) + (X1 * 0.7071741)) RARLikelihood{Float32}"
31,1457987,-1306.8663,-1306.8663,-1366.1747,38.9182,20.390095,19.636667,Inf,20),"(sqrt(abs(((X1 + (1/((X1 + ((-7.089881e7 / sqrt(abs(X1))) + X1))) * 6.7422825e6)) * -1.695931))) + (X1 * 0.5113324)) RARLikelihood{Float32}"
32,1511422,-1306.8663,-1306.8663,-1366.1747,38.9182,20.390095,16.42,Inf,20),"(sqrt(abs(((X1 + (1/((X1 + ((-7.089881e7 / sqrt(abs(X1))) + X1))) * 6.7422825e6)) * -1.695931))) + (X1 * 0.5113324)) RARLikelihood{Float32}"
33,1571704,-1306.8663,-1306.8663,-1366.1747,38.9182,20.390095,16.743334,Inf,20),"(sqrt(abs(((X1 + (1/((X1 + ((-7.089881e7 / sqrt(abs(X1))) + X1))) * 6.7422825e6)) * -1.695931))) + (X1 * 0.5113324)) RARLikelihood{Float32}"
34,1627439,-1461.2335,-1461.2335,-1554.922,70.052765,23.635748,17.046667,Inf,36),"(sqrt(abs(((X1 * (abs((X1 * (((1/(X1) + X1) * sqrt(abs(((sqrt(abs(X1)) + sqrt(abs(X1))) * sqrt(abs((X1 * sqrt(abs((abs((X1 + X1)) ^ 4.032192)))))))))) + -1.9527688))) ^ 0.022414062)) * 1.1678448))) + (X1 * 0.62006795)) RARLikelihood{Float32}"
35,1688405,-1461.2335,-1461.2335,-1554.922,70.052765,23.635748,18.163334,Inf,36),"(sqrt(abs(((X1 * (abs((X1 * (((1/(X1) + X1) * sqrt(abs(((sqrt(abs(X1)) + sqrt(abs(X1))) * sqrt(abs((X1 * sqrt(abs((abs((X1 + X1)) ^ 4.032192)))))))))) + -1.9527688))) ^ 0.022414062)) * 1.1678448))) + (X1 * 0.62006795)) RARLikelihood{Float32}"
