NeoGP.optimize!(rarindiv, buffers) = 65
NeoGP.extractparam(Float32, rarindiv) = Float32[0.83929104, -0.020135105, 0.38504496]
NeoGP.description_length_terms(rarindiv) = (-1274.7557f0, 14.4849415f0, 11.983779f0)
 RARLikelihood{Float32}
-- NEO GP --
SEED=-1
MAX_LEN=40
POPSIZE=300
DEPTH=5
CROSSOVER_PROB=0.900000
PMUT_PER_NODE=0.050000
GENERATIONS=100
TSIZE=2
----------------------------------
gen,fevals,best_fitness,dl,nll,func_compl,param_compl,avg_len,avg_fitness,size,expression
1,23966,-1168.0638,-1168.0638,-1200.7411,26.366695,6.310545,6.8033333,Inf,12,"((abs(-0.684212) ^ 0.3789955) * (-0.018349444 - (sqrt(abs(X1)) + log(abs(exp(X1)))))) RARLikelihood{Float32}"
2,56605,-1196.8623,-1196.8623,-1234.6455,29.11218,8.670984,5.766667,Inf,14,"((abs((X1 + sqrt(abs(X1)))) ^ 0.9551578) * (exp(sqrt(abs(log(abs(-1.9884505))))) * exp(-0.9501549))) RARLikelihood{Float32}"
3,86592,-1199.488,-1199.488,-1218.3937,11.266066,7.6395245,6.08,Inf,7,"((X1 - 0.32857937) + (abs(X1) ^ 0.20351464)) RARLikelihood{Float32}"
4,118774,-1223.2218,-1223.2218,-1238.9005,12.875504,2.8032074,7.19,Inf,8,"(X1 + ((X1 * -0.2928259) + sqrt(abs(X1)))) RARLikelihood{Float32}"
5,145258,-1223.2218,-1223.2218,-1238.9005,12.875504,2.8032074,8.213333,Inf,8,"(X1 + ((X1 * -0.2928259) + sqrt(abs(X1)))) RARLikelihood{Float32}"
6,177101,-1223.2218,-1223.2218,-1238.9005,12.875504,2.8032074,10.253333,Inf,8,"(X1 + ((X1 * -0.2928259) + sqrt(abs(X1)))) RARLikelihood{Float32}"
7,212558,-1223.2218,-1223.2218,-1238.9005,12.875504,2.8032074,10.533334,Inf,8,"(X1 + ((X1 * -0.2928259) + sqrt(abs(X1)))) RARLikelihood{Float32}"
8,262434,-1223.2218,-1223.2218,-1238.9005,12.875504,2.8032074,11.23,Inf,8,"(X1 + ((X1 * -0.2928259) + sqrt(abs(X1)))) RARLikelihood{Float32}"
9,315097,-1223.2218,-1223.2218,-1238.9005,12.875504,2.8032074,11.593333,Inf,8,"(X1 + ((X1 * -0.2928259) + sqrt(abs(X1)))) RARLikelihood{Float32}"
10,369647,-1223.2218,-1223.2218,-1238.9005,12.875504,2.8032074,13.22,Inf,8,"(X1 + ((X1 * -0.2928259) + sqrt(abs(X1)))) RARLikelihood{Float32}"
11,424708,-1223.2218,-1223.2218,-1238.9005,12.875504,2.8032074,14.34,Inf,8,"(X1 + ((X1 * -0.2928259) + sqrt(abs(X1)))) RARLikelihood{Float32}"
12,473966,-1225.5592,-1225.5592,-1238.9008,9.656628,3.6849062,15.27,Inf,6,"(sqrt(abs(X1)) + (X1 / 1.4140788)) RARLikelihood{Float32}"
13,526854,-1225.5592,-1225.5592,-1238.9008,9.656628,3.6849062,17.423334,Inf,6,"(sqrt(abs(X1)) + (X1 / 1.4140788)) RARLikelihood{Float32}"
14,586973,-1225.6449,-1225.6449,-1245.5658,16.09438,3.8264937,18.473333,Inf,10,"(sqrt(abs((X1 + -0.0018354842))) + (X1 / sqrt(abs(sqrt(abs(-3.787248)))))) RARLikelihood{Float32}"
15,643581,-1225.6449,-1225.6449,-1245.5658,16.09438,3.8264937,18.853333,Inf,10,"(sqrt(abs((X1 + -0.0018354842))) + (X1 / sqrt(abs(sqrt(abs(-3.787248)))))) RARLikelihood{Float32}"
16,701213,-1226.1368,-1226.1368,-1245.5656,14.4849415,4.943678,18.74,Inf,9,"(sqrt(abs((X1 + -0.0018354852))) + (X1 / sqrt(abs(-1.9460851)))) RARLikelihood{Float32}"
17,762795,-1226.5275,-1226.5275,-1245.5656,12.875504,6.1625767,20.446667,Inf,8,"(sqrt(abs((X1 + -0.001835485))) + (X1 / 1.3950216)) RARLikelihood{Float32}"
18,820803,-1226.5275,-1226.5275,-1245.5656,12.875504,6.1625767,20.64,Inf,8,"(sqrt(abs((X1 + -0.001835485))) + (X1 / 1.3950216)) RARLikelihood{Float32}"
