NeoGP.optimize!(rarindiv, buffers) = 65
NeoGP.extractparam(Float32, rarindiv) = Float32[0.83929104, -0.020135105, 0.38504496]
NeoGP.description_length_terms(rarindiv) = (-1274.7557f0, 14.4849415f0, 11.983779f0)
-- NEO GP --
SEED=-1
MAX_LEN=40
POPSIZE=300
DEPTH=5
CROSSOVER_PROB=0.900000
PMUT_PER_NODE=0.050000
GENERATIONS=100
TSIZE=2
----------------------------------
gen,fevals,best_fitness,dl,func_compl,param_compl,nll_train,avg_len,avg_fitness,size,expression
1,31320,-1186.7401,-1186.7401,-1228.6641,29.11218,12.811819,6.806667,Inf,14),"(sqrt(abs((0.5884526 * (exp(0.011554973) - (X1 - -1.0137469))))) + (abs(X1) ^ exp(-0.15573879))) RARLikelihood{Float32}"
2,63723,-1205.2434,-1205.2434,-1245.0088,29.11218,10.653153,7.1633334,Inf,14),"((-1.2667855 - X1) / sqrt(abs((exp(0.28035882) + ((abs(X1) ^ -1.0950812) / exp(X1)))))) RARLikelihood{Float32}"
3,96140,-1212.9357,-1212.9357,-1240.7577,19.709354,8.11265,8.006667,Inf,11),"((sqrt(abs(-0.51040137)) * X1) + (abs((abs(X1) ^ sqrt(abs(0.009136813)))) ^ 5.2814064)) RARLikelihood{Float32}"
4,134160,-1218.6864,-1218.6864,-1240.758,14.334076,7.7375517,8.776667,Inf,8),"((sqrt(abs(-0.5104013)) * X1) + (abs(X1) ^ 0.50483215)) RARLikelihood{Float32}"
5,166399,-1225.5591,-1225.5591,-1238.9006,9.656628,3.684906,9.283334,Inf,6),"(sqrt(abs(X1)) + (0.7071741 * X1)) RARLikelihood{Float32}"
6,207142,-1225.5591,-1225.5591,-1238.9006,9.656628,3.684906,10.156667,Inf,6),"(sqrt(abs(X1)) + (0.7071741 * X1)) RARLikelihood{Float32}"
7,246111,-1225.5591,-1225.5591,-1238.9006,9.656628,3.684906,10.52,Inf,6),"(sqrt(abs(X1)) + (0.7071741 * X1)) RARLikelihood{Float32}"
8,282175,-1225.5591,-1225.5591,-1238.9006,9.656628,3.684906,11.83,Inf,6),"(sqrt(abs(X1)) + (0.7071741 * X1)) RARLikelihood{Float32}"
9,325113,-1225.5591,-1225.5591,-1238.9006,9.656628,3.684906,12.433333,Inf,6),"(sqrt(abs(X1)) + (0.7071741 * X1)) RARLikelihood{Float32}"
10,377659,-1225.5591,-1225.5591,-1238.9006,9.656628,3.684906,13.873333,Inf,6),"(sqrt(abs(X1)) + (0.7071741 * X1)) RARLikelihood{Float32}"
11,430244,-1225.5591,-1225.5591,-1238.9006,9.656628,3.684906,16.393333,Inf,6),"(sqrt(abs(X1)) + (0.7071741 * X1)) RARLikelihood{Float32}"
12,486896,-1225.5591,-1225.5591,-1238.9006,9.656628,3.684906,16.516666,Inf,6),"(sqrt(abs(X1)) + (0.7071741 * X1)) RARLikelihood{Float32}"
13,538329,-1225.5591,-1225.5591,-1238.9006,9.656628,3.684906,16.723333,Inf,6),"(sqrt(abs(X1)) + (0.7071741 * X1)) RARLikelihood{Float32}"
14,596705,-1225.5591,-1225.5591,-1238.9006,9.656628,3.684906,16.903334,Inf,6),"(sqrt(abs(X1)) + (0.7071741 * X1)) RARLikelihood{Float32}"
15,657846,-1225.5591,-1225.5591,-1238.9006,9.656628,3.684906,18.48,Inf,6),"(sqrt(abs(X1)) + (0.7071741 * X1)) RARLikelihood{Float32}"
16,713409,-1225.5591,-1225.5591,-1238.9006,9.656628,3.684906,18.29,Inf,6),"(sqrt(abs(X1)) + (0.7071741 * X1)) RARLikelihood{Float32}"
17,770289,-1234.5448,-1234.5448,-1315.5392,62.169796,18.824568,19.013334,Inf,27),"((1/(log(abs((3.3837118 + X1)))) - (X1 * -1.5162046)) + ((X1 / ((X1 * sqrt(abs(((abs(X1) ^ -0.15871567) / 1.8170667)))) / sqrt(abs(X1)))) - (0.81943536 + X1))) RARLikelihood{Float32}"
18,829891,-1356.3038,-1356.3038,-1438.1436,62.169796,19.66996,20.41,Inf,27),"((1/(log(abs((1.807033 + X1)))) - (X1 * -1.2975382)) + ((X1 / ((X1 * sqrt(abs(((abs(X1) ^ -0.2027439) / 4.511331)))) / sqrt(abs(X1)))) - (1.7171332 + X1))) RARLikelihood{Float32}"
19,897876,-1356.3038,-1356.3038,-1438.1436,62.169796,19.66996,19.946667,Inf,27),"((1/(log(abs((1.807033 + X1)))) - (X1 * -1.2975382)) + ((X1 / ((X1 * sqrt(abs(((abs(X1) ^ -0.2027439) / 4.511331)))) / sqrt(abs(X1)))) - (1.7171332 + X1))) RARLikelihood{Float32}"
20,961099,-1356.3038,-1356.3038,-1438.1436,62.169796,19.66996,19.856667,Inf,27),"((1/(log(abs((1.807033 + X1)))) - (X1 * -1.2975382)) + ((X1 / ((X1 * sqrt(abs(((abs(X1) ^ -0.2027439) / 4.511331)))) / sqrt(abs(X1)))) - (1.7171332 + X1))) RARLikelihood{Float32}"
21,1018256,-1356.3038,-1356.3038,-1438.1436,62.169796,19.66996,19.13,Inf,27),"((1/(log(abs((1.807033 + X1)))) - (X1 * -1.2975382)) + ((X1 / ((X1 * sqrt(abs(((abs(X1) ^ -0.2027439) / 4.511331)))) / sqrt(abs(X1)))) - (1.7171332 + X1))) RARLikelihood{Float32}"
22,1079012,-1356.3038,-1356.3038,-1438.1436,62.169796,19.66996,19.87,Inf,27),"((1/(log(abs((1.807033 + X1)))) - (X1 * -1.2975382)) + ((X1 / ((X1 * sqrt(abs(((abs(X1) ^ -0.2027439) / 4.511331)))) / sqrt(abs(X1)))) - (1.7171332 + X1))) RARLikelihood{Float32}"
23,1141441,-1356.3038,-1356.3038,-1438.1436,62.169796,19.66996,20.766666,Inf,27),"((1/(log(abs((1.807033 + X1)))) - (X1 * -1.2975382)) + ((X1 / ((X1 * sqrt(abs(((abs(X1) ^ -0.2027439) / 4.511331)))) / sqrt(abs(X1)))) - (1.7171332 + X1))) RARLikelihood{Float32}"
24,1213702,-1356.3038,-1356.3038,-1438.1436,62.169796,19.66996,21.383333,Inf,27),"((1/(log(abs((1.807033 + X1)))) - (X1 * -1.2975382)) + ((X1 / ((X1 * sqrt(abs(((abs(X1) ^ -0.2027439) / 4.511331)))) / sqrt(abs(X1)))) - (1.7171332 + X1))) RARLikelihood{Float32}"
25,1277713,-1362.5515,-1362.5515,-1438.1436,57.56463,18.027431,21.73,Inf,25),"((1/(log(abs((1.807033 + X1)))) - (X1 * -0.29753676)) + ((X1 / ((X1 * sqrt(abs(((abs(X1) ^ -0.20274478) / 4.511334)))) / sqrt(abs(X1)))) - 1.7171328)) RARLikelihood{Float32}"
26,1368103,-1362.5515,-1362.5515,-1438.1436,57.56463,18.027431,22.116667,Inf,25),"((1/(log(abs((1.807033 + X1)))) - (X1 * -0.29753676)) + ((X1 / ((X1 * sqrt(abs(((abs(X1) ^ -0.20274478) / 4.511334)))) / sqrt(abs(X1)))) - 1.7171328)) RARLikelihood{Float32}"
27,1430583,-1362.5515,-1362.5515,-1438.1436,57.56463,18.027431,21.9,Inf,25),"((1/(log(abs((1.807033 + X1)))) - (X1 * -0.29753676)) + ((X1 / ((X1 * sqrt(abs(((abs(X1) ^ -0.20274478) / 4.511334)))) / sqrt(abs(X1)))) - 1.7171328)) RARLikelihood{Float32}"
28,1495859,-1362.5515,-1362.5515,-1438.1436,57.56463,18.027431,23.77,Inf,25),"((1/(log(abs((1.807033 + X1)))) - (X1 * -0.29753676)) + ((X1 / ((X1 * sqrt(abs(((abs(X1) ^ -0.20274478) / 4.511334)))) / sqrt(abs(X1)))) - 1.7171328)) RARLikelihood{Float32}"
29,1564160,-1362.5515,-1362.5515,-1438.1436,57.56463,18.027431,22.92,Inf,25),"((1/(log(abs((1.807033 + X1)))) - (X1 * -0.29753676)) + ((X1 / ((X1 * sqrt(abs(((abs(X1) ^ -0.20274478) / 4.511334)))) / sqrt(abs(X1)))) - 1.7171328)) RARLikelihood{Float32}"
30,1633404,-1362.5524,-1362.5524,-1438.1434,57.56463,18.02652,24.123333,Inf,25),"((1/(log(abs((1.8070391 + X1)))) - (X1 * -0.2975419)) + ((X1 / ((X1 * sqrt(abs(((abs(X1) ^ -0.20274405) / 4.511284)))) / sqrt(abs(X1)))) - 1.717123)) RARLikelihood{Float32}"
31,1698226,-1368.4156,-1368.4156,-1448.7216,62.169796,18.136074,24.546667,Inf,27),"((1/(log(abs((1.7941312 + X1)))) - (X1 * (X1 * -0.009249159))) + ((X1 / ((X1 * sqrt(abs(((abs(X1) ^ -0.27221683) / 5.847336)))) / sqrt(abs(X1)))) - 1.7298728)) RARLikelihood{Float32}"
32,1759786,-1368.4161,-1368.4161,-1448.7222,62.169796,18.136248,24.076666,Inf,27),"((1/(log(abs((1.794131 + X1)))) - (X1 * (X1 * -0.009249149))) + ((X1 / ((X1 * sqrt(abs(((abs(X1) ^ -0.2722168) / 5.847336)))) / sqrt(abs(X1)))) - 1.7298728)) RARLikelihood{Float32}"
33,1818758,-1368.4161,-1368.4161,-1448.7222,62.169796,18.136248,24.086666,Inf,27),"((1/(log(abs((1.794131 + X1)))) - (X1 * (X1 * -0.009249149))) + ((X1 / ((X1 * sqrt(abs(((abs(X1) ^ -0.2722168) / 5.847336)))) / sqrt(abs(X1)))) - 1.7298728)) RARLikelihood{Float32}"
