NeoGP.optimize!(rarindiv, buffers) = 65
NeoGP.extractparam(Float32, rarindiv) = Float32[0.83929104, -0.020135105, 0.38504496]
NeoGP.description_length_terms(rarindiv) = (-1274.7557f0, 14.4849415f0, 11.983779f0)
-- NEO GP --
SEED=-1
MAX_LEN=40
POPSIZE=300
DEPTH=5
CROSSOVER_PROB=0.900000
PMUT_PER_NODE=0.050000
GENERATIONS=100
TSIZE=2
----------------------------------
gen,fevals,best_fitness,dl,func_compl,param_compl,nll_train,avg_len,avg_fitness,size,expression
1,25861,-1157.836,-1157.836,-1195.8341,25.084633,12.913466,6.3766665,Inf,14),"(-0.06881178 - (((-6.987823 - X1) * (X1 / sqrt(abs(X1)))) * (-0.30173737 * -0.7003788))) RARLikelihood{Float32}"
2,57349,-1220.1548,-1220.1548,-1247.3223,14.4849415,12.682524,6.5733333,Inf,9),"((abs(X1) ^ 0.6166045) * (-1.6190438 - (0.08169415 * X1))) RARLikelihood{Float32}"
3,92031,-1220.1548,-1220.1548,-1247.3223,14.4849415,12.682524,7.2833333,Inf,9),"((abs(X1) ^ 0.6166045) * (-1.6190438 - (0.08169415 * X1))) RARLikelihood{Float32}"
4,130376,-1221.7483,-1221.7483,-1242.443,14.334076,6.36056,7.463333,Inf,8),"((-0.7202691 * X1) + (0.004317468 - sqrt(abs(X1)))) RARLikelihood{Float32}"
5,163498,-1221.7483,-1221.7483,-1242.443,14.334076,6.36056,8.306666,Inf,8),"((-0.7202691 * X1) + (0.004317468 - sqrt(abs(X1)))) RARLikelihood{Float32}"
6,204412,-1225.5591,-1225.5591,-1238.9006,9.656628,3.6849062,9.87,Inf,6),"(sqrt(abs(X1)) - (X1 / -1.414079)) RARLikelihood{Float32}"
7,254493,-1225.5591,-1225.5591,-1238.9006,9.656628,3.6849062,10.856667,Inf,6),"(sqrt(abs(X1)) - (X1 / -1.414079)) RARLikelihood{Float32}"
8,310129,-1225.5591,-1225.5591,-1238.9006,9.656628,3.6849062,12.566667,Inf,6),"(sqrt(abs(X1)) - (X1 / -1.414079)) RARLikelihood{Float32}"
9,364909,-1225.5591,-1225.5591,-1238.9006,9.656628,3.6849062,13.273334,Inf,6),"(sqrt(abs(X1)) - (X1 / -1.414079)) RARLikelihood{Float32}"
10,423623,-1225.5591,-1225.5591,-1238.9006,9.656628,3.6849062,13.86,Inf,6),"(sqrt(abs(X1)) - (X1 / -1.414079)) RARLikelihood{Float32}"
11,488882,-1225.5591,-1225.5591,-1238.9006,9.656628,3.6849062,15.07,Inf,6),"(sqrt(abs(X1)) - (X1 / -1.414079)) RARLikelihood{Float32}"
12,548141,-1225.5591,-1225.5591,-1238.9006,9.656628,3.6849062,15.763333,Inf,6),"(sqrt(abs(X1)) - (X1 / -1.414079)) RARLikelihood{Float32}"
13,613424,-1225.5591,-1225.5591,-1238.9006,9.656628,3.6849062,15.893333,Inf,6),"(sqrt(abs(X1)) - (X1 / -1.414079)) RARLikelihood{Float32}"
14,682570,-1225.5591,-1225.5591,-1238.9006,9.656628,3.6849062,17.656666,Inf,6),"(sqrt(abs(X1)) - (X1 / -1.414079)) RARLikelihood{Float32}"
15,757229,-1225.5591,-1225.5591,-1238.9006,9.656628,3.6849062,18.49,Inf,6),"(sqrt(abs(X1)) - (X1 / -1.414079)) RARLikelihood{Float32}"
16,819453,-1225.5591,-1225.5591,-1238.9006,9.656628,3.6849062,20.153334,Inf,6),"(sqrt(abs(X1)) - (X1 / -1.414079)) RARLikelihood{Float32}"
17,883246,-1225.5591,-1225.5591,-1238.9006,9.656628,3.6849062,21.583334,Inf,6),"(sqrt(abs(X1)) - (X1 / -1.414079)) RARLikelihood{Float32}"
18,955839,-1225.5591,-1225.5591,-1238.9006,9.656628,3.6849062,21.576666,Inf,6),"(sqrt(abs(X1)) - (X1 / -1.414079)) RARLikelihood{Float32}"
19,1037705,-1225.5591,-1225.5591,-1238.9006,9.656628,3.6849062,22.97,Inf,6),"(sqrt(abs(X1)) - (X1 / -1.414079)) RARLikelihood{Float32}"
20,1109763,-1225.5591,-1225.5591,-1238.9006,9.656628,3.6849062,22.406666,Inf,6),"(sqrt(abs(X1)) - (X1 / -1.414079)) RARLikelihood{Float32}"
21,1181535,-1225.5591,-1225.5591,-1238.9006,9.656628,3.6849062,22.45,Inf,6),"(sqrt(abs(X1)) - (X1 / -1.414079)) RARLikelihood{Float32}"
22,1258786,-1225.5591,-1225.5591,-1238.9006,9.656628,3.6849062,24.436666,Inf,6),"(sqrt(abs(X1)) - (X1 / -1.414079)) RARLikelihood{Float32}"
23,1349853,-1225.5591,-1225.5591,-1238.9006,9.656628,3.6849062,24.073334,Inf,6),"(sqrt(abs(X1)) - (X1 / -1.414079)) RARLikelihood{Float32}"
24,1444704,-1225.5591,-1225.5591,-1238.9006,9.656628,3.6849062,24.94,Inf,6),"(sqrt(abs(X1)) - (X1 / -1.414079)) RARLikelihood{Float32}"
25,1514735,-1225.5591,-1225.5591,-1238.9006,9.656628,3.6849062,23.79,Inf,6),"(sqrt(abs(X1)) - (X1 / -1.414079)) RARLikelihood{Float32}"
26,1584827,-1225.5591,-1225.5591,-1238.9006,9.656628,3.6849062,22.65,Inf,6),"(sqrt(abs(X1)) - (X1 / -1.414079)) RARLikelihood{Float32}"
27,1658706,-1225.5591,-1225.5591,-1238.9006,9.656628,3.6849062,22.97,Inf,6),"(sqrt(abs(X1)) - (X1 / -1.414079)) RARLikelihood{Float32}"
28,1730674,-1225.5591,-1225.5591,-1238.9006,9.656628,3.6849062,22.706667,Inf,6),"(sqrt(abs(X1)) - (X1 / -1.414079)) RARLikelihood{Float32}"
29,1796927,-1225.5591,-1225.5591,-1238.9006,9.656628,3.6849062,22.493334,Inf,6),"(sqrt(abs(X1)) - (X1 / -1.414079)) RARLikelihood{Float32}"
30,1878768,-1225.5591,-1225.5591,-1238.9006,9.656628,3.6849062,21.273333,Inf,6),"(sqrt(abs(X1)) - (X1 / -1.414079)) RARLikelihood{Float32}"
31,1952558,-1225.5591,-1225.5591,-1238.9006,9.656628,3.6849062,19.086666,Inf,6),"(sqrt(abs(X1)) - (X1 / -1.414079)) RARLikelihood{Float32}"
32,2023205,-1225.5591,-1225.5591,-1238.9006,9.656628,3.6849062,19.783333,Inf,6),"(sqrt(abs(X1)) - (X1 / -1.414079)) RARLikelihood{Float32}"
33,2094964,-1225.5591,-1225.5591,-1238.9006,9.656628,3.6849062,20.003334,Inf,6),"(sqrt(abs(X1)) - (X1 / -1.414079)) RARLikelihood{Float32}"
34,2174601,-1225.5592,-1225.5592,-1238.9008,9.656628,3.6849062,20.56,Inf,6),"(sqrt(abs(X1)) - (X1 / -1.4140788)) RARLikelihood{Float32}"
35,2251342,-1225.5592,-1225.5592,-1238.9008,9.656628,3.6849062,20.726667,Inf,6),"(sqrt(abs(X1)) - (X1 / -1.4140788)) RARLikelihood{Float32}"
36,2326406,-1225.5592,-1225.5592,-1238.9008,9.656628,3.6849062,21.046667,Inf,6),"(sqrt(abs(X1)) - (X1 / -1.4140788)) RARLikelihood{Float32}"
37,2393250,-1225.5592,-1225.5592,-1238.9008,9.656628,3.6849062,20.226667,Inf,6),"(sqrt(abs(X1)) - (X1 / -1.4140788)) RARLikelihood{Float32}"
38,2464768,-1225.5592,-1225.5592,-1238.9008,9.656628,3.6849062,20.223333,Inf,6),"(sqrt(abs(X1)) - (X1 / -1.4140788)) RARLikelihood{Float32}"
39,2534968,-1225.5592,-1225.5592,-1238.9008,9.656628,3.6849062,20.036667,Inf,6),"(sqrt(abs(X1)) - (X1 / -1.4140788)) RARLikelihood{Float32}"
40,2604883,-1225.5592,-1225.5592,-1238.9008,9.656628,3.6849062,20.39,Inf,6),"(sqrt(abs(X1)) - (X1 / -1.4140788)) RARLikelihood{Float32}"
41,2683718,-1225.5592,-1225.5592,-1238.9008,9.656628,3.6849062,21.906666,Inf,6),"(sqrt(abs(X1)) - (X1 / -1.4140788)) RARLikelihood{Float32}"
42,2750831,-1225.5592,-1225.5592,-1238.9008,9.656628,3.6849062,22.67,Inf,6),"(sqrt(abs(X1)) - (X1 / -1.4140788)) RARLikelihood{Float32}"
