NeoGP.optimize!(rarindiv, buffers) = 65
NeoGP.extractparam(Float32, rarindiv) = Float32[0.83929104, -0.020135105, 0.38504496]
NeoGP.description_length_terms(rarindiv) = (-1274.7557f0, 14.4849415f0, 11.983779f0)
-- NEO GP --
SEED=-1
MAX_LEN=40
POPSIZE=300
DEPTH=5
CROSSOVER_PROB=0.900000
PMUT_PER_NODE=0.050000
GENERATIONS=100
TSIZE=2
----------------------------------
gen,fevals,best_fitness,dl,func_compl,param_compl,nll_train,avg_len,avg_fitness,size,expression
1,31436,-1114.3276,-1114.3276,-1130.4103,6.931472,9.151124,6.366667,Inf,5),"(-1.7973706 / (abs(X1) ^ -0.65925336)) RARLikelihood{Float32}"
2,66678,-1191.8193,-1191.8193,-1225.2506,25.296831,8.134453,5.863333,Inf,13),"(X1 + (sqrt(abs((sqrt(abs(X1)) * sqrt(abs(-0.6465286))))) - (exp(-3.7229927) * 8.751445))) RARLikelihood{Float32}"
3,98599,-1195.0808,-1195.0808,-1217.1503,14.4849415,7.5845323,6.66,Inf,9),"sqrt(abs((-2.3285434 * ((-0.32901168 - sqrt(abs(X1))) * X1)))) RARLikelihood{Float32}"
4,133265,-1201.3289,-1201.3289,-1225.2506,17.917595,6.0041122,7.363333,Inf,10),"(X1 + (sqrt(abs((sqrt(abs(X1)) * sqrt(abs(-0.64652854))))) - 0.21144849)) RARLikelihood{Float32}"
5,167210,-1204.1726,-1204.1726,-1245.8036,31.134562,10.496444,8.093333,Inf,16),"(((sqrt(abs((-3.350359 * (((abs(X1) ^ -0.9319268) * X1) * X1)))) + X1) / -1.2796115) / -1.2820309) RARLikelihood{Float32}"
6,206177,-1215.3959,-1215.3959,-1251.0033,25.296831,10.310536,9.296667,Inf,13),"(abs((X1 * ((((X1 - -0.16293049) / 4.186972) + 1.0404373) + 1.0595855))) ^ 0.61037004) RARLikelihood{Float32}"
7,248269,-1215.5496,-1215.5496,-1238.9005,23.350922,0.0,10.48,Inf,12),"(X1 + (sqrt(abs(X1)) - (((X1 + X1) / -493755.1) * -72292.16))) RARLikelihood{Float32}"
8,289023,-1215.5496,-1215.5496,-1238.9005,23.350922,0.0,12.383333,Inf,12),"(X1 + (sqrt(abs(X1)) - (((X1 + X1) / -493755.1) * -72292.16))) RARLikelihood{Float32}"
9,333597,-1225.5591,-1225.5591,-1238.9006,9.656628,3.684906,14.94,Inf,6),"((-0.7071741 * X1) - sqrt(abs(X1))) RARLikelihood{Float32}"
10,381355,-1225.5591,-1225.5591,-1238.9006,9.656628,3.684906,16.703333,Inf,6),"((-0.7071741 * X1) - sqrt(abs(X1))) RARLikelihood{Float32}"
11,427260,-1225.5591,-1225.5591,-1238.9006,9.656628,3.684906,17.82,Inf,6),"((-0.7071741 * X1) - sqrt(abs(X1))) RARLikelihood{Float32}"
12,470376,-1225.5591,-1225.5591,-1238.9006,9.656628,3.684906,18.083334,Inf,6),"((-0.7071741 * X1) - sqrt(abs(X1))) RARLikelihood{Float32}"
13,512299,-1225.5591,-1225.5591,-1238.9006,9.656628,3.684906,17.556667,Inf,6),"((-0.7071741 * X1) - sqrt(abs(X1))) RARLikelihood{Float32}"
14,558688,-1225.5591,-1225.5591,-1238.9006,9.656628,3.684906,18.636667,Inf,6),"((-0.7071741 * X1) - sqrt(abs(X1))) RARLikelihood{Float32}"
15,607884,-1225.5591,-1225.5591,-1238.9006,9.656628,3.684906,19.23,Inf,6),"((-0.7071741 * X1) - sqrt(abs(X1))) RARLikelihood{Float32}"
16,652972,-1225.5591,-1225.5591,-1238.9006,9.656628,3.684906,19.97,Inf,6),"((-0.7071741 * X1) - sqrt(abs(X1))) RARLikelihood{Float32}"
17,702830,-1225.5591,-1225.5591,-1238.9006,9.656628,3.684906,20.576666,Inf,6),"((-0.7071741 * X1) - sqrt(abs(X1))) RARLikelihood{Float32}"
18,756279,-1225.5591,-1225.5591,-1238.9006,9.656628,3.684906,20.55,Inf,6),"((-0.7071741 * X1) - sqrt(abs(X1))) RARLikelihood{Float32}"
19,797691,-1225.5591,-1225.5591,-1238.9006,9.656628,3.684906,20.546667,Inf,6),"((-0.7071741 * X1) - sqrt(abs(X1))) RARLikelihood{Float32}"
20,836441,-1225.5591,-1225.5591,-1238.9006,9.656628,3.684906,20.416666,Inf,6),"((-0.7071741 * X1) - sqrt(abs(X1))) RARLikelihood{Float32}"
21,876210,-1225.5591,-1225.5591,-1238.9006,9.656628,3.684906,21.483334,Inf,6),"((-0.7071741 * X1) - sqrt(abs(X1))) RARLikelihood{Float32}"
22,919699,-1225.5591,-1225.5591,-1238.9006,9.656628,3.684906,22.103333,Inf,6),"((-0.7071741 * X1) - sqrt(abs(X1))) RARLikelihood{Float32}"
23,968943,-1225.5591,-1225.5591,-1238.9006,9.656628,3.684906,22.373333,Inf,6),"((-0.7071741 * X1) - sqrt(abs(X1))) RARLikelihood{Float32}"
24,1025533,-1225.5591,-1225.5591,-1238.9006,9.656628,3.684906,21.823334,Inf,6),"((-0.7071741 * X1) - sqrt(abs(X1))) RARLikelihood{Float32}"
25,1076026,-1225.5591,-1225.5591,-1238.9006,9.656628,3.684906,21.783333,Inf,6),"((-0.7071741 * X1) - sqrt(abs(X1))) RARLikelihood{Float32}"
26,1117093,-1225.5591,-1225.5591,-1238.9006,9.656628,3.684906,20.256666,Inf,6),"((-0.7071741 * X1) - sqrt(abs(X1))) RARLikelihood{Float32}"
27,1162927,-1225.5591,-1225.5591,-1238.9006,9.656628,3.684906,20.756666,Inf,6),"((-0.7071741 * X1) - sqrt(abs(X1))) RARLikelihood{Float32}"
28,1219391,-1225.5591,-1225.5591,-1238.9006,9.656628,3.684906,20.773333,Inf,6),"((-0.7071741 * X1) - sqrt(abs(X1))) RARLikelihood{Float32}"
29,1261357,-1225.5591,-1225.5591,-1238.9006,9.656628,3.684906,20.026667,Inf,6),"((-0.7071741 * X1) - sqrt(abs(X1))) RARLikelihood{Float32}"
30,1304536,-1225.5591,-1225.5591,-1238.9006,9.656628,3.684906,20.22,Inf,6),"((-0.7071741 * X1) - sqrt(abs(X1))) RARLikelihood{Float32}"
31,1357335,-1225.5591,-1225.5591,-1238.9006,9.656628,3.684906,21.453333,Inf,6),"((-0.7071741 * X1) - sqrt(abs(X1))) RARLikelihood{Float32}"
32,1407583,-1225.5591,-1225.5591,-1238.9006,9.656628,3.684906,21.386667,Inf,6),"((-0.7071741 * X1) - sqrt(abs(X1))) RARLikelihood{Float32}"
33,1449913,-1225.5591,-1225.5591,-1238.9006,9.656628,3.684906,21.476667,Inf,6),"((-0.7071741 * X1) - sqrt(abs(X1))) RARLikelihood{Float32}"
34,1487860,-1225.5591,-1225.5591,-1238.9006,9.656628,3.684906,20.54,Inf,6),"((-0.7071741 * X1) - sqrt(abs(X1))) RARLikelihood{Float32}"
35,1544364,-1225.5591,-1225.5591,-1238.9006,9.656628,3.684906,21.68,Inf,6),"((-0.7071741 * X1) - sqrt(abs(X1))) RARLikelihood{Float32}"
36,1587386,-1225.5591,-1225.5591,-1238.9006,9.656628,3.684906,20.46,Inf,6),"((-0.7071741 * X1) - sqrt(abs(X1))) RARLikelihood{Float32}"
37,1628744,-1225.5591,-1225.5591,-1238.9006,9.656628,3.684906,20.016666,Inf,6),"((-0.7071741 * X1) - sqrt(abs(X1))) RARLikelihood{Float32}"
38,1674253,-1225.5592,-1225.5592,-1238.9008,9.656628,3.6849062,18.816668,Inf,6),"((X1 / 1.4140788) + sqrt(abs(X1))) RARLikelihood{Float32}"
39,1719490,-1225.5592,-1225.5592,-1238.9008,9.656628,3.6849062,19.08,Inf,6),"((X1 / 1.4140788) + sqrt(abs(X1))) RARLikelihood{Float32}"
40,1758645,-1225.5592,-1225.5592,-1238.9008,9.656628,3.6849062,18.826666,Inf,6),"((X1 / 1.4140788) + sqrt(abs(X1))) RARLikelihood{Float32}"
41,1802240,-1225.5592,-1225.5592,-1238.9008,9.656628,3.6849062,18.44,Inf,6),"((X1 / 1.4140788) + sqrt(abs(X1))) RARLikelihood{Float32}"
42,1839676,-1225.5592,-1225.5592,-1238.9008,9.656628,3.6849062,18.973333,Inf,6),"((X1 / 1.4140788) + sqrt(abs(X1))) RARLikelihood{Float32}"
43,1873347,-1225.5592,-1225.5592,-1238.9008,9.656628,3.6849062,19.436666,Inf,6),"((X1 / 1.4140788) + sqrt(abs(X1))) RARLikelihood{Float32}"
44,1916295,-1225.5592,-1225.5592,-1238.9008,9.656628,3.6849062,18.853333,Inf,6),"((X1 / 1.4140788) + sqrt(abs(X1))) RARLikelihood{Float32}"
45,1953861,-1225.5592,-1225.5592,-1238.9008,9.656628,3.6849062,18.346666,Inf,6),"((X1 / 1.4140788) + sqrt(abs(X1))) RARLikelihood{Float32}"
46,1999698,-1225.5592,-1225.5592,-1238.9008,9.656628,3.6849062,19.033333,Inf,6),"((X1 / 1.4140788) + sqrt(abs(X1))) RARLikelihood{Float32}"
47,2035966,-1225.5592,-1225.5592,-1238.9008,9.656628,3.6849062,19.13,Inf,6),"((X1 / 1.4140788) + sqrt(abs(X1))) RARLikelihood{Float32}"
48,2079520,-1225.5592,-1225.5592,-1238.9008,9.656628,3.6849062,18.836666,Inf,6),"((X1 / 1.4140788) + sqrt(abs(X1))) RARLikelihood{Float32}"
49,2121625,-1225.5592,-1225.5592,-1238.9008,9.656628,3.6849062,19.433332,Inf,6),"((X1 / 1.4140788) + sqrt(abs(X1))) RARLikelihood{Float32}"
50,2165025,-1225.5592,-1225.5592,-1238.9008,9.656628,3.6849062,20.343334,Inf,6),"((X1 / 1.4140788) + sqrt(abs(X1))) RARLikelihood{Float32}"
51,2207006,-1225.5592,-1225.5592,-1238.9008,9.656628,3.6849062,19.1,Inf,6),"((X1 / 1.4140788) + sqrt(abs(X1))) RARLikelihood{Float32}"
