NeoGP.optimize!(rarindiv, buffers) = 65
NeoGP.extractparam(Float32, rarindiv) = Float32[0.83929104, -0.020135105, 0.38504496]
NeoGP.description_length_terms(rarindiv) = (-1274.7557f0, 14.4849415f0, 11.983779f0)
-- NEO GP --
SEED=-1
MAX_LEN=40
POPSIZE=300
DEPTH=5
CROSSOVER_PROB=0.900000
PMUT_PER_NODE=0.050000
GENERATIONS=100
TSIZE=2
----------------------------------
gen,fevals,best_fitness,dl,func_compl,param_compl,nll_train,avg_len,avg_fitness,size,expression
1,23463,-1199.3324,-1199.3324,-1238.9027,31.191624,8.378645,6.2566667,Inf,15),"(sqrt(abs(X1)) - ((((abs(-1.164688) ^ 0.4128224) * (abs(X1) ^ 1.9992332)) / X1) * log(abs(0.5147518)))) RARLikelihood{Float32}"
2,48255,-1199.3324,-1199.3324,-1238.9027,31.191624,8.378645,5.44,Inf,15),"(sqrt(abs(X1)) - ((((abs(-1.164688) ^ 0.4128224) * (abs(X1) ^ 1.9992332)) / X1) * log(abs(0.5147518)))) RARLikelihood{Float32}"
3,76089,-1209.6791,-1209.6791,-1249.3755,27.03274,12.663689,5.7533336,Inf,13),"(sqrt(abs((1.235984 - 1.2377712))) - (X1 * (0.74598885 + (abs(0.5744659) ^ log(abs(X1)))))) RARLikelihood{Float32}"
4,107095,-1220.8816,-1220.8816,-1238.9006,14.334076,3.6849058,6.63,Inf,8),"(sqrt(abs(X1)) - (X1 * (-2.4958365 + 1.7886624))) RARLikelihood{Float32}"
5,140693,-1220.8816,-1220.8816,-1238.9006,14.334076,3.6849058,7.6266665,Inf,8),"(sqrt(abs(X1)) - (X1 * (-2.4958365 + 1.7886624))) RARLikelihood{Float32}"
6,171789,-1220.8816,-1220.8816,-1238.9006,14.334076,3.6849058,8.4366665,Inf,8),"(sqrt(abs(X1)) - (X1 * (-2.4958365 + 1.7886624))) RARLikelihood{Float32}"
7,215747,-1225.5592,-1225.5592,-1238.9008,9.656628,3.6849062,8.896667,Inf,6),"(sqrt(abs(X1)) + (X1 / 1.4140788)) RARLikelihood{Float32}"
8,247669,-1225.5592,-1225.5592,-1238.9008,9.656628,3.6849062,9.593333,Inf,6),"(sqrt(abs(X1)) + (X1 / 1.4140788)) RARLikelihood{Float32}"
9,288177,-1225.5592,-1225.5592,-1238.9008,9.656628,3.6849062,10.906667,Inf,6),"(sqrt(abs(X1)) + (X1 / 1.4140788)) RARLikelihood{Float32}"
10,332729,-1225.5592,-1225.5592,-1238.9008,9.656628,3.6849062,12.323334,Inf,6),"(sqrt(abs(X1)) + (X1 / 1.4140788)) RARLikelihood{Float32}"
11,377378,-1225.5592,-1225.5592,-1238.9008,9.656628,3.6849062,12.996667,Inf,6),"(sqrt(abs(X1)) + (X1 / 1.4140788)) RARLikelihood{Float32}"
12,420405,-1225.5592,-1225.5592,-1238.9008,9.656628,3.6849062,13.786667,Inf,6),"(sqrt(abs(X1)) + (X1 / 1.4140788)) RARLikelihood{Float32}"
