NeoGP.optimize!(rarindiv, buffers) = 65
NeoGP.extractparam(Float32, rarindiv) = Float32[0.83929104, -0.020135105, 0.38504496]
NeoGP.description_length_terms(rarindiv) = (-1274.7557f0, 14.4849415f0, 11.983779f0)
 RARLikelihood{Float32}
-- NEO GP --
SEED=-1
MAX_LEN=40
POPSIZE=300
DEPTH=5
CROSSOVER_PROB=0.900000
PMUT_PER_NODE=0.050000
GENERATIONS=100
TSIZE=2
----------------------------------
gen,fevals,best_fitness,dl,nll,func_compl,param_compl,avg_len,avg_fitness,size,expression
1,24178,-1219.6001,-1219.6001,-1239.4441,12.875504,6.9684525,6.5866666,Inf,8,"((X1 / 1.3898239) + sqrt(abs((X1 / -1.0189904)))) RARLikelihood{Float32}"
2,51329,-1219.6001,-1219.6001,-1239.4441,12.875504,6.9684525,6.81,Inf,8,"((X1 / 1.3898239) + sqrt(abs((X1 / -1.0189904)))) RARLikelihood{Float32}"
3,80604,-1219.6001,-1219.6001,-1239.4441,12.875504,6.9684525,7.32,Inf,8,"((X1 / 1.3898239) + sqrt(abs((X1 / -1.0189904)))) RARLikelihood{Float32}"
4,113785,-1219.6001,-1219.6001,-1239.4441,12.875504,6.9684525,8.1866665,Inf,8,"((X1 / 1.3898239) + sqrt(abs((X1 / -1.0189904)))) RARLikelihood{Float32}"
5,153560,-1226.9802,-1226.9802,-1245.5658,12.875504,5.7100945,9.033334,Inf,8,"((X1 * 0.7168347) + sqrt(abs((X1 + -0.0018354849)))) RARLikelihood{Float32}"
6,191123,-1226.9802,-1226.9802,-1245.5658,12.875504,5.7100945,9.72,Inf,8,"((X1 * 0.7168347) + sqrt(abs((X1 + -0.0018354849)))) RARLikelihood{Float32}"
7,236313,-1226.9802,-1226.9802,-1245.5658,12.875504,5.7100945,10.463333,Inf,8,"((X1 * 0.7168347) + sqrt(abs((X1 + -0.0018354849)))) RARLikelihood{Float32}"
8,282233,-1226.9802,-1226.9802,-1245.5658,12.875504,5.7100945,10.91,Inf,8,"((X1 * 0.7168347) + sqrt(abs((X1 + -0.0018354849)))) RARLikelihood{Float32}"
9,329078,-1226.9802,-1226.9802,-1245.5658,12.875504,5.7100945,12.35,Inf,8,"((X1 * 0.7168347) + sqrt(abs((X1 + -0.0018354849)))) RARLikelihood{Float32}"
10,391344,-1226.9802,-1226.9802,-1245.5658,12.875504,5.7100945,13.923333,Inf,8,"((X1 * 0.7168347) + sqrt(abs((X1 + -0.0018354849)))) RARLikelihood{Float32}"
11,456924,-1226.9802,-1226.9802,-1245.5658,12.875504,5.7100945,15.83,Inf,8,"((X1 * 0.7168347) + sqrt(abs((X1 + -0.0018354849)))) RARLikelihood{Float32}"
12,523330,-1226.9802,-1226.9802,-1245.5658,12.875504,5.7100945,16.416666,Inf,8,"((X1 * 0.7168347) + sqrt(abs((X1 + -0.0018354849)))) RARLikelihood{Float32}"
13,592629,-1226.9802,-1226.9802,-1245.5658,12.875504,5.7100945,17.056667,Inf,8,"((X1 * 0.7168347) + sqrt(abs((X1 + -0.0018354849)))) RARLikelihood{Float32}"
