NeoGP.optimize!(rarindiv, buffers) = 65
NeoGP.extractparam(Float32, rarindiv) = Float32[0.83929104, -0.020135105, 0.38504496]
NeoGP.description_length_terms(rarindiv) = (-1274.7557f0, 14.4849415f0, 11.983779f0)
-- NEO GP --
SEED=-1
MAX_LEN=40
POPSIZE=300
DEPTH=5
CROSSOVER_PROB=0.900000
PMUT_PER_NODE=0.050000
GENERATIONS=100
TSIZE=2
----------------------------------
gen,fevals,best_fitness,dl,func_compl,param_compl,nll_train,avg_len,avg_fitness,size,expression
1,31467,-1218.8921,-1218.8921,-1242.46,12.875504,10.692421,6.27,Inf,8),"((abs((sqrt(abs(X1)) + 0.4789735)) ^ 1.7875979) + -0.27670783) RARLikelihood{Float32}"
2,64040,-1218.8921,-1218.8921,-1242.46,12.875504,10.692421,6.5866666,Inf,8),"((abs((sqrt(abs(X1)) + 0.4789735)) ^ 1.7875979) + -0.27670783) RARLikelihood{Float32}"
3,97421,-1218.8921,-1218.8921,-1242.46,12.875504,10.692421,6.31,Inf,8),"((abs((sqrt(abs(X1)) + 0.4789735)) ^ 1.7875979) + -0.27670783) RARLikelihood{Float32}"
4,130282,-1218.8921,-1218.8921,-1242.46,12.875504,10.692421,7.2166667,Inf,8),"((abs((sqrt(abs(X1)) + 0.4789735)) ^ 1.7875979) + -0.27670783) RARLikelihood{Float32}"
5,168010,-1218.8921,-1218.8921,-1242.46,12.875504,10.692421,8.176666,Inf,8),"((abs((sqrt(abs(X1)) + 0.4789735)) ^ 1.7875979) + -0.27670783) RARLikelihood{Float32}"
6,199331,-1219.9026,-1219.9026,-1249.3762,17.917595,11.556042,9.426666,Inf,10),"((abs((sqrt(abs(X1)) + -0.031691607)) ^ 0.9134361) + (X1 * 0.73407936)) RARLikelihood{Float32}"
7,236932,-1219.9026,-1219.9026,-1249.3762,17.917595,11.556042,10.653334,Inf,10),"((abs((sqrt(abs(X1)) + -0.031691607)) ^ 0.9134361) + (X1 * 0.73407936)) RARLikelihood{Float32}"
8,282243,-1219.9026,-1219.9026,-1249.3762,17.917595,11.556042,11.933333,Inf,10),"((abs((sqrt(abs(X1)) + -0.031691607)) ^ 0.9134361) + (X1 * 0.73407936)) RARLikelihood{Float32}"
9,327862,-1224.5646,-1224.5646,-1238.8987,14.334076,0.0,13.706667,Inf,8),"(sqrt(abs(X1)) - ((X1 / -9.005916e8) * 6.372089e8)) RARLikelihood{Float32}"
10,377644,-1224.5646,-1224.5646,-1238.8987,14.334076,0.0,14.403334,Inf,8),"(sqrt(abs(X1)) - ((X1 / -9.005916e8) * 6.372089e8)) RARLikelihood{Float32}"
11,422312,-1224.5646,-1224.5646,-1238.8987,14.334076,0.0,15.566667,Inf,8),"(sqrt(abs(X1)) - ((X1 / -9.005916e8) * 6.372089e8)) RARLikelihood{Float32}"
