NeoGP.optimize!(rarindiv, buffers) = 65
NeoGP.extractparam(Float32, rarindiv) = Float32[0.83929104, -0.020135105, 0.38504496]
NeoGP.description_length_terms(rarindiv) = (-1274.7557f0, 14.4849415f0, 11.983779f0)
 RARLikelihood{Float32}
-- NEO GP --
SEED=-1
MAX_LEN=40
POPSIZE=300
DEPTH=5
CROSSOVER_PROB=0.900000
PMUT_PER_NODE=0.050000
GENERATIONS=100
TSIZE=2
----------------------------------
gen,fevals,best_fitness,dl,nll,func_compl,param_compl,avg_len,avg_fitness,size,expression
1,26189,-1190.6772,-1190.6772,-1247.3224,45.747715,10.897469,6.8133335,Inf,22,"((X1 * (abs(X1) ^ -0.38339558)) * ((((-0.19665663 / 1.3386884) + 0.22859675) * (X1 - -1.5413548)) + log(abs((-1.6709483 - (0.9938257 - -1.786203)))))) RARLikelihood{Float32}"
2,61250,-1207.1055,-1207.1055,-1233.347,16.09438,10.147234,6.38,Inf,10,"(X1 + (log(abs(((abs(X1) ^ 0.4296904) + 0.85631114))) + 0.08547772)) RARLikelihood{Float32}"
3,92453,-1207.1055,-1207.1055,-1233.347,16.09438,10.147234,6.576667,Inf,10,"(X1 + (log(abs(((abs(X1) ^ 0.4296904) + 0.85631114))) + 0.08547772)) RARLikelihood{Float32}"
4,122501,-1214.1023,-1214.1023,-1239.4438,17.917595,7.4238977,8.02,Inf,10,"(0.7195166 * (X1 - (-4.8305078 / sqrt(abs((-12.309422 / X1)))))) RARLikelihood{Float32}"
5,158228,-1214.1023,-1214.1023,-1239.4438,17.917595,7.4238977,8.98,Inf,10,"(0.7195166 * (X1 - (-4.8305078 / sqrt(abs((-12.309422 / X1)))))) RARLikelihood{Float32}"
6,195805,-1214.195,-1214.195,-1239.4441,21.405012,3.844088,10.773334,Inf,11,"(exp(-0.32917717) * (X1 - (-4.8306775 / sqrt(abs((-12.31024 / X1)))))) RARLikelihood{Float32}"
7,240628,-1214.195,-1214.195,-1239.4441,21.405012,3.844088,10.973333,Inf,11,"(exp(-0.32917717) * (X1 - (-4.8306775 / sqrt(abs((-12.31024 / X1)))))) RARLikelihood{Float32}"
8,282259,-1225.5591,-1225.5591,-1238.9006,9.656628,3.684906,13.18,Inf,6,"((-0.7071741 * X1) - sqrt(abs(X1))) RARLikelihood{Float32}"
9,326999,-1225.5591,-1225.5591,-1238.9006,9.656628,3.684906,14.356667,Inf,6,"((-0.7071741 * X1) - sqrt(abs(X1))) RARLikelihood{Float32}"
10,371153,-1225.5591,-1225.5591,-1238.9006,9.656628,3.684906,14.886666,Inf,6,"((-0.7071741 * X1) - sqrt(abs(X1))) RARLikelihood{Float32}"
11,427873,-1225.5591,-1225.5591,-1238.9006,9.656628,3.684906,16.08,Inf,6,"((-0.7071741 * X1) - sqrt(abs(X1))) RARLikelihood{Float32}"
12,487019,-1225.5591,-1225.5591,-1238.9006,9.656628,3.684906,16.956667,Inf,6,"((-0.7071741 * X1) - sqrt(abs(X1))) RARLikelihood{Float32}"
13,552152,-1225.5591,-1225.5591,-1238.9006,9.656628,3.684906,18.423334,Inf,6,"((-0.7071741 * X1) - sqrt(abs(X1))) RARLikelihood{Float32}"
14,600724,-1225.5591,-1225.5591,-1238.9006,9.656628,3.684906,20.216667,Inf,6,"((-0.7071741 * X1) - sqrt(abs(X1))) RARLikelihood{Float32}"
15,653391,-1225.5591,-1225.5591,-1238.9006,9.656628,3.684906,21.276667,Inf,6,"((-0.7071741 * X1) - sqrt(abs(X1))) RARLikelihood{Float32}"
16,714023,-1225.5591,-1225.5591,-1238.9006,9.656628,3.684906,22.126667,Inf,6,"((-0.7071741 * X1) - sqrt(abs(X1))) RARLikelihood{Float32}"
17,776287,-1225.5591,-1225.5591,-1238.9006,9.656628,3.684906,23.093334,Inf,6,"((-0.7071741 * X1) - sqrt(abs(X1))) RARLikelihood{Float32}"
18,839587,-1225.5591,-1225.5591,-1238.9006,9.656628,3.684906,23.78,Inf,6,"((-0.7071741 * X1) - sqrt(abs(X1))) RARLikelihood{Float32}"
19,908203,-1225.5591,-1225.5591,-1238.9006,9.656628,3.684906,24.1,Inf,6,"((-0.7071741 * X1) - sqrt(abs(X1))) RARLikelihood{Float32}"
20,960509,-1225.5591,-1225.5591,-1238.9006,9.656628,3.684906,24.096666,Inf,6,"((-0.7071741 * X1) - sqrt(abs(X1))) RARLikelihood{Float32}"
21,1016790,-1225.5591,-1225.5591,-1238.9006,9.656628,3.684906,23.96,Inf,6,"((-0.7071741 * X1) - sqrt(abs(X1))) RARLikelihood{Float32}"
22,1067180,-1225.5591,-1225.5591,-1238.9006,9.656628,3.684906,24.096666,Inf,6,"((-0.7071741 * X1) - sqrt(abs(X1))) RARLikelihood{Float32}"
23,1128658,-1225.5591,-1225.5591,-1238.9006,9.656628,3.684906,22.513334,Inf,6,"((-0.7071741 * X1) - sqrt(abs(X1))) RARLikelihood{Float32}"
24,1180591,-1225.5591,-1225.5591,-1238.9006,9.656628,3.684906,22.663334,Inf,6,"((-0.7071741 * X1) - sqrt(abs(X1))) RARLikelihood{Float32}"
25,1241361,-1225.5591,-1225.5591,-1238.9006,9.656628,3.684906,21.61,Inf,6,"((-0.7071741 * X1) - sqrt(abs(X1))) RARLikelihood{Float32}"
