gen,nll_train_median,nll_train_p5,nll_train_p10,nll_train_p90,nll_train_p95,dl_median,dl_p5,dl_p10,dl_p90,dl_p95,func_compl_median,func_compl_p5,func_compl_p10,func_compl_p90,func_compl_p95,param_compl_median,param_compl_p5,param_compl_p10,param_compl_p90,param_compl_p95,size_median,size_p5,size_p10,size_p90,size_p95,avg_len_median,avg_len_p5,avg_len_p10,avg_len_p90,avg_len_p95
88,13.522598,4.5323596,6.4635553,19.26014,20.421501,-1506.4541,-1527.0769,-1526.1184,-1470.18,-1304.7662,-1566.081,-1573.1228,-1570.985,-1529.012,-1365.3651,40.864113,28.668152,28.668152,58.22436,64.74317,20),15),16),27),31),23.336666,20.63,20.87,25.45,26.12
89,13.774776,4.5323596,6.4635553,18.985846,19.81849,-1506.5419,-1527.0769,-1526.1184,-1473.4801,-1354.7052,-1566.6937,-1573.1228,-1571.748,-1532.7128,-1477.6925,40.864113,28.668152,29.188652,59.32506,66.54213,20),15),16),28),32),23.093334,20.02,20.62,25.716667,26.203333
90,13.774776,4.5323596,6.4635553,18.985846,19.81849,-1506.5419,-1527.0769,-1526.1184,-1473.4801,-1354.7052,-1566.6937,-1573.1228,-1571.748,-1532.7128,-1477.6925,39.509388,28.668152,29.188652,59.32506,66.54213,20),15),16),28),32),23.13,20.093334,20.606667,25.703333,25.96
91,13.74467,4.5323596,6.3191023,18.985846,19.81849,-1507.4152,-1527.0769,-1526.1184,-1473.5818,-1354.7052,-1566.6937,-1573.1228,-1571.748,-1532.7128,-1477.6925,39.509388,27.242743,28.668152,59.32506,64.74317,20),14),15),28),31),23.586666,20.11,20.476667,25.59,25.98
92,13.522598,4.5323596,6.3191023,18.984207,19.81849,-1508.7019,-1527.0769,-1526.1184,-1474.132,-1390.6405,-1566.6937,-1572.1533,-1570.985,-1540.1976,-1478.1772,39.509388,28.668152,28.668152,61.52229,72.50841,20),15),15),28),33),23.29,20.136667,20.666666,25.496666,26.336666
93,13.522598,4.5323596,6.3191023,18.984207,19.81849,-1508.7019,-1527.0769,-1526.1184,-1474.132,-1390.6405,-1566.6937,-1572.1533,-1570.985,-1540.1976,-1478.1772,39.509388,28.668152,28.668152,61.52229,68.621574,20),15),15),28),33),23.223333,19.933332,20.826666,25.556667,25.953333
94,13.522598,4.5323596,6.3191023,18.603588,19.81849,-1508.7019,-1527.0769,-1526.1184,-1474.132,-1391.0166,-1566.6937,-1572.0787,-1570.7094,-1540.1976,-1478.1771,39.509388,28.668152,28.668152,61.52229,68.621574,20),15),15),28),33),23.266666,20.883333,21.013334,25.113333,25.243334
95,13.479031,4.5323596,6.3191023,18.59954,19.81849,-1508.7019,-1527.0769,-1526.1184,-1476.2672,-1391.0166,-1566.5911,-1572.0787,-1569.9594,-1542.3485,-1478.1771,39.509388,28.668152,28.668152,59.32506,64.74317,20),15),15),28),31),23.113333,21.15,21.356667,25.593334,25.996666
96,13.52261,3.6328802,6.136092,18.60059,19.81849,-1509.2623,-1527.0769,-1526.1184,-1477.6161,-1395.9823,-1566.5911,-1571.8337,-1569.2952,-1543.0558,-1483.2521,39.509388,28.668152,28.668152,58.377304,64.74317,20),15),15),28),31),23.063334,20.553333,21.476667,25.696667,26.336666
97,13.52261,3.6328802,6.136092,18.60059,20.421501,-1509.9436,-1527.0769,-1526.1184,-1477.6161,-1395.9823,-1566.5911,-1571.8337,-1569.2953,-1542.3485,-1483.2521,38.9182,28.668152,28.668152,58.377304,64.74317,19),15),15),28),31),23.206667,20.563334,21.056667,25.933332,26.44
98,13.479031,3.6328802,6.136092,18.60059,20.421501,-1510.882,-1527.0769,-1526.1184,-1477.6161,-1410.0303,-1566.4844,-1571.8337,-1569.2946,-1543.0558,-1485.8184,38.9182,28.668152,29.188652,58.22436,64.462685,19),15),15),27),30),23.06,20.083334,20.983334,25.506666,26.303333
99,13.603138,3.6328802,6.136092,18.60059,20.421501,-1510.8871,-1527.0769,-1526.1184,-1477.6161,-1415.3757,-1566.6937,-1571.8337,-1569.9596,-1543.0558,-1491.2935,38.9182,28.668152,29.188652,58.22436,64.462685,19),15),15),28),31),23.203333,20.733334,20.97,25.263334,25.763334
