NeoGP.optimize!(rarindiv, buffers) = 65
NeoGP.extractparam(Float32, rarindiv) = Float32[0.83929104, -0.020135105, 0.38504496]
NeoGP.description_length_terms(rarindiv) = (-1274.7557f0, 14.4849415f0, 11.983779f0)
 RARLikelihood{Float32}
-- NEO GP --
SEED=-1
MAX_LEN=40
POPSIZE=300
DEPTH=5
CROSSOVER_PROB=0.900000
PMUT_PER_NODE=0.050000
GENERATIONS=100
TSIZE=2
----------------------------------
gen,fevals,best_fitness,dl,nll,func_compl,param_compl,avg_len,avg_fitness,size,expression
1,28635,-1100.7021,-1100.7021,-1130.41,21.501114,8.206749,7.116667,Inf,12,"((-1.0694879 * X1) / ((abs(sqrt(abs((-0.55090624 * X1)))) ^ 0.68149316) * -0.7290632)) RARLikelihood{Float32}"
2,63160,-1163.3239,-1163.3239,-1199.0527,25.296831,10.431949,6.766667,Inf,13,"((abs(((abs((X1 * X1)) ^ exp(0.79231894)) * -30.050722)) ^ sqrt(abs(0.026339859))) - -0.047448866) RARLikelihood{Float32}"
3,97335,-1196.5531,-1196.5531,-1242.443,34.04343,11.84647,7.16,Inf,19,"((sqrt(abs(-2.002129)) * X1) + (((-2.982281 * (-0.8601347 - (X1 * 0.102372326))) - 2.569481) + (sqrt(abs(X1)) - X1))) RARLikelihood{Float32}"
4,129636,-1196.5531,-1196.5531,-1242.443,34.04343,11.84647,8.07,Inf,19,"((sqrt(abs(-2.002129)) * X1) + (((-2.982281 * (-0.8601347 - (X1 * 0.102372326))) - 2.569481) + (sqrt(abs(X1)) - X1))) RARLikelihood{Float32}"
5,162843,-1196.5531,-1196.5531,-1242.443,34.04343,11.84647,8.743333,Inf,19,"((sqrt(abs(-2.002129)) * X1) + (((-2.982281 * (-0.8601347 - (X1 * 0.102372326))) - 2.569481) + (sqrt(abs(X1)) - X1))) RARLikelihood{Float32}"
6,212602,-1204.7292,-1204.7292,-1242.443,26.876392,10.837444,9.756667,Inf,15,"((sqrt(abs(-2.959327)) * X1) + (((-3.1286361 * -0.74194545) - 2.325595) + (sqrt(abs(X1)) - X1))) RARLikelihood{Float32}"
7,257946,-1223.7334,-1223.7334,-1238.9008,12.542316,2.6249719,10.19,Inf,7,"((X1 * exp(-0.34647852)) + sqrt(abs(X1))) RARLikelihood{Float32}"
8,313771,-1223.7334,-1223.7334,-1238.9008,12.542316,2.6249719,11.36,Inf,7,"((X1 * exp(-0.34647852)) + sqrt(abs(X1))) RARLikelihood{Float32}"
9,365500,-1225.5591,-1225.5591,-1238.9006,9.656628,3.684906,12.183333,Inf,6,"((X1 * 0.7071741) + sqrt(abs(X1))) RARLikelihood{Float32}"
10,416833,-1225.5591,-1225.5591,-1238.9006,9.656628,3.684906,12.976666,Inf,6,"((X1 * 0.7071741) + sqrt(abs(X1))) RARLikelihood{Float32}"
11,470314,-1225.5591,-1225.5591,-1238.9006,9.656628,3.684906,14.223333,Inf,6,"((X1 * 0.7071741) + sqrt(abs(X1))) RARLikelihood{Float32}"
12,517729,-1225.5591,-1225.5591,-1238.9006,9.656628,3.684906,15.02,Inf,6,"((X1 * 0.7071741) + sqrt(abs(X1))) RARLikelihood{Float32}"
13,566169,-1225.5591,-1225.5591,-1238.9006,9.656628,3.684906,15.65,Inf,6,"((X1 * 0.7071741) + sqrt(abs(X1))) RARLikelihood{Float32}"
14,619853,-1225.5591,-1225.5591,-1238.9006,9.656628,3.684906,16.216667,Inf,6,"((X1 * 0.7071741) + sqrt(abs(X1))) RARLikelihood{Float32}"
15,674224,-1225.5591,-1225.5591,-1238.9006,9.656628,3.684906,17.066668,Inf,6,"((X1 * 0.7071741) + sqrt(abs(X1))) RARLikelihood{Float32}"
16,725719,-1225.5591,-1225.5591,-1238.9006,9.656628,3.684906,17.206667,Inf,6,"((X1 * 0.7071741) + sqrt(abs(X1))) RARLikelihood{Float32}"
17,788528,-1225.5591,-1225.5591,-1238.9006,9.656628,3.684906,19.263334,Inf,6,"((X1 * 0.7071741) + sqrt(abs(X1))) RARLikelihood{Float32}"
18,851998,-1225.5591,-1225.5591,-1238.9006,9.656628,3.684906,19.85,Inf,6,"((X1 * 0.7071741) + sqrt(abs(X1))) RARLikelihood{Float32}"
19,916567,-1225.5597,-1225.5597,-1238.9012,9.656628,3.6849134,20.056667,Inf,6,"((0.7072076 * X1) + sqrt(abs(X1))) RARLikelihood{Float32}"
20,970395,-1225.5597,-1225.5597,-1238.9012,9.656628,3.6849134,20.26,Inf,6,"((0.7072076 * X1) + sqrt(abs(X1))) RARLikelihood{Float32}"
21,1031799,-1225.5597,-1225.5597,-1238.9012,9.656628,3.6849134,20.37,Inf,6,"((0.7072076 * X1) + sqrt(abs(X1))) RARLikelihood{Float32}"
22,1087983,-1225.5597,-1225.5597,-1238.9012,9.656628,3.6849134,21.043333,Inf,6,"((0.7072076 * X1) + sqrt(abs(X1))) RARLikelihood{Float32}"
23,1154694,-1225.5597,-1225.5597,-1238.9012,9.656628,3.6849134,20.466667,Inf,6,"((0.7072076 * X1) + sqrt(abs(X1))) RARLikelihood{Float32}"
