-- NEO GP (NSGA2)--
SEED=-1
MAX_LEN=50
POPSIZE=500
TOURNAMENT_SIZE=2
INITIAL_DEPTH=5
CROSSOVER_PROB=0.900000
PMUT_PER_NODE=0.050000
----------------------------------
gen,fevals,|bestfront|,bestloss,obj,nll,dl,func_compl,param_compl,FBF,MSE_train,MSE_test,R2_train,R2_test,size,expression
1,23452,7,3895.2446,3786.7874,3895.2446,3911.8699,6.931472,9.693935,3786.7874,141.54417,152.19821,0.41271478,0.38954204,5,"((-21.115025 * X1) + 28.82459) NeoGP.GaussianLikelihood{Float32} Float32[11.897237]"
2,43012,10,3895.2446,3786.7874,3895.2446,3911.8699,6.931472,9.693935,3786.7874,141.54417,152.19821,0.41271478,0.38954204,5,"((-21.115025 * X1) + 28.82459) NeoGP.GaussianLikelihood{Float32} Float32[11.897237]"
3,65697,4,3877.1018,3784.3425,3877.1018,3907.3882,19.4591,10.827442,3784.3425,136.50029,146.66444,0.43364245,0.41173762,10,"((-17.087154 * X1) + log(abs((-3.9351608e12 - (-3.938186e12 * X9))))) NeoGP.GaussianLikelihood{Float32} Float32[11.6833315]"
4,85166,6,3877.1018,3784.3425,3877.1018,3907.3882,19.4591,10.827442,3784.3425,136.50029,146.66444,0.43364245,0.41173762,10,"((-17.087154 * X1) + log(abs((-3.9351608e12 - (-3.938186e12 * X9))))) NeoGP.GaussianLikelihood{Float32} Float32[11.6833315]"
5,106951,7,3877.1016,3781.009,3877.1016,3904.0,16.125835,10.772594,3781.009,136.5002,146.6618,0.43364286,0.41174823,9,"((-7.171958 * X9) - ((17.093714 * X1) + -29.008244)) NeoGP.GaussianLikelihood{Float32} Float32[11.6833315]"
6,127051,7,3877.1016,3781.009,3877.1016,3904.0,16.125835,10.772594,3781.009,136.5002,146.6618,0.43364286,0.41174823,9,"((-7.171958 * X9) - ((17.093714 * X1) + -29.008244)) NeoGP.GaussianLikelihood{Float32} Float32[11.6833315]"
7,147117,10,3877.1016,3781.009,3877.1016,3904.0,16.125835,10.772594,3781.009,136.5002,146.6618,0.43364286,0.41174823,9,"((-7.171958 * X9) - ((17.093714 * X1) + -29.008244)) NeoGP.GaussianLikelihood{Float32} Float32[11.6833315]"
8,165704,13,3877.1016,3781.009,3877.1016,3904.0,16.125835,10.772594,3781.009,136.5002,146.6618,0.43364286,0.41174823,9,"((-7.171958 * X9) - ((17.093714 * X1) + -29.008244)) NeoGP.GaussianLikelihood{Float32} Float32[11.6833315]"
9,186418,12,3877.1016,3781.009,3877.1016,3904.0,16.125835,10.772594,3781.009,136.5002,146.6618,0.43364286,0.41174823,9,"((-7.171958 * X9) - ((17.093714 * X1) + -29.008244)) NeoGP.GaussianLikelihood{Float32} Float32[11.6833315]"
10,207292,15,3877.1016,3781.009,3877.1016,3904.0,16.125835,10.772594,3781.009,136.5002,146.6618,0.43364286,0.41174823,9,"((-7.171958 * X9) - ((17.093714 * X1) + -29.008244)) NeoGP.GaussianLikelihood{Float32} Float32[11.6833315]"
11,226784,18,3877.1016,3781.009,3877.1016,3904.0,16.125835,10.772594,3781.009,136.5002,146.6618,0.43364286,0.41174823,9,"((-7.171958 * X9) - ((17.093714 * X1) + -29.008244)) NeoGP.GaussianLikelihood{Float32} Float32[11.6833315]"
12,247115,13,3877.1016,3781.009,3877.1016,3904.0,16.125835,10.772594,3781.009,136.5002,146.6618,0.43364286,0.41174823,9,"((-7.171958 * X9) - ((17.093714 * X1) + -29.008244)) NeoGP.GaussianLikelihood{Float32} Float32[11.6833315]"
13,268213,14,3877.1013,3781.0088,3877.1013,3903.9998,16.125835,10.772602,3781.0088,136.50017,146.66182,0.43364298,0.41174817,9,"(((-7.1719117 * X9) + (-17.093748 * X1)) - -29.008242) NeoGP.GaussianLikelihood{Float32} Float32[11.6833315]"
