-- NEO GP (NSGA2)--
SEED=-1
MAX_LEN=50
POPSIZE=500
TOURNAMENT_SIZE=2
INITIAL_DEPTH=5
CROSSOVER_PROB=0.900000
PMUT_PER_NODE=0.050000
----------------------------------
gen,fevals,|bestfront|,bestloss,obj,nll,dl,func_compl,param_compl,FBF,MSE_train,MSE_test,R2_train,R2_test,size,expression
1,23708,5,3939.957,3830.086,3939.957,3956.537,6.931472,9.648675,3830.086,154.78503,146.10046,0.37533396,0.41636354,5,"((-20.52511 * X1) - -29.608492) NeoGP.GaussianLikelihood{Float32} Float32[12.441259]"
2,45228,5,3939.957,3830.086,3939.957,3956.537,6.931472,9.648675,3830.086,154.78503,146.10046,0.37533396,0.41636354,5,"((-20.52511 * X1) - -29.608492) NeoGP.GaussianLikelihood{Float32} Float32[12.441259]"
3,68258,7,3939.957,3830.086,3939.957,3956.537,6.931472,9.648675,3830.086,154.78503,146.10046,0.37533396,0.41636354,5,"((-20.52511 * X1) - -29.608492) NeoGP.GaussianLikelihood{Float32} Float32[12.441259]"
4,90672,8,3939.957,3830.086,3939.957,3956.537,6.931472,9.648675,3830.086,154.78503,146.10046,0.37533396,0.41636354,5,"((-20.52511 * X1) - -29.608492) NeoGP.GaussianLikelihood{Float32} Float32[12.441259]"
5,111662,8,3939.9565,3830.0854,3939.9565,3956.5366,6.931472,9.648669,3830.0854,154.78493,146.10063,0.37533438,0.41636288,5,"((-20.525347 * X1) + 29.60863) NeoGP.GaussianLikelihood{Float32} Float32[12.44126]"
6,132542,9,3920.675,3829.3845,3920.675,3947.427,19.709354,7.042411,3829.3845,148.92949,143.34612,0.39896518,0.4273665,11,"(29.60863 - ((-1.6071595e6 * X1) / ((35078.438 * X9) - 100965.95))) NeoGP.GaussianLikelihood{Float32} Float32[12.2036705]"
7,154366,10,3920.675,3829.3845,3920.675,3947.427,19.709354,7.042411,3829.3845,148.92949,143.34612,0.39896518,0.4273665,11,"(29.60863 - ((-1.6071595e6 * X1) / ((35078.438 * X9) - 100965.95))) NeoGP.GaussianLikelihood{Float32} Float32[12.2036705]"
8,176219,11,3920.675,3829.3845,3920.675,3947.427,19.709354,7.042411,3829.3845,148.92949,143.34612,0.39896518,0.4273665,11,"(29.60863 - ((-1.6071595e6 * X1) / ((35078.438 * X9) - 100965.95))) NeoGP.GaussianLikelihood{Float32} Float32[12.2036705]"
9,196078,13,3920.675,3829.3845,3920.675,3947.427,19.709354,7.042411,3829.3845,148.92949,143.34612,0.39896518,0.4273665,11,"(29.60863 - ((-1.6071595e6 * X1) / ((35078.438 * X9) - 100965.95))) NeoGP.GaussianLikelihood{Float32} Float32[12.2036705]"
10,217776,14,3922.258,3824.7375,3922.258,3948.9932,16.125835,10.609313,3824.7375,149.40181,143.06589,0.39705902,0.42848593,9,"((-7.300147 * X9) + (29.82622 - (16.771126 * X1))) NeoGP.GaussianLikelihood{Float32} Float32[12.222997]"
11,241459,18,3922.258,3824.7375,3922.258,3948.9932,16.125835,10.609313,3824.7375,149.40181,143.06589,0.39705902,0.42848593,9,"((-7.300147 * X9) + (29.82622 - (16.771126 * X1))) NeoGP.GaussianLikelihood{Float32} Float32[12.222997]"
12,263594,19,3922.258,3824.7375,3922.258,3948.9932,16.125835,10.609313,3824.7375,149.40181,143.06589,0.39705902,0.42848593,9,"((-7.300147 * X9) + (29.82622 - (16.771126 * X1))) NeoGP.GaussianLikelihood{Float32} Float32[12.222997]"
