id,Expression,theta,size,MSE_train,MSE_test,R2_train,R2_test
0,(((t0 / x4) * ((t1 / x9) - ((t2 / x8) + x11))) + ((t3 * Sqrt(Abs(Sin(Log((x12 - ((t4 * Sqrt(Abs(Sin(Sqrt(Abs(Sin(Log((x12 - x9))))))))) + (t5 - ((Sin(((Abs(Sin(x6)) ^ t6) + Log((t7 + x12)))) * x8) - t8))))))))) + t9)),-39.73659550118932;69.24817127736101;-151.4767362380723;119.57666208276524;230.08271970571332;4.637207673525171;14.24755465844117;-25.50020083457277;5.707088016255514;119.776125208594,50,47.32486113198757,NaN,0.9699737156089013,NaN
