id,Expression,theta,size,MSE_train,MSE_test,R2_train,R2_test
0,(t0 + ((Log((Sqrt(Abs(x5)) + Sin(x12))) * (((Abs((Abs(Sin(Sqrt(Abs((x3 * x0))))) ^ (Exp(Log(Log(((x8 * x6) - t1)))) / Log((Sin(x6) + Exp((x5 - t2))))))) ^ t3) + (x12 + ((x11 - t4) + x3))) / Log((x9 * x6)))) * t5)),355.1243091440445;-0.6347802981914041;-11.873902745706111;-16.453744676530572;-153.4778693639616;-0.9175559714859335,49,83.86540400043151,189732.23978014375,0.9450552189112477,-121.03392171097845
