id,Expression,theta,size,MSE_train,MSE_test,R2_train,R2_test
0,(((t0 - x12) / Sin(t1)) / Log((x3 / (((Abs(t2) ^ Log(((Abs(x7) ^ Log(Sqrt(Abs(((x4 * t3) + x8))))) * x4))) - ((Sqrt(Abs((x10 * (Abs(Sin(x10)) ^ x10)))) / x12) - Exp(x2))) / Exp(Sqrt(Abs((Sin(Log(((x9 + x2) * x0))) + t4)))))))),1466.075908744848;1.569425526638604;0.8371517294664524;-0.49283004805470165;-0.4539519464627657,49,165.18574268924382,371.5020357522069,0.8917778483366421,0.7610535225906372
